Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,LOVE TO TALK,Core,Syndicated,"Mondays, Tuesdays, Wednesdays/7am & Sundays at 7:30am",17,0,30,12,16,"Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today. ",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,THE READING ROOM,Core,Syndicated,"Thursdays, Fridays/7am",9,0,30,2,6,"The Reading Room is produced by William and Judith Lawrenson as a public service. Mrs. L. (Host) discusses the upcoming story with either Harry Elephante, Lionel, Purrsilla or Harry and Lionel as a team. Mrs. L. discusses the moral of the featured story, lessons to be learned from the story, something about the author, or where she found the book. She will introduce the phonics lesson then read the featured story. All stories are read with publishers, or authors permission only. As the story is read, pictures from the book appropriate to text are shown on the TV screen. ",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,IMAGINATION STATION,Core,Syndicated,Saturday 7AM,5,0,30,8,12,"Using lessons from his Simon & Schuster book, Drawing in 3-D with Mark Kistler, the new shows teach kids to draw in 3-D and has been seen on as many as 180 Public Television stations over the last 10 years. In these latest shows, Mark welcomes creative guests from the worlds of feature film animation, sculpture, painting, and even a neon artist! Featured are the Master's Gallery from KidsArt, spotlighting fine work by well known artist, and a daily website selected by Mark's Internet Guru, Dennis.",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,BERENSTAIN BEARS,Core,Syndicated,Saturday 7AM,8,0,30,3,6,"The wonderful Berenstain Bears of classic children's book foame comes to the television screen to educate and entertain 3-6 year olds and uses the prosocial messages about family, friends, and the problems and issues of early childhood. Focusing on family and friendship, Mama, Papa, Sister, and Brother Bear encounter a host of problems and issues important to most young children (and their parents). Ranging from why ploiteness matters, through not letting one's imagination control them, to whi it's important to tellthe truth,the Bear Cubs ask the same kinds of questions and learn the same kinds of lessons that children everywhere must grapple with. ",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,BERENSTAIN BEARS,Core,Syndicated,Saturday 7:30AM,8,0,30,3,6,"The wonderful Berenstain Bears of classic children's book foame comes to the television screen to educate and entertain 3-6 year olds and uses the prosocial messages about family, friends, and the problems and issues of early childhood. Focusing on family and friendship, Mama, Papa, Sister, and Brother Bear encounter a host of problems and issues important to most young children (and their parents). Ranging from why ploiteness matters, through not letting one's imagination control them, to whi it's important to tellthe truth,the Bear Cubs ask the same kinds of questions and learn the same kinds of lessons that children everywhere must grapple with. ",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,THE LITTLES,Core,Syndicated,Saturday 8AM,8,0,30,5,9,"In their quest to become productive adults, the Littles and their friend Henry face the same kinds of problems that young children face every day - issues of freindship, jealousy, honesty, prejudice, consideration for others, kindness, responsibility, risk-taking...and more. Each episode of the Littles focuses on one such issue, presenting it in explicit, concrete terms.",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,THE LITTLES,Core,Syndicated,Saturday 8:30AM,8,0,30,5,9,"In their quest to become productive adults, the Littles and their friend Henry face the same kinds of problems that young children face every day - issues of freindship, jealousy, honesty, prejudice, consideration for others, kindness, responsibility, risk-taking...and more. Each episode of the Littles focuses on one such issue, presenting it in explicit, concrete terms. ",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,INSPECTOR GADGET'S FIELD TRIP,Core,Syndicated,Saturday 9AM,8,0,30,8,11,"Inspector Gadget's Field Trip is produced in cooperation with the National Education Association and exposes young viewers to some of the most interesting geographical and historical sights in the world. It is designed not only to teach about the larger world in which today's kids live, but more important, it is designed to engage their interest and stimulate their desire to learn more. The goal of Inspector Gadget's Field Trips is not only to teach kids about distant places, but to promote the belief that knowing about our complex world is both interesting and fun. ",99,NA,NA,NA
2004,WBXI - CA,MTV2,Indianapolis,3,Analog,INSPECTOR GADGET'S FIELD TRIP,Core,Syndicated,Saturday 9:30AM,8,0,30,8,11,"Inspector Gadget's Field Trip is produced in cooperation with the National Education Association and exposes young viewers to some of the most interesting geographical and historical sights in the world. It is designed not only to teach about the larger world in which today's kids live, but more important, it is designed to engage their interest and stimulate their desire to learn more. The goal of Inspector Gadget's Field Trips is not only to teach kids about distant places, but to promote the belief that knowing about our complex world is both interesting and fun. ",99,NA,NA,NA
2004,WCLJ-TV,TBN,Indianapolis,8.5,Analog,THE DOOLEY AND PALS SHOW ,Core,Network,Saturday 9/10AM,11,2,30,2,5,The Dooley and Pals Show educates and informs children between the ages of 2 - 5 by combining music and dance with common life lessons and pro-social skills with practical Bible principles. ,0,NA,NA,NA
2004,WCLJ-TV,TBN,Indianapolis,8.5,Analog,KIDS TEN COMMANDMENTS - FRIDAY 7:30 PM (ET) IS PERMANENTLY REPLACED BY MCGEE AND ME A/O 12-3-04,Core,Network,"Saturday 9:30/10:30 am, Friday 6:30/7:30 pm",17,5,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives. ,0,NA,NA,NA
2004,WCLJ-TV,TBN,Indianapolis,8.5,Analog,COLBY'S CLUBHOUSE - PERMANENTLY REPLACED BY MCGEE AND ME A/O 12-3-04,Core,Network,Saturday 10/11 AM,8,1,30,6,12,Colby's Clubhouse educates and informs children between the ages of 6-12 about how to successfully deal with everyday situations and challenges using Bible principles. ,0,NA,NA,NA
