Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Janice's Attic,Core,Network,Saturdays 9:30-10AM,8,5,30,4,8,"""Janice's Attic"" educates and informs children between the ages of 4-8 about nature, personal health and the value of positive character qualities",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Colby's Clubhouse,Core,Network,Saturdays 11:30-12PM,11,2,30,6,9,"""Colby's Clubhouse"" educates and informs children between the ages of 6-12 about how to successfully deal with everyday situations and challenges using the principles of the Bible.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Kids Against Crime,Core,Network,Saturdays 7-7:30AM & 10:30-11AM,23,3,30,5,12,"""Kids Against Crime"" educates and informs children between the ages of 5-12 by exploring the real-life crimes committed against and by youth and the penalties for those who commit these crimes.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Gospel Bill,Core,Network,Saturdays 9-9:30AM,8,5,30,6,12,"""Gospel Bill"" educates and informs children between the ages of 5-12 by teaching positive social skills and self awareness based on Biblical principles.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Kids on the Move,Core,Network,Saturdays 7:30-8AM & 11-11:30AM,24,2,30,6,12,"""Kids on the Move"" educates and informs children between the ages of 6-12 about historical information using Bible questions in a game show format.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Joy Junction,Core,Network,Saturdays 8-8:30AM,11,2,30,8,12,"""Joy Junction"" educates and informs children between the ages of 8-12 by teaching Bible history and the development of social and moral values",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Just the Facts,Core,Network,Saturdays 10-10:30AM,11,2,30,10,16,"""Just the Facts"" educates and informs children between the ages of 10-16 by teaching critical thinking and problem solving skills based on Bible principles to help adolescents deal with issues that affect them.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Quigley's Village,Core,Network,Saturdays 8:30-9AM,12,1,30,2,7,"""Quigley's Village"" educates and informs children between the ages of 2-7 by teaching important life skills based on positive and practical principles.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,Kids Like You,Core,Network,Saturdays 1-1:30PM,12,1,30,6,12,"""Kids Like You"" educates and informs children between the ages of 6-12 by presenting challenging situations with solutions that develop character.",N/A,N/A,N/A,N/A
1998,WCLJ,Trinity Broadcasting Network,"Indianapolis, IN",6,Analog,The Kid's Club,Core,Network,Saturdays 12-12:30PM,12,1,30,3,9,"""Kids Club"" educates and informs children between the ages of 3-9 about history through the Bible as well as teaching children about safety and offering exercise instruction",N/A,N/A,N/A,N/A
