Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1997,WADL,N/A,DETROIT,3,ANALOG,FIELD TRIP,CORE,SYNDICATED,SAT 7:00-7:30 AM,12,0,30,6,12,"""FIELD TRIP"" - This program takes a look at history, art, music and science from a different angle ""up close and personal"". Children go on exciting, fun-filled real life adventures. ""Field Trip"" encourages independent exploration with suggested reading and resources for other information.",99,N/A,N/A,N/A
1997,WADL,N/A,DETROIT,3,ANALOG,MARK'S WIRED WORLD,CORE,SYNDICATED,SAT 7:30-8:00 AM,12,0,30,12,16,"""MARK'S WIRED WORLD"" - The program informs and educates kids in subjects relative to computers, such as how computer animation works, and teaches them values such as responsibility by instructing them in how to care for their computer pets.",99,N/A,N/A,N/A
1997,WADL,N/A,DETROIT,3,ANALOG,ENCHANTED TALES,CORE,SYNDICATED,SAT 8:00-9:00 AM,12,0,60,2,14,"""ENCHANTED TALES"" - The educational and informational objective of the program is to assist children in using their imagination and learning the importance of reading while instilling positive, social behavior. Each episode incorporates lessons about values and morals, which are reiterated at the end again by Wizen the Wizard. The series introduces children to some of the best literary classics and encourages them to visit their local library to read the original stories and other works by the same author. The episodes introduces children to orchestrated scores by such great composers as Beethoven, Mozart and Tchaikovsky",99,N/A,N/A,N/A
1997,WADL,N/A,DETROIT,3,ANALOG,BOOKMICE,CORE,SYNDICATED,SAT 9:00-9:30 AM,12,0,30,2,11,"""BOOKMICE"" - Three fun-loving mice, live secretly behind the walls of the neighborhood library. Humor, wonder, stories, music and delightful animation are present in the everyday adventures of the mice, as they explore the wondrous world of books and the library's many friends and activities. Along with encouraging love of reading, these programs promote social values, as children learn about helping others, the importance of honesty and overcoming fears",99,N/A,N/A,N/A
1997,WADL,N/A,DETROIT,3,ANALOG,YOUNG AMERICA OUTDOORS,CORE,SYNDICATED,SAT 9:30-10:00 AM,12,0,30,8,18,"""YOUNG AMERICA OUTDOORS"" - This program educates and informs children about the various outdoor activities they can enjoy. It covers environmental issues, and teaches kids about the outdoors and its habitats. Young America Outdoors exposes children to useful information on activities they can participate in to further expand and enhance their knowledge.",99,N/A,N/A,N/A
1997,WBSX,N/A,DETROIT,3,ANALOG,NEW ZOO REVUE,CORE,SYNDICATED,SAT 7:00 AM,13,0,30,2,6,"""NEW ZOO REVUE"" - This show brings an understanding of the good and bad in life to children by teaching a way of life through music. The show has three costumed characters and features two human stars who guide children through situations they will encounter day to day with the use of music, song and dance.",99,N/A,N/A,N/A
1997,WBSX,N/A,DETROIT,3,ANALOG,CENTER STREET,CORE,SYNDICATED,SAT 8:30AM,13,0,30,10,16,"""CENTER STREET"" - This program is hosted by teenagers and focuses on teaching teens how to successfully deal with the issues and pressures surrounding our teenagers in the world.",99,N/A,N/A,N/A
1997,WBSX,N/A,DETROIT,3,ANALOG,BOOKMICE,CORE,SYNDICATED,SAT 7:30AM,13,0,30,4,8,"""BOOKMICE"" - Three fun-loving mice, live secretly behind the walls of the neighborhood library. Humor, wonder, stories, music and delightful animation are present in the everyday adventures of the mice, as they explore the wondrous world of books and the library's many friends and activities. Along with encouraging love of reading, these programs promote social values, as children learn about helping others, the importance of honesty and overcoming fears.",99,N/A,N/A,N/A
1997,WBSX,N/A,DETROIT,3,ANALOG,ANIMATED CLASSICS,CORE,SYNDICATED,SUN 7:00 AM,13,0,60,6,16,"""ANIMATED CLASSICS"" - shows one book of treasured children's story and brings it to life through animation. Children delight in the storytelling adventures of these high quality stories that are well known to parents and appeal to the whole family. Children are encouraged to read other fantastic stories.",99,N/A,N/A,N/A
1997,WBSX,N/A,DETROIT,3,ANALOG,VEGETABLE SOUP,CORE,SYNDICATED,SAT 8:00 AM,13,0,30,4,10,"""VEGETABLE SOUP"" - This educational magazine show for children features guest hosts who introduce studio, puppet and animated segments. Human relations, language skills and science are taught.",99,N/A,N/A,N/A
