Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1997,WABU,N/A,"Boston, MA",4.5,Analog,The All New Captain Kangeroo,Core,Syndicated,Saturdays 8:30-9AM,13,0,30,2,6,"""THE ALL NEW CAPTAIN KANGAROO"" - The program is built on the underlying premise that the growing intelligence of the young child is unique and fundamentally different from school-aged children. Major goals are to help develop a sense of self-esteem, exhibit a positive attitude toward life, demonstrate cooperation and pro-social behavior.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,"Bill Nye, The Science Guy",Core,Syndicated,Saturdays 11:30-12PM,13,0,30,6,11,"""BILL NYE THE SCIENCE GUY"" - Science Guy Bill Nye entertains and engages children while teaching fairly sophisticated scientific concepts. Episodes have focused on the difference between human and animal communication, the human brain, mammals, rivers and streams, computers and nutrition. The show includes experiments kids can do at home that reinforce concepts taught on the program.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,Click,Core,Syndicated,Saturdays 12-12:30PM,13,0,30,13,16,"""CLICK"" - This is a teen oriented educational game show. It teaches teens the importance of team work and incorporates questions from the world of entertainment and sports, as well as questions in math, science, literature, history, and current events.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,Peer Pressure,Core,Syndicated,Saturdays 12:30-1PM,13,0,30,13,16,"""PEER PRESSURE"" - This is a game show which incorporates social and cultural issues facing today's teens and teaches them how to make the right decisions. The program provides teens a better understanding of the factors that influence the choices that they make and helps them make educated choices that will further their social and emotional development.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,Field Trip,Core,Syndicated,Tuesdays 7-7:30AM,13,0,30,6,12,"""FIELD TRIP"" - This program takes a look at history, art, music and science from a different angle ""up close and personal"". Children go on exciting, fun-filled real life adventures. ""Field Trip"" encourages independent exploration with suggested reading and resources for other information.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,The Story Shop,Core,Local,Saturdays 8-8:30AM,11,2,30,3,6,"Set between an animal shelter and a toy store. The story shop invites young passers by in to hear a story. Storytelling is taught as a means of communication. Regular visitors also teach manners, respect for wildlife, and basic science.",N/A,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,Sing Me a Story with Belle,Core,Syndicated,Saturdays 7:30-8AM,13,0,30,2,11,"""DISNEY'S SING A STORY WITH BELLE"" - The series is designed to teach young children, through a series of classic stories and discussions, about fundamentals, morals and educational lessons of life. The show adresses issues like overcoming fears, working with others, understanding diversity, dealing with problems, etc. Reading is strongly encouraged throughout the series.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,Wild About Animals,Core,Syndicated,Saturdays 11-11:30AM,13,0,30,8,16,"""WILD ABOUT ANIMALS"" - This program seeks to expose children to the positive influences of animals as part of the planet's delicate ecosystem. It examines the practical use of animals in our society and reports on the dangers of their decline as man enters the 21st century.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,Young America Outdoors,Core,Syndicated,Wednesdays 7-7:30AM,14,0,30,13,16,"""YOUNG AMERICA OUTDOORS"" - This program educates and informs children about the various outdoor activities they can enjoy. It covers environmental issues, and teaches kids about the outdoors and its habitats. Young America Outdoors exposes children to useful information on activities they can participate in to further expand and enhance their knowledge.",99,N/A,N/A,N/A
1997,WABU,N/A,"Boston, MA",4.5,Analog,L'il Iguana Holiday Special,Core,Local,Saturdays 8-8:30AM,2,0,30,2,6,"WABU introduced a new character to the story shop set, L'il Iquana taught the importance of the holiday season and the true meaning of giving. The show aired in the story shop time period for these two days only. It also aired Christmas.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,Beakman's World,Core,Network,Sundays 7-7:30AM,13,0,30,6,11,"In this series, the scientist host, Beakman, responds to viewer's questions about a variety of scientific phenomena by performing experiments and demonstrations. The objectives of the program are to increase early school age children's knowledge of selected scientific facts and principles, to stimulate their curiosity about the world around them, and to teach them to understand and use scientific techniques and methods to learn about the world. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,The New Ghostwriter Mysteries,Core,Network,Saturdays 10-10:30AM,13,0,30,7,11,"In this series, three young sleuths join forces to solve mysteries. Reading, writing and problem-solving skills all come into play, as the children's other-worldly ally, ""Ghostwriter,"" provides them with written answers to their questions, thereby helping them to solve each mystery. The objective of the program is to provide compelling opportunities for school-age children to read and write, thereby motivating them to enjoy and value these skills. The program also seeks to show children how to use effective reading and writing strategies. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,Wheel of Fortune 2000,Core,Network,Saturdays 10:30-11AM,13,0,30,7,11,"In this program, children compete to solve word and language puzzles that are based on age-appropriate educational material similar to that found in the traditional school curriculum. The objectives of the program are to demonstrate to viewers techniques of defining a problem and judging information, and to teach them how principles of critical thinking can be applied to solve the puzzles. The program also aims to teach children information and facts about science, mathematics, history, language, the arts music and sports through the program's games and activities. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,The Sports Illustrated for Kids Show,Core,Network,Saturdays 11-11:30AM,13,0,30,7,11,"In this series, two young hosts go behind the scenes to interview successful athletes and provide information about their lives both on and off the field. The program also provides information about health, fitness and nutrition, and presents the views of children on a variety of issues of public significance. The program seeks to help children understand the level of training, discipline, perseverence and practice it takes to be a successful athlete, so that they can incorporate some level of these traits in their own lives. It also aims to encourage children to participate in physical activities as an individual and/or team member, in both competitive and non-competitive settings, and to teach them the importance of maintaining good health and nutritional practices. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,The Weird Al Show,Core,Network,Saturdays 11:30-12PM,13,0,30,7,11,"In this program, the host, Al Yankovic, brings his distinctive personality and humor to bear on various situations and interactions with others, in order to convey to children messages relating to honesty, self-expression, personal responsibility, cooperation, respect for oneself and others, and other issues critical to social development. The program aims to help viewers appreciate the uniqueness of each individual and the strengths inherent in a diverse society, and to foster children's pro-social development. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,Fudge,Core,Network,Sundays 7:30-8AM,13,0,30,5,9,"Based on the book series by award-winning author Judy Blume, the program follows its soon-to-be-teen protagonist as he deals with the trials and tribulations into which he is led by his little brother Fudge. The program focuses on issues young children need to understand in order to move successfully toward the next stage of social-emotional development. Its objectives are to help young viewers, through story-telling and program content, to learn about and put into practice some of the basic techniques associated with conflict resolution, and makes them aware of some of the ways to mediate and resolve conflict using prosocial behaviors. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WBZ,CBS,"Boston, MA",3,Analog,The Crayola Kids Adventures - Gulliver's Travels,Non-Core,Network,(11/27) 1:30-2:30PM,1,0,60,7,11,"This live-action series features adaptations of literary classics, tailored specifically for children age 6 and older. The time-honored stories feature child actors in all roles. The objective of the series is to stimulate interest in reading and in classic literature.",99,N/A,N/A,N/A
