Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,KAKW-CA,N/A,"Austin, TX",3,Analog,Pinky Dinky Doo,Core,Network,Saturdays 7-7:30AM & 7:30-8AM,26,0,30,2,6,"This animated program has four educational goals: to celebrate the power of inventing imaginative stories, to introduce basic literary concepts, to help viewers develop listening and comprehension skills, and to enrich vocabulary through storytelling. Pinky Dinky Doo, a 7-year-old girl, lives in the ""great big city"" with her parents. When a problem arises, Pinky dances her way to a cardboard story box and uses a piece of chalk and her imagination to tell a story. During the made-up story, Pinky must ""think big"" at which point she comes up with an often clever and wacky solution to the problem. To encourage listening skills, Pinky then invites children to play games where they review details about the story. Children are helped to increase their vocabularies with each episode's ""Great Big Fancy Word,"" which is featured several times during each episode.",99,N/A,N/A,N/A
2007,KAKW-CA,N/A,"Austin, TX",3,Analog,Donde en el Mundo esta Carmen Sandiego?,Core,Network,Saturdays 8-8:30AM & 8:30-9AM,26,0,30,7,12,"A significant purpose and key educational objective of this half hour program is to help children develop logical reasoning while learning about geography and history in a fun and entertaining way. When a former agent of Acme Detective Agency, Carmen Sandiego, turns bad and starts stealing major cultural and historical artifacts around the world, two teenager super-sleuths will travel the world trying to catch her. As they collect clues trying to find Carmen Sandiego and the missing artifacts, the two teenagers learn historical and geographical facts.",99,N/A,N/A,N/A
2007,KAKW-CA,N/A,"Austin, TX",3,Analog,Bill El Cientifico,Core,Network,Saturdays 9-9:30AM & 9:30-10AM,26,0,30,7,12,"""Bill Nye the Science Guy"" is an educational television program that teaches science to a preteen audience. Bill Nye, a scientist wearing a lab coat and a bow-tie, mixes the serious science of everyday things with fast-paced action and humor. Each episode covers a specific scientific topic such as physics, chemistry, humans, living things, earth science, or space science.",99,N/A,N/A,N/A
2007,KAKW-TV,N/A,"Austin, TX",3,Analog,Pinky Dinky Doo,Core,Network,Saturdays 7-7:30AM & 7:30-8AM,26,0,30,2,6,"This animated program has four educational goals: to celebrate the power of inventing imaginative stories, to introduce basic literary concepts, to help viewers develop listening and comprehension skills, and to enrich vocabulary through storytelling. Pinky Dinky Doo, a 7-year-old girl, lives in the ""great big city"" with her parents. When a problem arises, Pinky dances her way to a cardboard story box and uses a piece of chalk and her imagination to tell a story. During the made-up story, Pinky must ""think big"" at which point she comes up with an often clever and wacky solution to the problem. To encourage listening skills, Pinky then invites children to play games where they review details about the story. Children are helped to increase their vocabularies with each episode's ""Great Big Fancy Word,"" which is featured several times during each episode.",99,N/A,3,Y
2007,KAKW-TV,N/A,"Austin, TX",3,Analog,Donde en el Mundo esta Carmen Sandiego?,Core,Network,Saturdays 8-8:30AM & 8:30-9AM,26,0,30,7,12,"A significant purpose and key educational objective of this half hour program is to help children develop logical reasoning while learning about geography and history in a fun and entertaining way. When a former agent of Acme Detective Agency, Carmen Sandiego, turns bad and starts stealing major cultural and historical artifacts around the world, two teenager super-sleuths will travel the world trying to catch her. As they collect clues trying to find Carmen Sandiego and the missing artifacts, the two teenagers learn historical and geographical facts.",99,N/A,3,Y
2007,KAKW-TV,N/A,"Austin, TX",3,Analog,Bill El Cientifico,Core,Network,Saturdays 9-9:30AM & 9:30-10AM,26,0,30,7,12,"""Bill Nye the Science Guy"" is an educational television program that teaches science to a preteen audience. Bill Nye, a scientist wearing a lab coat and a bow-tie, mixes the serious science of everyday things with fast-paced action and humor. Each episode covers a specific scientific topic such as physics, chemistry, humans, living things, earth science, or space science.",99,N/A,3,Y
2007,KBVO,Telefutura,"Austin, TX",3.5,Analog,Patrulla de Sapitos,Core,Network,Sundays 7:30-8AM,4,0,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of discovering oneself and friendship. Eight toadlets who miss the migration to Toad Hollow, a peaceful and protected haven for toads, are lost and stranded in an unknown world, where they have to survive and confront their problems as a team. Through their amazing quest, the toad patrol teach young children many lessons about friendship, trust, caring and sharing, empathy, caution, determination, self-esteem, responsibility, selflessness, sacrifice and respect for others.",99,N/A,N/A,N/A
2007,KBVO,Telefutura,"Austin, TX",3.5,Analog,Plaza Sesamo,Core,Network,Sat and Sun 8-8:30AM & 8:30-9AM,52,0,30,2,7,"A significant purpose and key educational objective of this half-hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children develop a better understanding of the world around them through their stories. Throughout the shows, these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction. A significant purpose and key educational objective of this half-hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children develop a better understanding of the world around them through their stories. Throughout the shows, these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction.",99,N/A,N/A,N/A
2007,KBVO,Telefutura,"Austin, TX",3.5,Analog,Reino Animal,Core,Network,Sundays 9-9:30AM & 9:30-10AM,26,0,30,13,16,"This half-hour program educates young viewers on the natural habitat of animals in an educational, yet entertaining way. With narrations and interactive segments, the series builds upon natural science concepts, sparking a sense of curiosity in its viewers. The program discussed concepts like the functions of animals in an ecosystem, the elements of animal classification, and life sciences to help teach children about the natural world, while having fun at the same time.",99,N/A,N/A,N/A
2007,KBVO,Telefutura,"Austin, TX",3.5,Analog,Toonturama Presenta: La Vida Animal,Core,Network,Sundays 7:30-8AM,9,0,30,7,12,"A significant purpose and key educational objective of this program is to present animals, birds, and insects in their natural environments in order to engage the curiosity and developing intelligence of boys and girls. There is a special emphasis on nature, science, the adaptation and survival of species, and the role of species in human planetary welfare. Each episode examines topics of geography, ecology, and the ways in which non-humans, animals, birds, and insects adjust to the complexities of their specific habitats in the various continents and oceans that make up our planet. Using original footage, music, and humor, this series presents information about where animals live, how they build their unique dwellings, the tools they use for foraging, the migrations of animals due to climatic changes, and how they care for and protect their offspring. The main purpose of the series is to educate and inform young children about a variety of species and about how animals and humans are interdependent.",99,N/A,N/A,N/A
