Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1998,KATU,ABC,"Portland, OR",4.5,Analog,Disney's 1 Saturday Mornings,Core,Network,Saturdays/7:30am,13,4,120 minutes,8 years,12 years,"This two-hour program block features three half-hour educational series in combination with several short-form educational elements. The latter includes ""Great Minds...Think For Themselves"" (American history segments) and ""Where'd It Go?"" (short segments describing animal behavior). Disney's Doug -- Narrated via the spoken journal entries of aspiring writer/cartoonist Doug Funnie, this series uses humor and fantasy in depicting the struggles of a twelve-year-old boy to define identity, develop self-confidence, resolve family and school problems and maintain friendships strained by preadolescent physical and emotional change. Series episodes promote values such as honesty, loyalty, fairness and respect for individual differences. Disney's Pepper Ann -- ""Pepper Ann"" features a twelve-year-old girl who is growing up in a single-parent family. She demonstrates that individuality, competence and humor are survival skills for any pre-teenager. From week to week Pepper Ann discovers the importance of speaking out for what one believes and the value of learning from one's mistakes. The primary educational focus of the series is self-esteem - particularly that of young girls. Additionally, the series teaches perseverance, taking responsibility and thinking creatively. Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about six fourth graders who attend suburban public school. Loyal friends, these children are an ethnically and gender-diverse group. They provide role models for viewers who may be struggling with problems common to middle childhood such as conflicts with authority figures, school and family rules, issues of fairness, desire to be popular, peer pressure and crises of confidence. A recurrent theme is the problem of dealing with the class bully or ""teacher's pet."" Series episodes raise thought-provoking questions which parents and children can talk about together, providing a rich source of values-oriented family discussion material. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,Disney's 101 Dalmations: The Series,Core,Network,Saturdays/10:30am PT,13,4,30 minutes,7 years,11 years,"This series addresses many of the key developmental issues of middle childhood. A group of Dalmatian puppies and a resourceful chicken named ""Spot"" are featured in stories that center on problem-solving. Plots frequently introduce conflicts over rules, learning responsibility, attempts to gain peer acceptance, learning from mistakes and efforts to help other animals or human characters. The series encourages prosocial values such as empathy, fairness and cooperative behavior, as well as modeling information-gathering and strategic thinking. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,The New Adventures of Winnie the Pooh,Core,Network,Saturdays/11:00 am PT,13,4,30 minutes,3 years,6 years,"Based on the classic Winnie The Pooh books by author A.A. Milne, ""The New Adventures Of Winnie The Pooh"" depicts the everyday lives of Christopher Robin and his animal companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Stories convey strong prosocial messages about honesty, taking responsibility, persistence, cooperative effort, friendship and caring. Episodes selected for the 1998-99 package present stories having greatest educational relevance to younger viewers. Many of these stories are designed to help younger children distinguish between fantasy and reality, identify feelings and overcome common childhood fears. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,Squigglevision,Core,Network,Saturdays/11:30am PT,13,4,30 minutes,8 years,12 years,"Primarily designed for children in the middle school grades, ""Squigglevision"" uses activities at a radio station and in the courtroom as springboards for teaching scientific concepts and their everyday applications. Characters use critical thinking to examine and describe phenomena, thereby helping the home viewer to sharpen observational and sequential thinking skills. They demonstrate both inductive and deductive reasoning and evaluate hypotheses in light of data obtained and make judgments. Scientific and math estimation concepts are illustrated by means of practical ""demonstrations"" and graphics. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,Nick New for Kids,Core,Syndicated,Sundays/10:00am,13,1,30 minutes,7 years,11 years,A forum for kids to think and ask questions about the world around them; give kids a way to obtain information and background they need to understand world events; give kids a way of using news as a part of their lives and feel good about wanting to know more.,N/A,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,How 'Bout That?,Core,Local,Sundays/10:30am,13,1,30 minutes,6 years,10 years,"A music magazine show that explores how ideas and dreams become reality. Viewers are taken on musical adventures, delving into features on everything from how they make crayons to what it takes to be a professional beekeeper. Through original music, processes and professions are explained in rhythm and rhyme.",N/A,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,ABC's Schoolhouse Rock,Non-Core,Network,Saturdays/9:57am PT,10,5,3 minutes,6 years,11 years,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",4,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,ABC's Schoolhouse Rock,Non-Core,Network,Saturdays/10:27am PT,10,5,3 minutes,6 years,11 years,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",4,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,ABC Kids Movie Matinee: Disney's One Saturday Morning Crush Marathon,Non-Core,Network,Saturday/5:30am PT (10/17/98),1,0,90 minutes,8 years,12 years,"Selected episodes of ""Disney's Doug,"" ""Disney's Recess"" and ""Disney's Pepper Ann"" portray the experience of falling in love or being the object of a youthful ""crush."" Disney's Doug -- Narrated via the spoken journal entries of aspiring writer/cartoonist Doug Funnie, this series uses humor and fantasy in depicting the struggles of a twelve-year-old boy to define identity, develop self-confidence, resolve family and school problems and maintain friendships strained by preadolescent physical and emotional change. Series episodes promote values such as honesty, loyalty, fairness and respect for individual differences. Disney's Pepper Ann -- ""Pepper Ann"" features a twelve-year-old girl who is growing up in a single-parent family. She demonstrates that individuality, competence and humor are survival skills for any pre-teenager. From week to week Pepper Ann discovers the importance of speaking out for what one believes and the value of learning from one's mistakes. The primary educational focus of the series is self-esteem - particularly that of young girls. Additionally, the series teaches perseverance, taking responsibility and thinking creatively. Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about six fourth graders who attend suburban public school. Loyal friends, these children are an ethnically and gender-diverse group. They provide role models for viewers who may be struggling with problems common to middle childhood such as conflicts with authority figures, school and family rules, issues of fairness, desire to be popular, peer pressure and crises of confidence. A recurrent theme is the problem of dealing with the class bully or ""teacher's pet."" Series episodes raise thought-provoking questions which parents and children can talk about together, providing a rich source of values-oriented family discussion material.",99,N/A,N/A,N/A
1998,KATU,ABC,"Portland, OR",4.5,Analog,ABC Kids Movie Matinee: Doug's Quail Man Marathon,Non-Core,Network,Saturday/5:30am PT (12/5/98),1,0,90 minutes,8 years,12 years,"In the guise of imaginary superhero ""QuailMan,"" Doug attempts to resolve some of his personal conflicts. With superhero canine ""QuailDog"" and his ally ""Super Skeeter,"" Doug/QuailMan conquers nefarious characters and foils their selfish plots. These characters bear a striking resemblance to Guy, Roger and other mean or arrogant people in Doug's community. The story ""QuailDad"" is particularly nice in that QuailMan/Doug comes to realize that his father is a very talented and resourceful person -- not a klutz, as he thought, but a real-life hero.",99,N/A,N/A,N/A
