Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2006,WDIV,NBC,DETROIT,3,ANALOG,VEGGIE TALES,CORE,NETWORK,SAT 10:00-10:30 AM ,13,0,30,4,8,"“Veggie Tales” is a children’s series featuring animated vegetables who teach life lessons through stories. Hosted by Bob the Tomato and Larry the Cucumber, each episode begins by establishing the problem, uses short stories to parallel the situation with a problem and solution, and ends by reiterating the proposed solution and the life lesson learned through the experience. The show communicates social-emotional messages based upon the core values of honesty, kindness, forgiveness, and appreciation for all, using music, unusual characters, and allegorical storylines.",99,N/A,N/A,N/A
2006,WDIV,NBC,DETROIT,3,ANALOG,DRAGON ,CORE,NETWORK,SAT 10:30-11:00 AM,13,0,30,4,8,"Inspired by children’s everyday life, “Dragon” is an animated show that is based on the book series by author and illustrator, Dav Pilkey. The show follows a little blue dragon as he faces his daily challenges. Using a simple and direct approach to life, Dragon learns new information and develops new skills primarily through trial and error. Dragon is friendly and helpful, but he tends to see things from a much different perspective and sometimes that leads to trouble. As each story unfolds, we learn to see things in different ways, much like Dragon, and we learn how to problem-solve our way through everyday challenges. Dragon shows us how to take care of a pet, discover new places or how to find the right hobby.",99,N/A,N/A,N/A
2006,WDIV,NBC,DETROIT,3,ANALOG,VEGGIE TALES PRESENTS: 3-2-1 PENGUINS AND LARRY BOY STORIES,CORE,NETWORK,SAT 11-11:30 AM,13,0,30,4,8,"-2-1 PENGUINS! and LARRYBOY STORIES draws upon characters from two stories -- using both long- and short-form material involving these characters -- to provide socio-emotional messages to children. 3-2-1 PENGUINS! features two children – Jason and Michelle – whose vacation at their grandmother’s cottage ends up being more adventure than they expect when their toy spaceship with four toy penguins comes to life. The children are sucked into the spaceship, where they meet the now live penguins and journey through space to solve an inter-galactic disaster threatening the penguins and their friends. Each story begins with a problem and ends after the children have learned an important socio-emotional message through their adventure with the penguins. LARRYBOY STORIES is about a young cucumber-janitor named Larry from the Daily Bumble who assumes a superhero persona to fight crimes and save lives, bringing peace and safety to the small town of Bumblyburg. In doing so, Larry takes us through his adventures where he ",99,N/A,N/A,N/A
2006,WDIV,NBC,DETROIT,3,ANALOG,BABAR,CORE,NETWORK,SAT 11:30-12:00 PM,13,0,30,4,8,"Based on the books by Laurent de Brunhoff, “Babar” is an animated show about a young orphaned elephant who finds the strength to rise above the challenges he faces, including the death of his parents, as he journeys through life. Each episode of the show develops a social-emotional message such as taking responsibility, being patient and persistent in hard work, respecting people’s privacy, learning to cope with unforeseen changes, and being honest. These messages emerge from the needs to resolve a dilemma that is faced by Babar, one of his friends or family members.",99,N/A,N/A,N/A
2006,WDIV,NBC,DETROIT,3,ANALOG,JANE & THE DRAGON,CORE,NETWORK,SAT 12:00-12:30 PM,13,0,30,4,8,"Set in medieval times, “Jane and the Dragon” is an animated show that hails from Martin Baynton’s best selling books about a middle class, 13-year-old girl named Jane. She is raised in the Royal Court as a Knight-in-Training after she demonstrates her courage by leaving the castle to conquer the local dragon. The giant green Dragon, whose sense of humor exceeds his ferocity, instead becomes Jane’s best friend and a part of the castle community. In each episode, Jane encounters a challenge that tests her problem-solving skills and requires her to demonstrate her strength of character, as a Knight of the King’s Guard. Sometimes Jane learns a moral lesson, and other times she uses analytical ability to illustrate how a problem can be made less complicated and consequently solved.",99,N/A,N/A,N/A
2006,WDIV,NBC,DETROIT,3,ANALOG,JACOB TWO-TWO,CORE,NETWORK,SAT 12:30-1:00 PM,13,0,30,4,8,"Based on Mordecai Richler’s books, “Jacob Two-Two” is an animated show about the challenges of a little boy, the youngest of five siblings. Jacob is so small for his age he often repeats himself just so he can be heard. His parents are compassionate, but his siblings are not, and Jacob has be to resourceful and inventive in learning how to assert himself, overcome his fears, get along with others, and still enjoy his childhood. He manages to turn even the most inconsequential events into adventures with his friends Buford and Renee. Every adventure teaches him a life lesson, from learning how to be responsible to figuring out how to manage a bully. In addition there are implicit lessons that promote a love for learning and language development usually conveyed through Jacob’s father, a full-time writer.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,KICK'S CLUB,CORE,NETWORK,SAT 7:00-7:30 AM & 11:00-11:30 AM,26,0,30,6,12,"In this live action variety program, children are educated and informed of a positive and energetic approach to behavorial and moral issues.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,KIDS LIKE YOU,CORE,SYNDICATED,SAT 8:30-9:00 AM &12:00-12:30 PM,26,0,30,6,12,"In this live action variety program, children are educated and informed of a positive and energetic approach to behavioral and moral issues.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,EARL THE EMU,CORE,SYNDICATED,SAT 9:00-9:30 AM,13,0,30,2,5,"Through this live action series, children are taught values, virtues and morals through songs and skits.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,MARILEE DAWN & FRIENDS,CORE,SYNDICATED,SAT 9:30-10:00 AM,13,0,30,4,9,"In this live action program featuring puppets and song, children are informed and educated about the dicision making process of the important and sometimes difficult choices that children encounter.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,WORSHIP FOR KIDS,CORE,NETWORK,SAT 10:00-10:30 AM ,13,0,30,2,7,Children are taught a positive and energtic approach to worship and corporate praise.,99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,CMJ CLUB ZONE,CORE,NETWORK,SAT 8:00-8:30 AM & 10:30-11:00 AM,26,0,30,6,12,"In this live action variety program, children are educated and informed of a positive and enegetic approach to behavioral and moral issues and whose purpose is to reinforce faith, positve values and self-esteem.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,KID'S CENTER,CORE,SYNDICATED,SAT 7:30-8:00 AM & 11:30-12:00 PM,26,0,30,7,12,"Using humor as a vehicle, the characters of Kid's Center illustrate practical moral lessons designed to help children and famillies understand and apply the Biblical principles and morals to their own lives.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,MARILEE DAWN & FRIENDS,CORE,SYNDICATED,1:00-1:30 PM,8,0,30,4,9,"In this live action program featuring puppets and song, children are informed and educated about the dicision making process of the important and sometimes difficult choices that children encounter.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,THE ZONE,NON-CORE,SYNDICATED,SUN 1:00-1:30 AM,12,2,30,13,18,"Through interviews, comedians and featured muscians the audience hears testamonies and discussions of today's current events and how they affect viewer's daily lives.",N/A,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,ALL ACCESS PASS,NON-CORE,SYNDICATED,SUN 1:30-2:00 AM,12,2,30,13,25,"Through this mix of live action and music videos, teens are taught strong moral values and positive Christian behavior.",N/A,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,ALL ACCESS PASS,NON-CORE,SYNDICATED,SAT 12:00-12:30 AM,9,2,30,13,25,"Through this mix of live action and music videos, teens are taught strong moral values and positive Christian behavior.",N/A,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,THE ZONE,NON-CORE,SYNDICATED,SAT 12:00-12:30 AM,2,0,30,13,18,"Through interviews, comedians and featured muscians the audience hears testamonies and discussions of today's current events and how they affect viewer's daily lives.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,ACQUIRE THE FIRE,NON-CORE,SYNDICATED,SAT 12:30-1:00 AM,10,3,30,16,21,"Through interviews, music and dramas, young people are challenged to examine their lives by moral principles and encouraged to change those habits which are morally wrong",N/A,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,EARL THE EMU,NON-CORE,SYNDICATED,SAT 6:30-7:00 AM,1,0,30,2,5,"Through this live action series, children are taught values, virtues and morals through songs and skits.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,DAVEY & GOLIATH,NON-CORE,SYNDICATED,SAT 12:30-1:00 PM,8,0,30,2,12,"Stop-motion animated series educates and informs children via uplifting, moral and spriitual lessons designed to affirm a child's faith in God.",99,N/A,N/A,N/A
2006,WDWO-CA,N/A,DETROIT,6.5,ANALOG,DAVEY & GOLIATH,NON-CORE,SYNDICATED,SAT 6:30-7:00 AM,7,0,30,2,12,"Stop-motion animated series educates and informs children via uplifting, moral and spriitual lessons designed to affirm a child's faith in God.",99,N/A,N/A,N/A
2006,WJBK,FOX,DETROIT,3,ANALOG,ANIMAL ATLAS #1,CORE,SYNDICATED,SAT 10:30-11:00 AM,13,0,30,13,16,"""Animal Atlas"" following in the great, classical tradition of National Geographic, ""Animal Atlas"" is a light, fun filled educational program designed to entertain kids and adults of all ages. The show takes viewers on an up close and personal journey into the wild and whacky behavior of animals, observing species of all kinds in the wild and nature preserves all over the world.",99,N/A,N/A,N/A
2006,WJBK,FOX,DETROIT,3,ANALOG,SAFARI TRACKS,CORE,SYNDICATED,SAT 10:00-10:30 AM ,13,0,30,13,16,"Safari Tracks - is an exciting, entertaining, and advertiser friendly series of half-hur programs focused entirely on African Wildlife. Safari Tracks takes the viewer from the brushlands of the Savanna to the great Okavango, from the greatest game reserves to the most remote beaches of Madagascar and beyond to see everything from rare African birds to creepy crawlers. Safari Tracks will educate young viewers about wildlife conservation and show them how to better support efforts to protect endangered species.",99,N/A,N/A,N/A
2006,WJBK,FOX,DETROIT,3,ANALOG,BEAKMAN'S WORLD #1,CORE,SYNDICATED,SAT 11:00-11:30 AM,13,0,30,13,16,N/A,99,N/A,N/A,N/A
