Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1999,WADL-TV,N/A,DETROIT,2.5,ANALOG,THE MAGIC SCHOOL BUS,CORE,NETWORK,MON-FRI 7:00-7:30 AM & SAT 6:00-6:30 AM,79,0,30,6,9,"A significant purpose of Scholastic's ""The Magic School Bus"" is to educate and inform children between 6 and 9 years of age. The educational and informational objectives of the series are to: motivate children's interest in science; introduce science ideas; inspire positive attidtues toward science and education; and model age appropriate science problem solving behavior.",99,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,SAVED BY THE BELL,CORE,NETWORK,SAT 10:00-10:30 AM,13,0,30,13,16,The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved through this series by exploring social themes through the daily lives of six teenage friends at Bayside High who help each other make the most of growing up in a complicated world. The Bayside kids give teens a useful perspective on many of the tough issues they face both in and out of school.,99,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,HANG TIME,CORE,NETWORK,SAT 10:30-11:00 AM,13,0,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual-cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by examining how a boy's team accepts a female player, and by exploring themes related to group processes, such as teamwork, reciprocity, cooperation and competition, tolerance and acceptance. As the team and their close friends go through each basketball season, they face new challenges and solve problems through individual effort and mutual support.",99,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,CITY GUYS,CORE,NETWORK,SAT 11:00-11:30 AM,13,0,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by exploring the pressures of living in a big city environment where situations are sometimes so difficult and challenging, kids have to learn sophisticated and responsible decision-making to be safe and stay focused. The series follows the encounters and problem-solving of two young men through an eventful school year at Manhattan High and shows teens how to work with their principal, family and friends to be successful.",99,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,ONE WORLD,CORE,NETWORK,SAT 11:30-12:00 PM,13,0,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by exploring socio-emotional themes of identity, self-worth, social reciprocity, service to others and acceptance of differences. Through the characters in the show, the audience will see examples of different approaches to resolving problems caused by these issues.",99,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,CITY GUYS,CORE,NETWORK,SAT 12:00-12:30 PM & 7:30-8:00 AM,12,1,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by exploring the pressures of living in a big city environment where situations are sometimes so difficult and challenging, kids have to learn sophisticated and responsible decision-making to be safe and stay focused. The series follows the encounters and problem-solving of two young men through an eventful school year at Manhattan High and shows teens how to work with their principal, family and friends to be successful.",N/A,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,NBA INSIDE STUFF,CORE,NETWORK,SAT 12:30-1:00 PM & 7:00-7:30 AM,11,2,30,13,16,"The educational objective of this program is to introduce the teen audience to the pro-social, off-court activities of basketball players and other individuals who have overcome various obstacles in order to achieve their goals. The program segments are based on a curriculum inspired by the U.S. Department of Education's Goals 2000, with particular focus on messages encouraging the following values: school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolutions and global awareness. These educational and informational messages are conveyed primarily through real life examples, interviews and commentary by the program's hosts.",N/A,N/A,N/A,N/A
1999,WDIV,NBC,DETROIT,3,ANALOG,THE LEGENDS OF MACKINAC ISLAND & SLEEPING BEAR,NON-CORE,SYNDICATED,SAT 7:00-7:30 PM,1,0,30,13,16,"This program promotes reading by bringing alive two new books about Michigan folklore. Nationally acclaimed actor Jeff Daniels read aloud the books ""The Legend of Mackinac Island"" and ""The Legend of Sleeping Bear"". The narrative accompanied an animated interpretation of the artwork from the books and was designed for parents and children to enjoy together these classic stories of how Michigan's landmarks came to be.",99,N/A,N/A,N/A
1999,WDWB,WB,DETROIT,5.5,ANALOG,BEAKMAN'S WORLD,CORE,SYNDICATED,MON-FRI 8:30-9:00 AM,66,0,30,7,12,"Beakman's is a live action series that proves that learning about science, nature and how the world works can be fun and fascinating. Beakman is dedicated to answering kids' questions about how the world works in an upbeat manner by performing, entertaining and eye-opening experiments using cutting edge humor to make learning fun and understandable.",99,N/A,N/A,N/A
1999,WDWB,WB,DETROIT,5.5,ANALOG,HISTERIA,CORE,NETWORK,MON-FRI ,66,0,30,6,12,"Histeria was created to bring young viewers an awareness and appreciation for history, increase core historical knowledge base including fact-based knowledge in American, World, political, scientific and music history. Also to enhance knowledge and understanding of different ethnic and religious groups and analysis. Mix all of the above with a good dose of fun and you have HISTERIA!",99,N/A,N/A,N/A
