Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2004,WADL-TV,N/A,DETROIT,4,ANALOG,WILD AMERICA,CORE,SYNDICATED,TUES 7:30-8:00 M,13,0,30,13,16,"The key educational objective of the program is to familiarize children with the animals of the North American continent and their interaction with other animals and their environment. Throughout the series emphasis will be placed upon protecting endangered species and the impact that humans have while interacting in their environment. Each episode of the series will be spedific to a particular animal. Topics will range from basic food gathering, mating, natural enemies, relationships to other animals, and the interaction of the specific ecology on the survival of the species. We expect that children viewing the program will achieve a greater understanding of nature and specific animal species because of the up-close and detailed photography of the series. Through this understanding, it is hoped children will better relate to the natural environment as it exists in North America and learn to protect its natural species.",99,N/A,N/A,N/A
2004,WADL-TV,N/A,DETROIT,4,ANALOG,ACE LIGHTNING,CORE,SYNDICATED,MON-FRI 7:00-7:30 AM,66,0,30,8,11,"Ace Lightning is a prosocial series promoting the idea that there is a little hero in each of us, and examining the various qualities that 8 – 11-year-olds need to think about and develop in order to make such “heroism” emerge. Not everyone can save the world and none of us are superheroes, but each of us can be a hero if we do the right thing – whether it’s befriending an unpopular classmate, telling the truth even if it gets us into trouble, accepting responsibilities even when they demand sacrifices, and standing up for what we know is right. Mark Hollander, a 13-year-old human, new to his town, his school, and the idea of being a hero, is about to learn some of these lessons…the hard way. “Do right and fear not!” This is the credo of Ace Lightning, an animated superhero from a video game who, through a freak electrical storm, finds himself battling super villains (Lord Fear and the forces of evil) on Earth – in a human setting. Ace encounters Mark Hollander, a “normal adolescent” who certainly does not conceive of himself as a hero in any sense of the word. Mark has just moved from England to North America; he is beginning a new year at a new school where he will be the new guy. He needs to figure out this new place. He needs to meet and make new friends. He needs to fit in! He does not need to be a hero! All he wants is to be a normal guy. But Ace Lightning needs help saving the world, and when he calls on Mark for aid, circumstances combine to draw the young teenager into the action. Little by little, Mark begins to discover that there can be some hero in each one of us, and well as to learn just what it takes to be a hero. Mark’s gradual discovery that he possesses most of the qualities necessary to be a hero, if only he will work hard, trust in his beliefs and abilities, do the right thing, and fear not, combines with Ace Lightning’s growing understanding of human feelings, emotions, and values, to provide positive social models for 8 – 11 year old viewers. As our two protagonists – one a digital superhero and the other an average human boy who is a hero in the making – battle Lord Fear and the forces of evil, they display the kinds of behaviors, beliefs, and values that most parents would like to see their own children adopt. Each episode faces Mark with moral and ethical decisions of the kind that are required not only in a confrontation with the forces of evil, but also in dealing with the day-to-day events of normal lives. Each episode faces Ace with one or more dimensions of human character, and he begins to understand and adopt many positive human attributes. Throughout the course of the series, such prosocial issues as friendship, compassion, ingenuity, humor, honesty, integrity, perseverance, duty, honor, truthfulness, and respect for others are explored. Exciting adventure, an engaging model, and a host of problems of the kind that young viewers can identify with, all combine to make Ace Lightning an excellent vehicle to promote prosocial beliefs and behavior.",99,N/A,N/A,N/A
2004,WADL-TV,N/A,DETROIT,4,ANALOG,AMAZING AMERICA,CORE,SYNDICATED,MON 7:30-8:00 AM,13,0,30,13,16,"This series provides educational information in an interesting format to the target audience; young teens. This audience needs and wants career information and exploration opportunities. The career information is provided by interviewing individuals in high interest job roles, particularly those with diverse backgrounds who serve as positive career models. The program provides information regarding the expectations and demands of some unusual job roles and should prove to be a popular program for the target audience with a positive affect in terms of information and motivation.",99,N/A,N/A,N/A
2004,WADL-TV,N/A,DETROIT,4,ANALOG,GO FOR IT,CORE,SYNDICATED,FRI 7:30-8:00 AM,14,0,30,13,16,"This is a live action program designed to meet the educational and informational needs of children. Each episode combines MTV music and high profile athletes encouraging children to strive to succeed in all they do and to stay healthy their entire lives. Games, contests and music bring relevant life-messages to kids in a fast-paced, fun environment.",99,N/A,N/A,N/A
2004,WDIV,NBC,DETROIT,3,ANALOG,KENNY THE SHARK,CORE,NETWORK,SAT 10:00-10:30 AM,13,0,30,9,14,"When a shark lives among humans, getting along in the world is one tough challenge after another. Kenny the Shark is about tiger shark that has made the transition from sea to land, but it’s very hard trying to adapt new conditions. He lives with Kat, a middle school student, and her family. In the process of watching Kenny deal with this situation we learn real world facts about shark behavior, habits, and biology. We also learn a lot about how to understand multiple perspectives on a problem. In each episode, Kenny and Kat have to solve a problem that requires one of them to be generous, cooperative, hardworking, honest, unselfish or responsible. The situations they face are comedic and action-packed extensions of the incongruous circumstances of Kenny’s life.",99,N/A,N/A,N/A
2004,WDIV,NBC,DETROIT,3,ANALOG,TUTENSTEIN,CORE,NETWORK,SAT 10:30-11:00 AM,13,0,30,9,14,"""Tutenstein"" is an animated show featuring the resurrected mummy of an Egyptian boy-king. After the discovery of his tomb, the entire burial chamber with artifacts is brought to a metropolitan museum for a permanent exhibit and scientific research. Tut comes alive shortly after his arrival and connects with Cleo, a teen-age museum intern and her cat Luxor. Each episode teaches the audience about Egyptian history, mythology and belief systems. Because Tut’s resurrection is a secret, Cleo has to draw on her knowledge of Egyptology to understand the mummy and his frame of reference. More importantly, she and Tut use the characters, gods, demons, and articles from the tomb to solve the many problems they encounter when Tut forgets the rules of engagement and ventures out into the world on his own.",99,N/A,N/A,N/A
2004,WDIV,NBC,DETROIT,3,ANALOG,TRADING SPACES: BOYS VS GIRLS,CORE,NETWORK,SAT 11:00-11:30 AM 10/2-12/25,13,0,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in ""Trading Spaces: Boys vs. Girls"". Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner’s “room.” The space might be a bedroom, a recreation room, or a club house, but the “designer” has to show his or her knowledge of the other person’s preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base.",99,N/A,N/A,N/A
2004,WDIV,NBC,DETROIT,3,ANALOG,ENDURANCE,CORE,NETWORK,SAT 11:30-12:00 PM,13,0,30,9,14,"""Endurance"" is an engrossing program that shows the target audience succeeding at several different physical, intellectual and strategic challenges. Overall, the competition balances luck or fate against personal effort so that the contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews during each episode trace the emotional growth and insights of the contestants, with an emphasis on how the experience of protracted competition and teamwork teaches both social skills and life skills for achieving success with your goals.",99,N/A,N/A,N/A
2004,WDIV,NBC,DETROIT,3,ANALOG,STRANGE DAYS AT BLAKE HOLSEY HIGH,CORE,NETWORK,SAT 11:30-12:00 PM 10/2-12/25,13,0,30,9,14,"""Strange Days At Blake Holsey High"" focuses on a group of five young teens who are students at a very unusual boarding school. Strange phenomena happen at the school, and our kids are members of a science club that decides, with the help of their professor, to figure it all out. The initiator of many of their investigative processes is the newest student to the school, Josie Trent. In exploring the larger mystery of why the phenomena occur, our kids also deal with issues relating to their socio-emotional development. The educational goal of the program is to embed scientific content in a narrative story with strong socio-emotional messages. In each episode, one of the main characters models a learning process that relates to their social competence. Each episode also explores science content that relates to resolving an immediate problem or some aspect of the larger mystery. Specific objectives are to expose the audience to content about the physical sciences, such as black holes, worm holes, vortexes, gravity, electricity, satellite transmissions and radio frequencies. Through the characters’ experiments, the audience is exposed to the scientific method, hypothesis testing and analysis of data. Other objectives are to model the development of group cohesion, teamwork, and social competence within the group and between the group and other significant people in their lives.",99,N/A,N/A,N/A
2004,WDIV,NBC,DETROIT,3,ANALOG,DARCY'S WILD LIFE,CORE,NETWORK,SAT 12:00-12:30 PM 10/2-12/25,13,0,30,9,14,"""Darcy's Wild Life"" follows the life of 15-year-old Darcy Fields, the pampered daughter of a top Hollywood movie-star who was plucked out of a life of limos, movie-premiers and world class restaurants to live a “no frills” life in rural Idaho. Darcy’s initial resentment gives way to optimism as she makes new friends and becomes a part of the community. The educational goal of the program is for the main character, Darcy, to model the learning process in adjusting to a new environment that is the complete antithesis of her old life. Darcy comes to a deeper understanding of herself, the value of relationships, and the insignificance of material things. This occurs as she adjusts to her new surroundings and a new group of friends who have totally different perspectives on life. Specific objectives are to show Darcy, with her Hollywood mentality, navigating her way through life on a farm and relating to people who have a different outlook on life. The viewer will also learn about the care and treatment of a variety of animals that live on farms or in the wild",99,N/A,N/A,N/A
2004,WDWO-CA,N/A,DETROIT,4,ANALOG,THE REPPIES,CORE,NETWORK,SAT 8:00-8:30 AM,13,0,30,6,12,"In this live action program featuring life size puppets and songs, children are informed and educated about the decision making process of the important and sometimes difficult choices that children encounter.",99,N/A,N/A,N/A
2004,WDWO-CA,N/A,DETROIT,4,ANALOG,KIDS LIKE YOU,CORE,NETWORK,8:30-9:00 AM,13,0,30,6,12,"In this live action variety program, children are educated and informed of a positive and energetic approach to behavioral and moral issues.",99,N/A,N/A,N/A
2004,WDWO-CA,N/A,DETROIT,4,ANALOG,EARL THE EMU,CORE,SYNDICATED,SAT 9:00-9:30 AM,13,0,30,2,5,"Through this live action series, children are taught values, virtues and morals through songs and skits.",99,N/A,N/A,N/A
2004,WDWO-CA,N/A,DETROIT,4,ANALOG,KINGSLEY'S MEADOW,CORE,SYNDICATED,SAT 9:30-10:00 AM/REPLACED ON 10/16 WITH MARILEE DAWN & FRIENDS,2,0,30,2,5,"This live action/aniamted variety series educates and informs children of values, virtues and morals through the teaching of Bible stories.",99,N/A,N/A,N/A
2004,WDWO-CA,N/A,DETROIT,4,ANALOG,MARILEE DAWN & FRIENDS,CORE,SYNDICATED,SAT 9:30-10:00 AM,11,0,30,4,9,"In this live action program featuring puppets and song, children are informed and educated about the dicision making process of the important and sometimes difficult choices that children encounter.",99,N/A,N/A,N/A
