Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1999,KATU,ABC,"Portland, OR",3.15,Analog,"Sabrina, The Animate Series",Core,Network,Sundays/10:00am (10/03/99 - 10/31/99); Saturdays/11:00am (11/06/99 - 12/25/99),13,3,30 minutes,8 years,11 years,"Twelve-year-old Sabrina Spellman, who is half-witch and half-mortal, is being raised in a non-traditional family consisting of her Uncle Quigley and two young aunts. Series episodes explore social and developmental issues such as peer pressure/competition, loyalty, friendship, responsibility, honesty, facing fears, and speaking up for one's beliefs. Family issues such as divorce, remarriage and household rules are also addressed.",N/A,N/A,N/A,N/A
1999,KATU,ABC,"Portland, OR",3.15,Analog,The Adventures of Winnie the Pooh,Core,Network,Saturdays/11:00am (10/02/99 - 10/30/99); Sundays/10:00am (11/07/99 - 12/26/99),13,0,30 minutes,8 years,12 years,"Based on the classic Winnie The Pooh books by author A.A. Milne, ""The New Adventures of Winnie the Pooh"" depicts the every day lives of Christopher Robin and his animal companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Stories convey strong pro-social messages about honesty, taking responsibility, persistence, cooperative effort, friendship and caring. Many stories are designed to help younger children distinguish between fantasy and reality and overcoming childhood fears.",99,N/A,N/A,N/A
1999,KATU,ABC,"Portland, OR",3.15,Analog,Disney's 1 Saturday Morning,Core,Network,Saturdays/9:00am,12,3,120 minutes,8 years,12 years,"This two-hour program block features three half-hour educational series (""Disney's Doug"", ""Disney's Pepper Ann"" and ""Disney's Recess"") in combination with various short-from educational elements. The latter includes ""Great Minds… Think For Themselves"" (American history segments), a new series ""Who Am I?"" (descriptions of interesting figures in World History), ""What's the Diff?"" (game-type segments that teach visual and analytical skills), ""Let's Go!"" (geography and cultural information segments), and ""Flyndiggery Do: Where'd It Go?"" (short segments describing animal behavior). Disney's Doug - This series uses humor and fantasy in depicting a twelve-year-old boy's struggles to develop self-confidence, define identity, resolve family and school problems and maintain friendships. Narrated via the journal entries of aspiring writer/cartoonist Doug Funnie, episodes promote values such as honesty, loyalty, fairness and respect for individual differences. They also encourage creative writing and artistic expression. Disney's Pepper Ann - ""Pepper Ann"" features a resourceful twelve-year-old girl who is growing up in a single=parent family. Pepper Ann discovers the importance of speaking out for one's beliefs as well as the value of learning from one's mistakes. The primary educational focus of the series is self-esteem - particularly that of girls. Disney's Recess - ""Disney's Recess"" is a collection of animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide a rich source of values-oriented discussion material for parents and children.",N/A,N/A,N/A,N/A
1999,KATU,ABC,"Portland, OR",3.15,Analog,Squigglevision,Core,Network,Saturdays/11:30am,13,3,30 minutes,8 years,12 years,"""Squigglevision"" offers an entertaining approach to education. The series uses activities at a radio station and in a courtroom as vehicles for teaching scientific concepts and their every day applications. Characters use critical thinking skills, demonstrating both inductive and deductive reasoning as they evaluate hypotheses in light of data. In addition to the ""Science Court"" story, each ""Squigglevision"" episode includes segments on arithmetic estimation techniques (""See You Later, Estimator"") and vocabulary skills (""The Last Word""). Scientific and math estimation concepts are illustrated via practical ""demonstrations"" and graphics.",N/A,N/A,N/A,N/A
1999,KATU,ABC,"Portland, OR",3.15,Analog,Disney's Doug,Non-core,Network,"Saturdays/6:30am (10/02/99, 10/09/99, 12/04/99)",3,0,30 minutes,8 years,12 years,"When Doug's former best friend, Bobby Bodingo, moves to town, Doug is shocked to find that the buddy of his elementary school years has turned into a rude, obnoxious bully. He had looked forward to being reunited with Bobby and resuming their good times together. Soon, Bobby's loudness, insensitivity and practical jokes begin to alienate Doug's other friends. He faces the conflict of whether to drop Bobby, tell him the truth about his behavior or risk losing his own friends. This special serves children's social/affective needs by examining the meaning of loyalty, the way in which friendships change over time and the importance of honesty.",99,N/A,N/A,N/A
1999,KATU,ABC,"Portland, OR",3.15,Analog,How 'Bout That?,Non-core,Local,"Saturdays/5:00am (10/2/99, 10/23/99 - 12/25/99)",12,0,30 minutes,6 years,10 years,"A music magazine show for kids ages 6-10 that explores how ideas and dreams become reality. Viewers are taken on musical adventures, delving into features on everything from how they make crayons to what it takes to become a professional beekeeper. Through original music, processes and professions are explored in rhythm and rhyme.",99,N/A,N/A,N/A
1999,KGW,NBC,"Portland, OR",3,Analog,Bill Nye the Science Guy,Core,Syndicated,Saturdays/3:00pm,12,1,30 minutes,6 years,11 years,"This program is specifically designed to educate and inform children between the ages of 6 and 11 years old. More specifically, the series is designed to teach children in an entertaining way about fairly sophisticated scientific concepts. *Program joined in progress at 3:17 PM due to live sports overrun. **Program joined in progress at 3:15 PM due to live sports overrun. ***Program slid and was joined in progress half way through due to live sports overrun on Nov 20. ****Slid in full due to live sports programming overrun. Aired 3:15-3:45 PM on Nov. 27",N/A,N/A,N/A,N/A
1999,KGW,NBC,"Portland, OR",3,Analog,Hang Time (1),Core,Network,Saturdays/3:30pm,12,1,30 minutes,13 years,16 years,"The educational objective of this program is to demonstrate how the knowledge of one or more characters in the story moves one level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories—intellectual-cognitive and/or socio-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved in this series by showing how a group of teens deals with gender equality, competition, cooperation, and balancing priorities. *Due to live sports overun, program slid and aired in its entirety from 3:45-4:15 PM on Nov 20. **Due to live sports overrun, program slid and aired in its entirety from 4:15-4:45 PM on Nov 27.",N/A,N/A,N/A,N/A
1999,KGW,NBC,"Portland, OR",3,Analog,City Guys,Core,Network,Saturdays/10:00am,10,3,30 minutes,13 years,16 years,"The educational objective of this program is to demonstrate how the knowledge of one or more characters in the story moves one level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories—intellectual-cognitive and/or socio-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved in this series by showing how a group of teens deals with gender equality, competition, cooperation, and balancing priorities.",N/A,N/A,N/A,N/A
1999,KGW,NBC,"Portland, OR",3,Analog,Inside Stuff,Core,Network,Saturdays/10:30am,9,4,30 minutes,13 years,16 years,"The educational objective of this program is to introduce the teen audience to the pro-social, off-court activities of basketball players and other individuals, and to individuals who have overcome various obstacles in order to achieve their goals. The program segments are based on a curriculum inspired by the U.S. Department of Education’s Goals 2000, with particular focus on messages encouraging the following values: school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolutions and global awareness. These educational and informational messages are conveyed primarily through real life examples, interviews and commentary by the program’s hosts.",N/A,N/A,N/A,N/A
1999,KGW,NBC,"Portland, OR",3,Analog,Saved by the Bell,Core,Network,Sundays/3:00pm,12,1,30 minutes,13 years,16 years,"The educational objective of this program is to demonstrate how the knowledge of one or more characters in the story moves from one level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories—intellectual-cognitive and/or socio-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved through this series by exploring social themes through the daily school life of six teenage friends at Bayside High who help each other make the most of growing up in a complicated world. The Bayside kids give teens a useful perspective on many of the tough issues they have to face both in their peer relationships, and in personal decision-making both in and out of the classroom.",N/A,N/A,N/A,N/A
