Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,WCPO,ABC,Cincinnati,2.96,Analog,The Emperor's New School,Core,Network,Saturdays/9-9:30 AM ET,13,0,30,8,11,"Kuzco, a youth who is heir to the throne of a mythical Andean country, must graduate from Kuzco Academy before he can become Emperor of his land. He lives with a peasant foster family and faces the intellectual, physical and social challenges that all teens face, while also preparing to rule justly and well. Sometimes Kuzco wonders whether being Emperor for the rest of his days will be a pleasure or a trap. Kuzco thwarts attempts by the nefarious Yzma and her henchman, Kronk, to stop him from doing well in school. If Kuzco were to fail at his class work, Yzma would become Empress. Kuzco struggles to complete his assignments and stay on track. Only if he remains steadfast, studies hard, learns from his mistakes, and can relate to citizens at all levels of society, will he ascend the throne. His best friend Malina, an excellent student, attempts to help Kuzco stay out of trouble and achieve his goals. Series episodes explore issues such as coping with peer pressure, respecting authority, taking responsibility, adhering to family and school rules, accepting differences, building self-esteem and trust.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Analog,The Replacements,Core,Network,Saturdays/9:30-10:00 AM ET,13,0,30,8,12,"Riley and Todd, siblings who were raised in an orphanage after the death of their parents, long to be adopted. They find a comic book advertisement for Fleemco, an agency that will provide ""Replacement"" parents or adults to substitute for certain individuals. Brother and sister decide to send in the $1.98 fee in hopes of obtaining parents to replace their lost ones. They acquire an unorthodox pair of Replacement parents, Dick Daring and Agent K. Dick is a former daredevil stuntman and Agent K is a British super-spy. Neither seems to know much about parenting, although their intentions are good. Agent K's highly intelligent automobile, C.A.R., her former spy partner, also joins the household. Their attempts to forge a family and adjust to a new school are both touching and comedic. Riley and Todd discover that they can call Fleemco to request replacement of any adult whom they dislike, who is overly strict, or who is merely uninteresting. The temporary Replacements for teachers, neighbors or other community figures never prove to be as exciting or fun as the siblings had hoped, and are often immature and obnoxious. As things go awry, Riley and Todd learn that they need adult leadership, discipline, role models, order and structure. By the end of each story they are eager to return the Replacement and reinstate the original adult. Stories revolve around issues such as cooperating with household/family rules, taking responsibility, fairness, building self-esteem, and trust.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Analog,That's So Raven,Core,Network,Saturdays/10:00-10:30 AM ET,13,0,30,10,13,"Raven Baxter, who has inherited her grandmother's gift of clairvoyance, is a normal, happy young woman. Nonetheless, Raven sometimes worries that she is a freak because of her clairvoyant abilities. She has a ten-year old brother, Cory. They are typical siblings, with the tension and rivalry that most siblings experience. Raven and Cory's mother is in law school, and their father owns a small restaurant. Raven attends an ethnically diverse San Francisco public high school. She is responsible for the after-school safety and activities of Cory. Her closest friends, Chelsea and Eddie, are fiercely committed to environmental issues and sports, respectively. Raven dreams of a career in fashion design, and the new season's episodes revolve around her internship with an eccentric fashion designer. Raven's parents and close friends know about her ""visions"". These premonitions often prompt her to intervene before trouble occurs. Sometimes her interventions backfire, and at other times the foreseen events occur, bringing embarrassment or sadness. She learns valuable lessons from her transgressions. ""Visions"" set up issues that the Core episodes of this series explore, among which are sibling rivalry, popularity, loyalty, self-acceptance, jealousy, dealing with authority, and consequences of lying or cheating.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Analog,That's So Raven,Core,Network,Saturdays/10:30-11:00 AM ET,13,0,30,10,13,"Raven Baxter, who has inherited her grandmother's gift of clairvoyance, is a normal, happy young woman. Nonetheless, Raven sometimes worries that she is a freak because of her clairvoyant abilities. She has a ten-year old brother, Cory. They are typical siblings, with the tension and rivalry that most siblings experience. Raven and Cory's mother is in law school, and their father owns a small restaurant. Raven attends an ethnically diverse San Francisco public high school. She is responsible for the after-school safety and activities of Cory. Her closest friends, Chelsea and Eddie, are fiercely committed to environmental issues and sports, respectively. Raven dreams of a career in fashion design, and the new season's episodes revolve around her internship with an eccentric fashion designer. Raven's parents and close friends know about her ""visions"". These premonitions often prompt her to intervene before trouble occurs. Sometimes her interventions backfire, and at other times the foreseen events occur, bringing embarrassment or sadness. She learns valuable lessons from her transgressions. ""Visions"" set up issues that the Core episodes of this series explore, among which are sibling rivalry, popularity, loyalty, self-acceptance, jealousy, dealing with authority, and consequences of lying or cheating.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Analog,Hannah Montana,Core,Network,Saturdays/11-11:30 AM ET,13,0,30,10,13,"Thirteen-year-old Miley Stewart, recently moved from Tennessee to Malibu, CA, leads a double life. By day she attends public high school, along with her older brother Jackson, but by night she is emerging pop star ""Hannah Montana"". Except for her family, only her two best friends, Oliver and Lilly, and her bodyguard know about Miley's career as a singer, and she strives to maintain privacy, fearing that her new classmates would treat her very differently if they knew of her stage identity. Miley wears blonde wigs while performing, and manages to escape being recognized. Miley's mother died three years before the story begins, so her dad is now a single parent. He has just begun dating again. Miley misses her mother very much. One of the songs that she writes and performs is about the pain of growing up without her mother. Unlike her brother, Miley is a dedicated student. At school, her enemies are Amber and Ashley, two girls who constantly bully Miley. Oliver and Lilly are fiercely protective of their friend. Miley has ordinary teenage insecurities, but remains true to herself, despite the allure of concert life, the limos, parties, and glamorous clothes. This is in no small part due to the solid values that her father, Miley's manager (Billy Rae Cyrus), has imparted. Tension and sibling rivalry do occur, especially when Jackson feels that his talented sister is getting all the attention. Stories examine social issues such as peer pressure, integrity, family rules, jealousy, friendship, loyalty, and issues related to bereavement.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Analog,The Suite Life of Zack and Cody,Core,Network,Saturdays/11:30 AM-12 noon ET,12,1,30,11,13,"Those episodes of ""The Suite Life of Zack and Cody"" that air on ABC as Core Programming deliver life lessons tailored for the older child and ""tween"" audience. Stories take place in a luxury hotel in Boston, where twelve-year-old identical twins Zack and Cody live with their divorced mom, a lounge singer for the Tipton Hotel. The boys attend a local public middle school. One of the twins is polite and shy and excels in academics, while the other, athletic and extroverted, barely scrapes by in school, due to lack of effort. He often instigates wacky plans for outwitting hotel authorities, caregivers, and their mother. The boy's mother dates and would like to remarry. Their father is a professional rock musician who is on the road much of the year, but stays in touch with his sons. This sets up occasional parental conflicts about discipline and expectations. Parallel stories involve two teenage girls: heiress London Tipton, whose father owns the hotel, and Maddie, a girl who works after school at the hotel snack bar. Unlike London, Maddie attends a parochial girls' school and comes from a working class Boston family. Series episodes explore sibling rivalry, conflicts with parents, divorce, household and hotel rules, family budget limitations, responsibility, self-esteem, and peer pressure.",0,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Analog,Winnie the Pooh & Christmas Too,Non-Core,Network,"Tuesday, December 11, 2007, 8:32-9:00 PM ET",1,0,28,7,10,"Christopher Robin and the Hundred Acre Woods gang have written a letter to Santa. Carried by the wind, the letter is en route to the North Pole when Piglet and Winnie the Pooh realize that Pooh forgot to request a present. They intercept the letter in order to add Poohâ€™s request. Some members of the group become greedy and add additional presents to the list. Pooh posts the new letter, but it blows back inside his front door. By the time he discovers the letter it is too late for it to arrive before Christmas Eve. In desperation, Pooh and Piglet dress up as Santa and a reindeer and bring home-made gifts to the others. The improvised gifts fall apart and there is disappointment. Pooh vows to hand-deliver the letter to Santa, even if it means that he will not be home until after Christmas. Poohâ€™s friends immediately regret having allowed him to leave for the North Pole. Fortunately, Pooh returns at that point, apologizing for failing to deliver the letter to Santa in time for the holiday. His friends assure him that his presence is all they need to make Christmas a happy one. Their selflessness is rewarded: Santa leaves each his longed-for gift on Christmas morning. In this story the Hundred Acres Wood gang learns a valuable lesson about holiday perspective. Each comes to realize that happiness is derived from giving, not receiving, and that â€œBeing with friends is the nicest gift of all.â€",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Digital,Ask Gilby!,Core,Syndicated,Sundays/8:00 AM - 8:30 AM ET,13,0,30,2,6,"This children's series explores a wide variety of topics using skits with people and puppets to teach children everyday lessons about topics such as kindness, friendship, good citizenship, etc.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Digital,Ask Gilby!,Core,Syndicated,Sundays/8:30 AM - 9:00 AM ET,13,0,30,2,6,"This children's series explores a wide variety of topics using skits with people and puppets to teach children everyday lessons about topics such as kindness, friendship, good citizenship, etc.",99,N/A,2.96,Y
2007,WCPO,ABC,Cincinnati,2.96,Digital,Ask Gilby!,Core,Syndicated,Sundays/9:00 AM - 9:30 AM ET,13,0,30,2,6,"This children's series explores a wide variety of topics using skits with people and puppets to teach children everyday lessons about topics such as kindness, friendship, good citizenship, etc.",99,N/A,2.96,Y
