Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,WCPO,ABC,Cincinnati,3,Analog,LILO & STITCH: THE SERIES,Core,Network,Saturdays/7:30-8:00 AM ET,13,0,30,7,10,"Lilo, a precocious girl of about five, and her alien pet “Stitch” live with Lilo’s sister Nani. Nani is trying to keep their little family together after the tragic death of their parents in an automobile accident. Although still a teen herself, Nani works several jobs and struggles to be an adult role model for Lilo. Two alien characters, Jumba and Pleakley, who arrived on planet Earth at the same time as Stitch, live with Nani and Lilo while pretending to be their aunt and uncle. This ploy is intended to convince the Department of Social Services that the household is well managed and there is no need for foster-care placement for Lilo. Series episodes illustrate developmentally appropriate issues, among which are peer pressure, coping with bereavement, family and school rules and problem solving. Stories convey messages about truthfulness, responsibility, acceptance and trust. The series includes Hawaiian language, music, dance and custom, exposing our broad ABC audience to the richness of Pacific Rim culture.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,DISNEY'S RECESS,Core,Network,Saturdays/7:00-7:30 AM ET,13,0,30,8,12,"""Disney's Recess"" is a collection of stories about six fourth-grade children who attend public school. These children are an ethnically diverse and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or conflicts with teachers' favored students. Series episodes provide opportunities for parent/child discussions about values.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,DISNEY'S FILLMORE!,Core,Network,Saturdays/9:00-9:30 AM ET,13,0,30,9,12,"“Fillmore!” is a detective series that takes place in a middle school. The stars of the stories are the members of Middle School’s Safety Patrol, a multi-ethnic group of youth who wear the orange sash and badge of peer authority. They investigate and foil misdeeds in the school setting. Cornelius Fillmore, a boy with a history of disciplinary problems, upon entering Middle School, resolved to change his ways. He joined the Safety Patrol, focusing keen problem-solving skills and physical prowess in service of order and fairness. His Safety Patrol partner, the brilliant Ingrid Third, had also had disciplinary problems. She had attended a number of schools. Ingrid and Fillmore work to detect clues as to the identity of perpetrators of school mischief such as bullying, cheating, theft, graffiti, scams, and prejudicial behavior. Series episodes illustrate developmentally appropriate issues, among which are competition and peer pressure, coping with change, improving relationships with teachers and administrators, and dealing with family rules. Within the mystery plots are woven messages about honor, conscience and trust.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,THE PROUD FAMILY,Core,Network,Saturdays/9:30-10:00 AM ET,13,0,30,10,13,"“The Proud Family” revolves around the daily activities of fourteen-year-old Penny Proud and her African-American family consisting of parents Trudy Proud (a veterinarian) and Oscar Proud (self-employed businessman), a no-nonsense Grandmother Suga Mama who resides with the family, twin sisters BeBe and CeCe. Penny’s friends Dijonay and Sticky, and the neighboring Boulevardez family, whose daughter, La Cienega, is Penny’s rival. Teachers and classmates also populate the stories. The majority of the characters in this children’s series are ethnic minorities. Penny faces the struggles of adolescence along with the challenge of balancing academic life (middle school) and home obligations. Series episodes explore issues particularly relevant to 10 to 13 year olds: maintaining social relationships, overcoming self-doubt, standing up for one’s beliefs, dealing with peer pressure, relating to authority and rules, assuming responsibility, appreciating differences (gender, race, and generational), maintaining loyalty to family, and cultivating values such as honesty and persistence.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,LIZZIE MCGUIRE,Core,Network,Saturdays/10:00-10:30 AM ET,13,0,30,9,12,"""Lizzie McGuire"" is the story of an ingenious twelve-year-old girl who attends an ethnically diverse middle school. Her best friends are Miranda, a feisty Hispanic girl, and a boy named Gordo. Lizzie has a gifted younger brother who is frequently the source of conflict. Their parents handle their children's crises with humor and affection. Stories are realistic, revolving around school issues, rules, peer pressure, the struggle to find a comfortable identity, trust, facing one's mistakes, and the emotional ups-and-downs of pre-adolescence. Particular strengths of this series are its believability and the creation of a live action series that features a strong, positive girl in the lead role.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,THAT'S SO RAVEN,Core,Network,Saturdays/10:30-11:00 AM ET,13,0,30,10,13,"Raven, a young teen who has inherited her grandmother’s trait of clairvoyance, is a normal, happy and resourceful young woman. However, at times Raven worries that she is a “freak” because of her clairvoyant abilities. She has a younger brother, Cory, age ten. They are typical siblings, with the tension and rivalry that most siblings experience. Raven attends public high school. Both parents are employed outside the home. They are loving parents, and good disciplinarians. Raven is often responsible for the after-school safety and activities of her brother, Cory. Her closest friends are Chelsea and Eddie, who are fiercely committed to environmental issues and sports, respectively. Raven’s parents and closest friends know about her “visions” of the immediate future. The premonitions often prompt her to attempt to intervene before trouble occurs. Sometimes Raven’s interventions backfire, and at other times the foreseen events come true, bringing embarrassment or sadness. Raven learns valuable lessons from her blunders and transgressions. Thus, the “visions” set up issues that the Core episodes of this series explore. The series uses humor to convey strong, relevant messages about growing up. Some of the issues that are the focus of episodes are sibling rivalry, popularity, loyalty, self-acceptance, dealing with authority (school and parental), honesty, coping with jealousy, and consequences of lying or cheating.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,NBA INSIDE STUFF,Non-Core,Network,Saturdays/6:30 -7:00 AM ET,13,0,30,13,16,"The educational objective of this program is to introduce the teen audience to the pro-social, off-court activities of basketball players and other individuals, and to individuals who have overcome various obstacles in order to achieve their goals. The program segments focus on messages encouraging the following values: school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolutions and global awareness. These educational and informational messages are conveyed primarily through real life examples, interviews and commentary by the program's hosts.",99,N/A,N/A,N/A
2003,WCPO,ABC,Cincinnati,3,Analog,A WINNIE THE POOH THANKSGIVING,Non-Core,Network,11/23/2003 / 7:30 - 8:00 PM ET,1,0,30,3,6,"This special follows Pooh and the gang's antics on a wild search for the ingredients for a perfect Thankgiving feast. When the search goes awry, Pooh and his pals frantically assemble a hysterically untraditional holiday dinner - and ultimately learn that Thanksgiving is about being thankful for what you have, not what you think you should have.",99,N/A,N/A,N/A
2003,WKRC,CBS,Cincinnati,3,Analog,THE WILD THORNBERRYS,Core,Network,Saturday 10:00am,12,1,30,6,11,"This program follows the travels of Eliza Thornberry, whose parents produce nature documentaries and wander the globe in search of exotic places, plants and animals. Eliza has the ability to talk to animals, and her special gift allows her to see and understand the natural world in a very close and personal way. The objectives of the program are to help children learn concepts related to plants, animals and general ecology, and to experience the family interactions of children with parents who are committed to intellectual pursuits and have unique lifestyles. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,WKRC,CBS,Cincinnati,3,Analog,HEY ARNOLD!,Core,Network,Saturday 10:30a - 11:00a,13,0,30,6,11,"This series revolves around the adventures of nine-year-old Arnold, who lives in his grandparents' boarding house, where he must interact with a group of eccentric boarders, as well as with his friends and other neighborhood children. Arnold uses his creativity, reourcefulness and calm to deal with the issues presented by life as a fourth grader in the big city. The objectives of this series are to help elementary school aged children to acquire better personal and social development skills through life-lessons, themes and stories that will cause them to think, assess, explore and monitor their own behavior, and to introduce them to a variety of people and issues in order to provide them with a springboard for understanding experiences in their own lives. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
