Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2001,WBXN-CA,MTV2,New Orleans,3,Analog,ZEBBY'S ZOO,CORE,SYNDICATED,TUES 7AM & 8AM,26,0,30,2,6,"Zebby's Zoo follows the many adventures of Zebby the talking Zebra and his friends. Zebby's Zoo furthers the educational and informational needs of children ages 2 to 6 by introducing younger children to good values, fitness/health, basic spelling and arithmetic, along with home and neighborhood safety.",99,N/A,N/A,N/A
2001,WBXN-CA,MTV2,New Orleans,3,Analog,DID YOU EVER WONDER,CORE,SYNDICATED,TUES 7:30 AM,13,0,30,8,12,"Did You Ever Wonder is a ""nationally acclaimed"" children's series that furthers the educational and informational needs of children ages 8 to 12. Did You Ever Wonder provides answers to the why's and how's on a wide variety of topics such as making chocolate, cereal and paper and how computers are built",99,N/A,N/A,N/A
2001,WBXN-CA,MTV2,New Orleans,3,Analog,LOVE TO TALK,CORE,SYNDICATED,TUES 8:30 AM,13,0,90,12,16,"Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,CITY GUYS- A,CORE,NETWORK,SAT 9AM,13,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of Manhattan. Through its characters the show demonstrates that what you see doesn't begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,ALL ABOUT US,CORE,NETWORK,SAT 9:30 AM,13,0,30,13,16,"“All About Us” is set in chicago, and follows four high school friends as they define their friendships with each other. The emphasis is inward as the girls learn from each other, whether the point is to respect a family’s rules, or to let your parents help you when your pride might get in the way. These girls are an interesting group—an athlete, a social crusader, a singer/composer, and a rich diva---but they are all smart and ambitious. they use their different talents, perspectives, and family experiences to illustrate alternative approaches to understanding and solving problems.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,JUST DEAL,CORE,NETWORK,SAT 10AM,13,0,30,13,16,"Focuses on the development of three teens who are uniquely different from one another yet forge deep bonds of friendship through their shared interest and problems. As these three navigate their way through high school, they will deal with all the important issues of adolescence, modeling their probem-solving and decision-making for the teen audience. The overarching goal of this series is to take the viewer from one level of knowledge to a more informed or higher level of knowledge within each episode. Topics will include, for example, racial identity, understanding and accepting loss, facing failure, effective communication, conflict management personal responsibility, service to others, trust and betrayal, academic achievement, life balance and tolerance.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,SKATE,CORE,NETWORK,SAT 10:30AM,13,0,30,13,16,"“Skate” comes from the perspective of a “culture” based on a sport. The central character is a teen who is trying to break out of athletic mediocrity and become an explosive skater. Yet, he’s got other obligations, like school, college and long term security, which totally conflict with embracing the skater’s lifestyle of bravado and risk. balancing competing goals is the underlying struggle of our main character’s life, which is spiked by specific situations that test his moral fiber and his decision-making ability.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,CITY GUYS- B,CORE,NETWORK,SAT 11AM,13,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of Manhattan. Through its characters the show demonstrates that what you see doesn't begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,INSIDE STUFF,CORE,NETWORK,SAT 11:30AM,13,0,30,13,16,"The educational objective of this program is to introduce the teen audience to the pro-social, off-court activities of basketball players and other individuals, and to individuals who have overcome various obstacles in order to achieve their goals. The program segments are based on a curriculum inspired by the U.S. Department of Education's Goals 2000, with particular focus on messages encouraging the following values: school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolutions and global awareness. These educational and informational messages are conveyed primarily through real life examples, interviews and commentary by the program's hosts.",99,N/A,N/A,N/A
2001,WDSU,NBC,New Orleans,3.5,Analog,WILD MOMENTS,CORE,SYNDICATED,SUN 7:30AM,13,0,30,13,16,"Wild Moments is an educational program addressed to young adolescents. Its primary education objective are; to provide a positive learning context for the acquisisiton of knowledge, to familiarize viewers with the diversity of animal life in the wild, to provide viewers with information about the attributes and habitat of different wild animals while at the same time providing them with information regarding dangers and threats, to increase awareness of the importance of conservation, provide information for enhancing conservation of the enviroment and animal diversity and to stimulate interest in biological and realted fields.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,DISNEY'S TEACHER'S PET,CORE,NETWORK,SAT 7 & 7:30AM,13,0,30,8,12,"Via a magical transformation, nine-year-old Leonard Helperman's dog ""Spot"" discovers that he is able to talk and walk upright. He seizes the opportunity to fulfill a lifelong ambition: to go to school. Dressed in some of Leonard's clothes, Spot becomes ""Scott Leadready"", reveling in the challenge of learning fourth-grade spelling, math and history. The fourth grade teacher, Mrs. Helperman, is Leonard's mother. She is a single parent. This series celebrates the privilege of being able to obtain an education. Stories teach honesty, cooperation, team work, resourcefulness, respect for rules (particularly in the school setting) and empathy. ""Spot/Scott's"" wide vocabulary exposes the audience to new vocabulary, used in context.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,DISNEY'S LLOYD IN SPACE,CORE,NETWORK,SAT 7;30 & 10AM,13,0,30,8,12,"""Lloyd in Space"" is the story of an alien boy who attends Middle School in a galaxy far away. His mother, Nora, is the commander of the space station in Intrepidville, where Lloyd, his six-year-old sister Francine and his three buddies, Eddie, Kurt and Douglas live. Nora is a single parent. Many of the stories are set at school and invlove peer and friendship issues as well as school rules, procedures and authority conflicts. Episodes are designed to teach values, problem-solving, responsibility (as in a story about Lloyd's babysitting his younger sister, who runs away when he becomes overbearing, and several stories about taking responsibility for pets), and goal setting.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,DISNEY'S RECESS,CORE,NETWORK,SAT 8AM,13,0,30,8,12,"""Disney's Recess"" is a collection of stories about six fourth-grade children who attend public school. These children are an ethnically diverse and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or conflicts with teachers' favored students. Series episodes provide opportunities for parent/child discussions about values.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,DISNEY'S RECESS,CORE,NETWORK,SAT 8:30AM,13,0,30,8,12,"""Disney's Recess"" is a collection of stories about six fourth-grade children who attend public school. These children are an ethnically diverse and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or conflicts with teachers' favored students. Series episodes provide opportunities for parent/child discussions about values.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,LIZZIE MCGUIRE,CORE,NETWORK,SAT 9AM,13,0,30,9,12,"""Lizzie McGuire"" is the story of an ingenious twelve-year-old girl who attends an ethnically diverse middle school. Her best friends are Miranda, a feisty Hispanic girl, and a boy named Gordo. Lizzie has a gifted younger brother who is frequently the source of conflict. Their parents handle their children's crises with humor and affection. Stories are realistic, revolving around school issues, rules, peer pressure, the struggle to find a comfortable identify, trust, facing one's mistakes, and the emotional ups-and-downs of pre-adolescence. Particular strengths of this series are its believability and the creation of a live action series that features a strong, positive girl in the lead role.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,EVEN STEVENS,CORE,NETWORK,SAT 9:30 AM,13,0,30,9,12,"""Even Stevens"" explores the day-to-day interaction between seventh grader Louis, a bright and unconventional boy, his eighth grade sister Ren, whose straight-A average and mature manner belie her vulnerability, and his two best friends. Louis is naturally funny and spontaneous. He is often the instigator of a prank or scheme-much to the embarrassment of his older sister. Ren's brains and superior organizational skills often make Louis feel clumsy and inadequate by comparison. They are loyal and loving siblings, although each marches to a very different beat. ""Even Stevens"" episodes are highly kid-relatable, focusing on family and brother-sister conflicts, responsibility, fairness, competition, goal-setting, self-esteem, problems with schoolmates and parent-child interaction.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,"SABRINA, THE ANIMATED SERIES",CORE,NETWORK,SAT 10AM,2,0,30,8,12,"Twelve-year-old Sabrina Spellman, who is half witch and half mortal, is being raised in a non-traditional family consisting of her Uncle Quigley and two young aunts. Series episodes explore social and developmental issues such as peer pressure/competition, loyalty and friendship, responsibility, honesty, facing fears, speaking up for one's beliefs, etc. Family issues such as divorce, remarriage and household rules are also addressed.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,DISNEY'S THE WEEKENDERS,CORE,NETWORK,SAT 10:30AM,13,0,30,9,12,"""The Weekenders"" introduces four twelve-year-olds who have been friends since kindergarten. They attend middle school in southern California and spend time together on weekends. Their family circumstances are diverse: Tino is the only son of a single mother, Carver is the middle child in an affluent African American family, Tish comes from an Eastern European immigrant family and Lor is the only girl among fourteen sports-minded brothers. Stories explore such topics as parent/child relations, sibling rivalry, acculturation, competition vs. compromise, responsibility, honesty, peer acceptance and loyalty.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,THE NEW ADVENTURES OF WINNIE THE POOH,CORE,NETWORK,SAT 11:30AM,9,4,30,3,6,"Based on the classic ""Winnie the Pooh"" books by author A.A. Milne, ""The New Adventures of Winnie the Pooh"" depicts the everyday lives of Christopher Robin and his companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Series episodes deliver strong messages about honesty, responsibility, persistence, cooperative effort, friendship and caring. Many stories are designed to help young children distinguish between fantasy and reality and overcome common childhood fears. (*Note-10/20/01 episode was partially pre-empted for live breaking ABC News coverage of a briefing at the Pentagon)",3,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,MARY-KATE AND ASHLEY IN ACTION,CORE,NETWORK,SAT 7 & 10AM,11,0,30,9,11,"""Mary-Kate and Ashley in Action"" features two well-known, real-life siblings in a fanciful scenario. They play actors performing roles in a weekly movie about two young special agents whose adventures take them all over the world. Their sister ""team"" relationship is one in which cooperation, logical deduction, inventiveness and humor triumph. Mary-Kate and Ashley's friendship with a fellow team member, Chinese-American sicteen-year-old Rod Choi, is a close one, as is their relationship with Hispanic team member Ivan Quintero. Ivan is extremely gifted at technical and mathematical matters; his electronic inventions are a great asset to the team. In addition to problem-solving strategies each episode teaches children values such as honesty, perseverence, kindness and respect for differences. As girls engaged in active, adventurous stories Mary-Kate and Ashley Olsen are particularly good role models for our school-aged audience.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,"BOO! TO YOU, TOO, WINNIE THE POOH",NON-CORE,NETWORK,TUES 7:30 PM,1,0,30,3,6,"Piglet discovers unexpected courage, resourcefulness and self-esteem when he forces himself to conquer fears of imaginary creatures on Halloween night. His friends also learn that helping someone else---in this case their small friend Piglet--is more satisfying than Halloween revelry or trick-or-treating.",99,N/A,N/A,N/A
2001,WGNO,ABC,New Orleans,4,Analog,A WINNIE THE POOH THANKSGIVING,NON-CORE,NETWORK,FRI 7:30 PM,1,0,30,3,6,"Facing disappointment with grace, exercising resourcefulness and creativity, working as a team and comforting a friend are demonstrated in this story. Each of those who gathers around the table for a bounteous but unconventional Thanksgiving feast realizes that Thanksgiving is not about certain foods or decorations but is about family, friends and acknowledging one's blessings.",99,N/A,N/A,N/A
2001,WHNO,N/A,New Orleans,6,Analog,ANIMAL RESCUE,CORE,SYNDICATED,SAT 7AM,13,0,30,13,16,"""ANIMAL RESCUE"" SHOWCASES SPECTACULAR RESCUES OF ALL TYPES OF ANIMALS AND FOCUSES ON THE WORK OF DEDICATED INDIVIDUALS WHO TREAT THE VARIOUS CREATURES OF THE ANIMAL KINGDOM. ALL STORIES ARE AUTHENTIC AND CONTAIN ACTUAL VIDEO OF RESCUES.",99,N/A,N/A,N/A
