Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1998,WCPO,ABC,Cincinnati,3.5,Analog,DISNEY'S ONE SATURDAY MORNING (FEATURING LONG AND SHORT-FORM EDUCATIONAL ELEMENTS),core,NETWORK,Saturdays - 8:30-10:30 AM ET,12,1,120,8 years,12 years,"This two-hour program block features three half-hour educational series in combination with several short-form educational elements. The latter includes ""Great Minds...Think For Themselves"" (American history segments) and ""Where'd It Go?"" (short segments describing animal behavior). Disney's Doug -- Narrated via the spoken journal entries of aspiring writer/cartoonist Doug Funnie, this series uses humor and fantasy in depicting the struggles of a twelve-year-old boy to define identity, develop self-confidence, resolve family and school problems and maintain friendships strained by preadolescent physical and emotional change. Series episodes promote values such as honesty, loyalty, fairness and respect for individual differences. Disney's Pepper Ann -- ""Pepper Ann"" features a twelve-year-old girl who is growing up in a single-parent family. She demonstrates that individuality, competence and humor are survival skills for any pre-teenager. From week to week Pepper Ann discovers the importance of speaking out for what one believes and the value of learning from one's mistakes. The primary educational focus of the series is self-esteem - particularly that of young girls. Additionally, the series teaches perseverance, taking responsibility and thinking creatively. Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about six fourth graders who attend suburban public school. Loyal friends, these children are an ethnically and gender-diverse group. They provide role models for viewers who may be struggling with problems common to middle childhood such as conflicts with authority figures, school and family rules, issues of fairness, desire to be popular, peer pressure and crises of confidence. A recurrent theme is the problem of dealing with the class bully or ""teacher's pet."" Series episodes raise thought-provoking questions which parents and children can talk about together, providing a rich source of values-oriented family discussion material. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,DISNEY'S 101 DALMATIANS: THE SERIES,core,NETWORK,Saturdays - 11:30 AM-12:00 Noon ET,9,4,30,7 years,11 years,"This series addresses many of the key developmental issues of middle childhood. A group of Dalmatian puppies and a resourceful chicken named ""Spot"" are featured in stories that center on problem-solving. Plots frequently introduce conflicts over rules, learning responsibility, attempts to gain peer acceptance, learning from mistakes and efforts to help other animals or human characters. The series encourages prosocial values such as empathy, fairness and cooperative behavior, as well as modeling information-gathering and strategic thinking. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,THE NEW ADVENTURES OF WINNIE THE POOH,core,NETWORK,Saturdays - 7:30am,12,4,30,3 years,6 years,"Based on the classic Winnie The Pooh books by author A.A. Milne, ""The New Adventures Of Winnie The Pooh"" depicts the everyday lives of Christopher Robin and his animal companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Stories convey strong prosocial messages about honesty, taking responsibility, persistence, cooperative effort, friendship and caring. Episodes selected for the 1998-99 package present stories having greatest educational relevance to younger viewers. Many of these stories are designed to help younger children distinguish between fantasy and reality, identify feelings and overcome common childhood fears. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,JACK HANNA'S ANIMAL ADVENTURES,core,SYNDICATED,Saturday 7:00am ,13,0,30,13 years,16 years,"In each episode the cameras follow Jack as he spends time with nature’s creatures across the continents. Jack talks with people that are knowledgeable about each animal and habitat, teaching as he goes. Each episode is designed to reveal to children the world around them in a way that presents positive role models and pro-social values within an environmentally responsible universe.",99,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,ABC'S SCHOOLHOUSE ROCK,non core,NETWORK,Saturdays - 10:57-11:00 AM ET,10,3,3,6 years,11 years,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",N/A,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,ABC'S SCHOOLHOUSE ROCK,non core,NETWORK,Saturdays - 11:27-11:30 AM ET,10,3,3,6 years,11 years,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",N/A,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,KIDS EYE VIEW,non core,LOCAL,"Saturday - 10/3, 10/10, 11/14, 11/28, at 7:30am and 10/24 at 11:30am",5,0,30,4 years,11 years,"""KIDS EYE VIEW: Health” :10/10/98 & 11/14/98 Kids Eye View is designed to address areas of need and interest to the young people of the WCPO-TV viewing area. Hosted by two local teens, ""Kids Eye View"" focuses on how the body works and some of the amazing techniques doctors use to treat patients. Segments included how kids deal with asthma and diabetes; how casts help broken bones; and how surgeons prepare for surgery. Also featured in the show, the pet therapy program at Children’s Hospital and organ donation. In addition, teen volunteers demonstrated how the heart pumps blood and how scabs are formed. A new segment featured local kids giving practical first aid tips. “KIDS EYE VIEW: Space” 10/24/98 & 11/28/98 WCPO-TV produced this program was designed to address several areas of need and interest to the young people in our viewing area. This program was centered around space and the universe. Some of the segments included ""Space Camp"" as seen through the eyes of two young children who particapted in the week-long program, a music video on the evolution of space travel, Senator John Glenn answered questions from local kids about being an astronaut, why and which animals have been sent into space, an upcoming comet collision with Jupiter, constellations, toy experiments in space, telescopes, and space books which interested kids could find at their library. “KIDS EYE VIEW: Police” 10/3/98 This ""Kids Eye View"" visited several local police stations to investigate how police officers do their jobs. Segments included the Cincinnati Mounted Patrol and the Cincinnati K-9 unit explaining how they help police catch criminals. Also, throughout the show viewers were introduced to “Cool Tools”, a unique feature highlighting various devices police officers use to fight crime such as night scopes, helicopters, a special black light, a polygraph machine as well as several methods used to collect fingerprints. Other features included: -”Strike Force”: An innovative program developed in part by the police department which allows police officers to take a karate class with kids from the neighborhood. The program is designed to build public relations and to present police officers in a positive light in a high crime community. -A story about a local sketch artist who explained the procedure of developing a criminal composite. -A story about area kids trying to recite the Miranda warning issued by police officers followed by an explanation of the official police procedure. -Two safety demonstrations by local kids explaining what to do when a stranger approaches. -A story profiling local kids involved in the Police Explorers: a program designed to help kids decide if they want to be a police officer.",99,N/A,N/A,N/A
1998,WCPO,ABC,Cincinnati,3.5,Analog,SQUIGGLEVISION,non core,NETWORK,Saturday 10/3 & 11/7 11am,2,0,30,6 years,11 years,"Primarily designed for children in the middle school grades, ""Squigglevision"" uses activities at a radio station and in the courtroom as springboards for teaching scientific concepts and their everyday applications. Characters use critical thinking to examine and describe phenomena, thereby helping the home viewer to sharpen observational and sequential thinking skills. They demonstrate both inductive and deductive reasoning and evaluate hypotheses in light of data obtained and make judgments. Scientific and math estimation concepts are illustrated by means of practical ""demonstrations"" and graphics.",99,N/A,N/A,N/A
1998,WKRC,CBS,Cincinnati,2.9,Analog,FRANKLIN,core,NETWORK,Saturdays 10-10:30AM,12,1,30,3 years,7 years,"Based on the series by Paulette Bourgeois and Brenda Clark, this program features the adventures of the turtle Franklin and his friends Bear, Snail, Rabbit and Goose. The objectives of the program are to present to young viewers age-appropriate moral dilemmas addressing issues such as the meaning of right and wrong, the purposes of rules and the consequences of following or not following them, and the values inherent in telling the truth, and to teach viewers important social values such as cooperation and compromise, fairness, responsibility, self-respect and respect for others. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
1998,WKRC,CBS,Cincinnati,2.9,Analog,ANATOLE,core,NETWORK,Saturdays 10:30-11AM,12,1,30,5 years,9 years,"From the Caldecott award winning series by Eve Titus, this program follows the escapades of Anatole the mouse, who learns to function in both the worlds of humans and mice by being clever, determined, a hard worker, a dedicated husband and father, and a problem solver. The objectives of the program are to encourage viewers to identify and select positive alternatives when faced with personal, interpersonal and social dilemmas and to teach children that dedication and personal effort make it possible to be better family members, friends, students, workers and citizens. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
