Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2005,WALV,N/A,Indianapolis,3.5,Analog,COOLFUEL ROADTRIP,Core,Syndicated,Monday 12:30 PM,3,0,30,6,16,"Fly a plane on corn whiskey, power a Hummer with food, fire-up a Harley with cow-pies...it all happens with Sparky & Shaun on Coolfuel Roadtrip. Sparky the dog, Shaun the adventurer and their Coolfuel crew try to travel around America without using any gas, only Coolfuels. Each episode follows the Coolfuel team as they tackle the challenges of life on the road - searching for new and out-of-this-world fuels, discovering strange vehicles, meeting amazing people and, on occasion, getting very, very lost. It's a fantastic weave through every landscape in America. Sparky and Shaun travel in revolutionary vehicles with their mates from down under, Teresa, Marty and Gus, who continually urge them into wacky situations. The crew also has its own challenge - to drive the first soybean oil and solar-powered RV around the country and to rescue Shaun and Sparky when they take a wrong turn. Throughout their adventure, Shaun and his crew meet America's new fuel pioneers who share their innovations, helping the Coolfuel crew achieve the all-American road trip. Coolfuel Roadtrip is an informative and thought provoking show that domonstrates the possibilities of alternative fuels through American ingenuity. ",99,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,BRAIN GAME,Core,Local,Monday 12:30 PM,10,1,30,13,16,"Weekly academic quiz show pairing area high schools in an elimination competition, testing participants’ general knowledge in many subject areas. Produced by WTHR in association with the University of Indianapolis during the regular school year to encourage, promote and recognize academic achievement. ",0,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,"CRASH, BANG, SPLAT!",Core,Syndicated,Tuesday 12:30 PM,13,1,30,6,12,"Ripping science out of the laboratory and taking it to the real world, this is science for kids by kids. Crash, Bang, Splat! is a series that proves science really is fun. Each program shows young kids demonstrating easy, practical and cool activities that anyone can do. An exlplanation of the scientific concepts involved accompanies each activity. At the end of each segment children have a better understanding of the world around them and some dynamic experiments to try themselves - not to mention a thirst to know more. The underlying purpose is to interest children in scientific activities and concepts, so after the program concludes they will continue these activities on their own to increase their knowledge of science.",0,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,GINA D'S KIDS CLUB,Core,Syndicated,Wednesday 12:30 PM,14,0,30,2,5,"The Gina D's Kids Club Show is educational entertainment with songs and animated/live action that reinforces positive attitudes and encourages self-esteem while teaching children numbers, letters, colors, shapes, family values and sharing. Gina D. is a funny loving attractive role model grounded in pre-school fundamentals but a person who has not forgotten what it is like to be a preschooler full of discovery and imagination. Each day she is visited by a cast of funny puppets and live action characters that become involved in the problem solving and learning tasks. In each show, Gina D. sings songs that reinforce positive attitudes such as: ""I'm a Special Person"", ""Smile Ability"" and ""Believe In Your Dream"". ",99,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,ANIMAL RESCUE ,Core,Syndicated,Thursday 12:30 PM,12,2,30,0,16,"Animal rescue's program content includes safety tips and real life in-the-field experiences of professional and ordinary people taking care of, treating and helping various animals. The series focuses on the dedicated people around the world who help sick, injured or abused animals. The program also instructs children on the proper care of animals and provides safety tips on how to care for all kinds of creatures in the animal kingdom. The show is aimed at children and families who want to learn about animal treatment, care and protection. ",0,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,COOLFUEL ROADTRIP,Core,Syndicated,Friday 12:30 PM,11,0,30,6,16,"Fly a plane on corn whiskey, power a Hummer with food, fire-up a Harley with cow-pies...it all happens with Sparky & Shaun on Coolfuel Roadtrip. Sparky the dog, Shaun the adventurer and their Coolfuel crew try to travel around America without using any gas, only Coolfuels. Each episode follows the Coolfuel team as they tackle the challenges of life on the road - searching for new and out-of-this-world fuels, discovering strange vehicles, meeting amazing people and, on occasion, getting very, very lost. It's a fantastic weave through every landscape in America. Sparky and Shaun travel in revolutionary vehicles with their mates from down under, Teresa, Marty and Gus, who continually urge them into wacky situations. The crew also has its own challenge - to drive the first soybean oil and solar-powered RV around the country and to rescue Shaun and Sparky when they take a wrong turn. Throughout their adventure, Shaun and his crew meet America's new fuel pioneers who share their innovations, helping the Coolfuel crew achieve the all-American road trip. Coolfuel Roadtrip is an informative and thought provoking show that domonstrates the possibilities of alternative fuels through American ingenuity. ",99,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,TRADING SPACES: BOYS VS. GIRLS,Core,Network,Saturday 11 AM,13,0,30,8,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner's ""room."" The space might be a bedroom, a recreation room, or a club house, but the ""designer"" has to show his or her knowledge of the other person's preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base. ",99,NA,NA,NA
2005,WALV,N/A,Indianapolis,3.5,Analog,TEEN KIDS NEWS ,Core,Syndicated,Saturday 11:30 AM,13,0,30,13,16,"TEEN KIDS NEWS is the first kid-to-kid newscast, created for and delivered by children. The show is hosted by a diverse news team made up of young ""journalists"" reporting from a professional news set and from the field on stories of interest and educational value to its own audience. There is an emphasis on diversity and experience to develop a cast of engaging and intelligent African-American, Hispanic, Asian and Caucasian male and female child actors who interact with each other-and connect to the viewers. Teen Kids News meets the need of children whose sophistication and curiosity about their world is motivated by the information explosion. They have the interest. They have opinions. But no place to express those opinions until now. ",99,NA,NA,NA
2005,WBXI-CA,MTV2,Indianapolis,3.34,Analog,LOVE TO TALK ,Core,Syndicated,"Mondays, Tuesdays, Wednesdays/7am & Sundays at 7:30am ",50,2,30,12,16,"Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today.",0,NA,NA,NA
2005,WBXI-CA,MTV2,Indianapolis,3.34,Analog,THE READING ROOM ,Core,Syndicated,"Thursdays, Fridays/7am",25,2,30,2,6,"The Reading Room is produced by William and Judith Lawrenson as a public service. Mrs. L. (Host) discusses the upcoming story with either Harry Elephante, Lionel, Purrsilla or Harry and Lionel as a team. Mrs. L. discusses the moral of the featured story, lessons to be learned from the story, something about the author, or where she found the book. She will introduce the phonics lesson then read the featured story. All stories are read with publishers, or authors permission only. As the story is read, pictures from the book appropriate to text are shown on the TV screen. ",0,NA,NA,NA
