Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,W33BY,N/A,DETROIT,4,ANALOG,KEYS KIDS,CORE,LOCAL,MON-FRI 8:30-9:00 AM,65,0,30,3,16,"Keys Kids teaches children the values of positive awareness of health, drug prevention and scoial development.",99,N/A,N/A,N/A
2003,W33BY,N/A,DETROIT,4,ANALOG,MAKING IT HAPPEN,CORE,LOCAL,SAT 4:00-5:00 PM,13,0,60,5,16,Making It Happen teaches children communication skills.,99,N/A,N/A,N/A
2003,W33BY,N/A,DETROIT,4,ANALOG,FLICS 2000,CORE,LOCAL,SAT 7:00-7:30 AM,13,0,30,3,16,"FLICS 2000, expands children awareness of a global society. Culturally and by way of different languages.",99,N/A,N/A,N/A
2003,WADL-TV,N/A,DETROIT,3.5,ANALOG,WILD AMERICA,CORE,SYNDICATED,TUES 7:30-8:00 AM,13,0,30,13,16,"The key educational objective of the program is to familiarize children with the animals of the North American continent and their interaction with other animals and their environment. Throughout the series emphasis will be placed upon protecting endangered species and the impact that humans have while interacting in their environment. Each episode of the series will be spedific to a particular animal. Topics will range from basic food gathering, mating, natural enemies, relationships to other animals, and the interaction of the specific ecology on the survival of the species. We expect that children viewing the program will achieve a greater understanding of nature and specific animal species because of the up-close and detailed photography of the series. Through this understanding, it is hoped children will better relate to the natural environment as it exists in North America and learn to protect its natural species.",99,N/A,N/A,N/A
2003,WADL-TV,N/A,DETROIT,3.5,ANALOG,SCOPE,CORE,SYNDICATED,MON 7:30-8:00 AM,13,0,30,12,17,"This exceptional series, directed from children from age 12 to 17 and filmed in part at California State University, Long Beach, investigates over 200 diverse subjects from the realms of science, technology and nature through current happenings unknown to the public, as well as compelling stories of the human condition. Some of the more fascinating topics involve well-know personalities: the astonishing work of the legendary Jane Goodall with chimpanzees; the insightful revelations of astronauts John Glenn and Gene Cernin concernning their space travel experiences; the controversial stance of Dr. Craig Venter on genetic engineering; and the convictions of Dr. Richard Gott that time-travel isn't a myth. Twelve Nobel Prize winners are featured, further boosting the stature of this series.",99,N/A,N/A,N/A
2003,WADL-TV,N/A,DETROIT,3.5,ANALOG,SHERLOCK HOLMES IN THE 22ND CENTURY,CORE,NETWORK,MON-FRI 7:00-7:30 AM,65,0,30,9,11,"This series, targeted for children age 9 - 11, is designed to build problem-solving and informational management skills and to model the pro-social values and behaviors associated with enduring friendships and effective teamwork. Problem solving themes are illustrated in each episode which also demonstrate fundamental principles of gathering, evaluating and interpreting information and using it to imagine, present and test plausible scenarios. It is the intent of the series to motivate children and to see critical thinking and team problem-solving as exciting, fun and within their capacity.",99,N/A,N/A,N/A
2003,WADL-TV,N/A,DETROIT,3.5,ANALOG,GO FOR IT,CORE,SYNDICATED,FRI 7:30-8:00 AM,13,0,30,13,16,"This is a live action program designed to meet the educational and informational needs of children. Each episode combines MTV music and high profile athletes encouraging children to strive to succeed in all they do and to stay healthy their entire lives. Games, contests and music bring relevant life-messages to kids in a fast-paced, fun environment.",99,N/A,N/A,N/A
2003,WBXD-CA,MTV2,DETROIT,3,ANALOG,LOVE TO TALK,CORE,SYNDICATED,"MON, TUE, WED 7:00-7:30 AM & SUN 7:30-8:00 AM",52,1,30,12,16,"Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today.",0,N/A,N/A,N/A
2003,WBXD-CA,MTV2,DETROIT,3,ANALOG,READING ROOM,CORE,SYNDICATED,THURS & FRI 7:00-7:30 AM,26,0,30,2,6,"The Reading Room is produced by William and Judith Lawrenson as a public service. Mrs. L. (Host) discusses the upcoming story with either Harry Elephante, Lionel, Purrsilla or Harry and Lionel as a team. Mrs. L. discusses the moral of the featured story, lessons to be learned from the story, something about the author, or where she found the book. She will introduce the phonics lesson then read the featured story. All stories are read with publishers, or authors permission only. As the story is read, pictures from the book appropriate to text are shown on the TV screen.",99,N/A,N/A,N/A
2003,WBXD-CA,MTV2,DETROIT,3,ANALOG,IMAGINATION STATION,CORE,SYNDICATED,SAT 7:00-7:30 AM,13,0,30,8,12,"Using lessons from his Simon & Schuster book, drawing in 3-D with Mark Kistler, the new shows teach kids to draw in 3-D and has been seen on as many as 180 Public Television stations over the last 10 years. In these latest shows, Mark welcomes creative guests from the worlds of feature film animation, sculpture, painting, and even a neon artist! Featured are the Master's Gallery from KidsArt, spotlighting fine work by well known artist, and a daily website selected by Mark's Internet Guru, Dennis.",99,N/A,N/A,N/A
