Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1998,WADL-TV,N/A,DETROIT,3,ANALOG,THE MAGIC SCHOOL BUS,CORE,NETWORK,MON-FRI 7:00-7:30 AM,64,0,30,6,9,"A significant purpose of Scholastic's ""The Magic School Bus"" is to educate and inform children between 6 and 9 years of age. The educational and informational objectives of the series are to: motivate children's interest in science; introduce science ideas; inspire positive attidtues toward science and education; and model age appropriate science problem solving behavior.",99,N/A,N/A,N/A
1998,WADL-TV,N/A,DETROIT,3,ANALOG,LIFE WITH LOUIE,CORE,NETWORK,MON & FRI 7:30-8:00 AM,27,0,30,6,11,"A significant purpose of ""Life with Louie"" is to educate and inform children between the ages fo 6 and 11. The educational and informational objective of the program is to offer children the opportunity to explore issues and scenarios that are common to growing up yet might be perplexing to children such as how to cope with family and friends as part of the process. As children view this series, not only are they entertained, they are learning valuable life lessons.",99,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,SAVED BY THE BELL,CORE,NETWORK,SAT 10:00-10:30 AM,11,2,30,13,16,The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved through this series by exploring social themes through the daily lives of six teenage friends at Bayside High who help each other make the most of growing up in a complicated world. The Bayside kids give teens a useful perspective on many of the tough issues they face both in and out of school.,N/A,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,HANG TIME,CORE,NETWORK,SAT 10:30-11:00 AM,11,2,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual-cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by examining how a boy's team accepts a female player, and by exploring themes related to group processes, such as teamwork, reciprocity, cooperation and competition, tolerance and acceptance. As the team and their close friends go through each basketball season, they face new challenges and solve problems through individual effort and mutual support.",N/A,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,ONE WORLD,CORE,NETWORK,SAT 11:00-11:30 AM,12,1,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by exploring socio-emotional themes of identity, self-worth, social reciprocity, service to others and acceptance of differences. Through the characters in the show, the audience will see examples of different approaches to resolving problems caused by these issues.",N/A,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,CITY GUYS,CORE,NETWORK,SAT 11:30-12:00 PM,12,1,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social-emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by exploring the pressures of living in a big city environment where situations are sometimes so difficult and challenging, kids have to learn sophisticated and responsible decision-making to be safe and stay focused. The series follows the encounters and problem-solving of two young men through an eventful school year at Manhattan High and shows teens how to work with their principal, family and friends to be successful.",N/A,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,HANG TIME,CORE,NETWORK,SAT 12:00-12:30 PM,12,1,30,13,16,"The educational objective of this program is to take the viewer from one level of knowledge to a more informed or higher level of knowledge by the end of the episode. The educational message or messages in each episode may fall into more than one category - intellectual/cognitive and/or social/emotional - but will always be integral to the plot and present throughout the script. This objective is achieved in this series by examining how a boy's team accepts a female player, and by exploring themes related to group processes, such as teamwork, reciprocity, cooperation and competition, tolerance and acceptance. As the team and their close friends go through each basketball season, they face new challenges and solve problems through individual effort and mutual support.",N/A,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,NBA INSIDE STUFF,CORE,NETWORK,SAT 12:30-1:00 PM (x10) & 7:30-8:00 AM (x1),11,2,30,13,16,"The educational objective of this program is to introduce the team audience to the pro-social, off-court activities of basketball players and other individuals who have overcome various obstacles in order to achieve their goals. The program segments are based on a curriculum inspired by the U.S. Department of Education's Goals 2000, with particular focus on messages encouraging the following values: school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolutions and global awarenewss. These educational and informational messages are conveyed primarily through real life examples, interviews and commentary by the program's hosts.",N/A,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,THE LEGEND OF SLEEPING BEAR,NON-CORE,SYNDICATED,SAT 7:00-7:30 PM & FRI 10:00-10:30 AM,2,0,30,13,16,"This special presentation featured the voice of award-winning actor Jeff Daniels narrating Michigan's official children's book, ""The Legend of Sleeping Bear"". The program also included interviews with the author and illustrator who described the process that went into the creation of the book.",99,N/A,N/A,N/A
1998,WDIV,NBC,DETROIT,3,ANALOG,HOLIDAY STORIES,NON-CORE,LOCAL,THURS 7:00-7:30 PM & FRI 10:30-11:00 AM,2,0,30,13,16,This special presentation featured WDIV on-air personalities reading several classic holiday stories aloud. The program included the scenes from the books that accompany the stories.,99,N/A,N/A,N/A
1998,WDWB,WB,DETROIT,3.5,ANALOG,HISTERIA!,CORE,NETWORK,MON-FRI 3:30-4:00 PM & SAT 11:30-12:00 PM,75,0,30,6,12,"To bring viewers an awareness and appreciation for history, increase core historical knowledge base including fact based knowledge in American, World political, scientific art and music history. Also to enhance knowledge and understanding of different ethnic and religious groups, and analysis. Mix all of the above with a shot of fun and you have Histeria!",99,N/A,N/A,N/A
1998,WDWB,WB,DETROIT,3.5,ANALOG,LIONHEARTS,CORE,SYNDICATED,SAT 7:00-7:30 AM,13,0,30,5,12,"This show is set to provide school aged children with a wide array of models of pro-social attitudes and behaviors in a family context with focus on effective interpersonal interaction problem solving behaviors, demonstrate perserverance, independence, honesty, trust, tolerance and respect. Also to encourage children to value who they are, what they think and how they feel.",99,N/A,N/A,N/A
1998,WDWB,WB,DETROIT,3.5,ANALOG,KEYS KIDS ,NON-CORE,LOCAL,SAT 6:30-7:00 AM & SUN 5:30-6:00 AM,26,0,30,7,12,"KEYS Kids is a locally produced program that asks children and their families to enjoy themselves without drugs. It is designed to entertain and to educate young people and their families about the importance of living happy, healthy drug free lives, confident in who they are {It's good to be me!; I feel good about myself!}",99,N/A,N/A,N/A
