Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,KBVO,Telefutura Network Programming,"Austin, TX",9.65,Analog,Vivan Los Ninos,Core,Network,Mon-Fri 6-7PM,27,1,60,7,12,"This children's novella about a teacher and her students focuses on themany issues facing school-aged children. It appeals to the cognitive interests of elementary school children by presenting these issues in the school setting to which viewers of this age can relate, as well as through humorous situations. The program teaches young viewers about sharing, compassion, and kindness as well as many other pro-social lessons about human relationships among the teachers, students, and school community. Through many adventures the students also teach viewers about love, respect, friendship, and family values.",0,N/A,N/A,N/A
2003,KBVO,Telefutura Network Programming,"Austin, TX",9.65,Analog,"De Pocas, Pocas Pulgas",Core,Network,Mon-Fri 6-7PM,35,3,60,8,14,"This children's novella about Danilo, a 12 year-old boy, and his friends focuses on several issues that affect our society today. Danilo is a kind and clever boy who was abandoned by his mother and has been left behind with Tomas, his dog, as his only companion. Danilo has a strong determination to persevere in life, be happy, and work hard while he waits for his mother to return. His next door neighbor, Mr. Julian Montes, is a grumpy and lonely man because he is still saddened by the memories of this beautiful wife and daughter. However, when faced with adversity, Danilo teaches the audience that kindness and gentleness towards others is rewarding. Alejandra, the daughter of a millionaire, appears to have everything she wants, but is very lonely too. When Danilo and Mr. Julian are forced to leave their homes, Danilo takes it upon himself to befriend and take care of him. During their adventures together, they meet and befriend Alejandra. Danilo's determination to overcome life's adversities teaches Alejandra and Julian the importance of unconditional love, happiness, and friends.",0,N/A,N/A,N/A
2003,KBVO,Telefutura Network Programming,"Austin, TX",9.65,Analog,Plaza Sesamo,Core,Network,Sat & Sun 7-8AM,26,0,60,2,5,"A significant purpose and key educational objective of this hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children get a better understanding of the world around them through their stories. Throughout the shows these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction.",99,N/A,N/A,N/A
2003,KBVO,Telefutura Network Programming,"Austin, TX",9.65,Analog,Marcelino Pan Y Vino,Core,Network,Sat & Sun 8-8:30AM,26,0,30,2,7,"This half-hour program about a little boy who is abandoned one night at the door of a Franciscan monastery shows how love and friendship can overcome life’s obstacles. Marcelino Pan y Vino lives a happy fulfilling life with twelve monks, his gypsy friends and forest animals. His curiosity about life and his parents leads him and his friends into many adventures that teach children the importance of individuality, imagination, dreams and love.",99,N/A,N/A,N/A
2003,KBVO,Telefutura Network Programming,"Austin, TX",9.65,Analog,Bob El Constructor,Core,Network,Sat & Sun 8:30-9AM,26,0,30,2,7,"A significant purpose and key educational objective of this half-hour program is to illustrate friendship and problem solving. Bob and his gang of building machines, Scoop the digger, Muck the bulldozer, Dizzy the cement mixer, Lofty the Crane and Roley the steamroller, come together as a team to help each other out of trouble and solve problems.",99,N/A,N/A,N/A
2003,KBVO,Telefutura Network Programming,"Austin, TX",9.65,Analog,Patrulla de Sepitos,Core,Network,Sat & Sun 10-10:30AM,23,3,30,7,11,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of discovering oneself and friendship. Eight toadlets who miss the migration to Toad Hollow, a peaceful and protected haven for toads, are lost and stranded in an unknown world, where they have to survive and confront their problems as a team. Through their amazing quest, the toad patrol teach young children many lessons about friendship, trust, caring, and sharing, empathy, caution, determination, self-esteem, responsibility, selflessness, sacrifice, and respect for others.",0,N/A,N/A,N/A
2003,KDAS-CA,Univision Programming Service,"Austin, TX",3,Analog,Amigos por Siempre,Core,Network,Sat & Sun 7:30-9AM,6,0,90,8,14,"Amigos por Siempre follows the adventures of students and teachers at the Vidal Institute, including Ana, an intelligent and talented ten year-old, and Salvador, an energetic teacher with progressive and novel ideas on education. The adventures of Ana, Salvador, and other students and teachers at the school illustrate the importance of determination, family, self respect, the respect for elders and teachers, and the love for learning. The show also helps illustrate how friendship, love and kindness can help to overcome life's adversities.",99,N/A,N/A,N/A
2003,KDAS-CA,Univision Programming Service,"Austin, TX",3,Analog,Aventuras en el Tiempo,Core,Network,Sat & Sun 7:30-9AM,19,1,90,8,12,"Aventuras en el Tiempo is an entertaining and educational science-fiction telenovela specially created for pre-teens. The story takes place during an emotional and adventure-filled summer where five very clever children take trips in time to very distant and historic places. The adventures of the children illustrate the strength and power that exists when friends care about and support each other and the importance of family, friendship, strength, and determination.",0,N/A,N/A,N/A
2003,KEYE,CBS,"Austin, TX",3,Analog,The Wild Thornberrys,Core,Network,Saturdays 8-8:30AM,12,1,30,6,11,"This program follows the travels of Eliza Thornberry, whose parents produce nature documentaries and wander the globe in search of exotic places, plants and animals. Eliza has the ability to talk to animals, and her special gift allows her to see and understand the natural world in a very close and personal way. The objectives of the program are to help children learn concepts related to plants, animals and general ecology, and to experience the family interactions of children with parents who are committed to intellectual pursuits and have unique lifestyles. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KEYE,CBS,"Austin, TX",3,Analog,Hey Arnold!,Core,Network,Saturdays 8:30-9AM,13,0,30,6,11,"This series revolves around the adventures of nine-year-old Arnold, who lives in his grandparents' boarding house, where he must interact with a group of eccentric boarders, as well as with his friends and other neighborhood children. Arnold uses his creativity, reourcefulness and calm to deal with the issues presented by life as a fourth grader in the big city. The objectives of this series are to help elementary school aged children to acquire better personal and social development skills through life-lessons, themes and stories that will cause them to think, assess, explore and monitor their own behavior, and to introduce them to a variety of people and issues in order to provide them with a springboard for understanding experiences in their own lives. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2003,KEYE,CBS,"Austin, TX",3,Analog,Chalkzone,Core,Network,Saturdays 9-9:30AM,12,1,30,2,11,"Chalkzone is a series about the adventures of Rudy Tabootie, a 10 year old boy who discovers an imaginary world beyond the chalkboard where everything that has ever been drawn in chalk, and then erased, reappears and remains forever. In the Chalkzone, Rudy - with the help of his friends, the scientifically minded Penny and the brash superhero Snap, who Rudy has created - uses his love of drawing and his imagination to create adventures in which tries to ""do good by doing art"". The objective of this series is to encourage children to understand and appreciate how use of their creative talents can assist them in solving problems and build their confidence in dealing with real life situations. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KEYE,CBS,"Austin, TX",3,Analog,Little Bill,Core,Network,Saturdays 9:30-10AM,12,1,30,2,11,"This is an animated series based on children's books written by Bill Cosby that examines life through the eyes of a five-year-old boy eager to understand his world. Each episode contains two stories in which Little Bill is faced with a challenge or problem, whether emotional, social or physical, he must solve. The objectives of this series are to encourage children to value themselves and the love and support of their family, friends and community, and to help them develop their social skills and ethical values by dealing with the conflicts in their lives with fairness and creativity. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KEYE,CBS,"Austin, TX",3,Analog,Dora the Explorer,Core,Network,Saturdays 10-10:30AM,12,1,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KEYE,CBS,"Austin, TX",3,Analog,Blue's Clues,Core,Network,Saturdays 10:30-11AM,12,1,30,2,5,"In this series, a young adult host - togeher with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program follows a narrative format, in which the host elicits contributions from the viewer to answer questions and move the action forward. The program's objectives include encouraging preschoolers to actively explore the world around them, fostering their problem-solving skills and independent reasoning, and creating a foundation of confidence and optimism for future learning. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KGBS-CA,N/A,"Austin, TX",3,Analog,Juegos de Ninos,Core,Syndicated,Saturdays 10-10:30AM,13,0,30,2,9,"In this guessing-game program, two pairs of male/female adults try to guess the word or character several different children define in their own words. Viewers can admire the variety of kids’ creative descriptions for the same word or character. The children also share their wild dreams. The show helps develop children's imagination and creativity.",99,N/A,N/A,N/A
