Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1997,WCCL,N/A,NEW ORLEANS,3,ANALOG,BOOKMICE,CORE,SYNDICATED,MON & WED 7AM,27,0,30,3,12,"""BOOKMICE"" - Three fun-loving mice, live secretly behind the walls of the neighborhood library. Humor, wonder, stories, music and delightful animation are present in the everyday adventures of the mice, as they explore the wondrous world of books and the library's many friends and activities. Along with encouraging love of reading, these programs promote social values, as children learn about helping others, the importance of honesty and overcoming fears.",99,N/A,N/A,N/A
1997,WCCL,N/A,NEW ORLEANS,3,ANALOG,NEW ZOO REVUE,CORE,SYNDICATED,MON & WED 7:30AM,27,0,30,3,12,"""NEW ZOO REVUE"" - This show brings an understanding of the good and bad in life to children by teaching a way of life through music. The show has three costumed characters and features two human stars who guide children through situations they will encounter day to day with the use of music, song and dance.",99,N/A,N/A,N/A
1997,WCCL,N/A,NEW ORLEANS,3,ANALOG,BRING THEM HOME AMERICA,NON-CORE,SYNDICATED,"10/5, 11/3, 12/7 6AM",3,0,60,4,17,"""BRING THEM HOME AMERICA"" - Deals with child safety, missing and murdered children. The show explains to children and parents what to do if they see one of the missing children in their school or on the street.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,SAVED BY THE BELL,CORE,NETWORK,SAT 10AM,13,0,30,13,16,"""SAVED BY THE BELL"" - explores social themes through the daily school life of six teenage friends at Bayside High who help each other make the most of growing up in a complicated world. The Bayside kids give teens a useful perspective on many of the tough issues they have to face both in and out of the classroom. Through relatable storylines, this multi-ethnic cast serves as role models as they explore such issues as dealing with the death of a loved one, the right to say ""no"", the meaning of heroism, and teenage alcohol use. Add that to the normal stresses of sustaining friendships, performing well in school, and developing an identity, and the scene at Bayside High is packed with more than the usual challenges of high school life.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,HANG TIME,CORE,NETWORK,SAT 10:30AM,13,0,30,13,16,"""HANG TIME"" - follows the Deering Tornados, a boy's basketball team in an Indiana High School that is dealing with the issue of welcoming and integrating a female player into the social and interpersonal fabric of the team. The series follows the starting line-up through its basketball seasons and explores both personal themes of adolescent life, as well as the social themes which relate to sportsmanship, fair play, jealousy, teamwork, cooperation and competition. As the team progresses through each season, the audience will see them develop skills in several areas. These include establishing priorities, managing conflict, developing self-confidence, respecting differences, and reducing bias in behavior towards others. There is an emphasis on interpersonal competence and teamwork which demonstrates to the audience ways to develop positive self-concepts yet also make and maintain effective social relationships.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,NBA INSIDE STUFF,CORE,NETWORK,SAT 11:30AM,12,1,30,13,16,"""NBA INSIDE STUFF"" - An expert educational consultant works with the producers and writers of the show to make sure that the program segments are based on a curriculum inspired by the U.S. Department of Education's Goals 2000, with particular focus on messages encouraging the following values - school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolution and global awareness. These educational and informational messages are conveyed primarily through real life examples, interviews and commentary by the program's host. Weekly features on players and other individuals help the audience see how these individuls were able to overcome various obstacles in order to achieve their goals.",N/A,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,CITY GUYS,CORE,NETWORK,SAT 9:30AM,13,0,30,13,16,"""CITY GUYS"" - The educational objective of this program is to demonstrate how the knowledge of one or more characters in the story moves from one level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories - intellectual-cognitive and/or social-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved in this series by exploring the pressures of living in a big city environment where situations are sometimes so difficult and challenging, kids have to learn sophisticated and responsible decision-making to be safe and stay focused. The series follows the encounters and problem-solving of two young men through an eventful school year at Manhattan High and shows teens how to work with their principal, family and friends to be successful.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,NICK NEWS,CORE,SYNDICATED,SAT 11AM,13,1,30,6,11,"""NICK NEWS"" - The program provides a forum for kids to think and ask questions about the world. Gives kids information and background they need to understand events, illuminates future potential in current events for kids, gives kids ways of using news as a part of their lives, enables and encourages kids to take a point of view.",N/A,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,CLICK,CORE,SYNDICATED,SAT 8:30AM,13,0,30,13,16,"""CLICK"" - This is a teen oriented educational game show. It teaches teens the importance of team work and incorporates questions from the world of entertainment and sports, as well as questions in math, science, literature, history, and current events.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,PEER PRESSURE,CORE,SYNDICATED,SAT 9AM,13,0,30,13,16,"""PEER PRESSURE"" - This is a game show which incorporates social and cultural issues facing today's teens and teaches them how to make the right decisions. The program provides teens a better understanding of the factors that influence the choices that they make and helps them make educated choices that will further their social and emotional development.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,BILL NYE THE SCIENCE GUY,NON-CORE,SYNDICATED,SUN 6AM,13,0,30,6,16,"""BILL NYE THE SCIENCE GUY"" - Science Guy Bill Nye entertains and engages children while teaching fairly sophisticated scientific concepts. Episodes have focused on the difference between human and animal communication, the human brain, mammals, rivers and streams, computers and nutrition. The show includes experiments kids can do at home that reinforce concepts taught on the program.",99,N/A,N/A,N/A
1997,WDSU,NBC,NEW ORLEANS,3.5,ANALOG,NATIONAL GEOGRAPHIC ON ASSIGNMENT,NON-CORE,NETWORK,"10/19, 10/26, 11/2, 12/6, 12/14, 12/31",7,0,60,11,17,"""NATIONAL GEOGRAPHIC"" - This program features travels to other countries and regions, ancient discoveries, plants, and animals, for pre-school, elementary, junior-high and high school aged children.",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,DISNEY'S 101 DALMATIANS- THE SERIES,CORE,NETWORK,SAT 7AM,13,0,30,7,11,"In the personae of a group of dalmatian puppies and their friend, a resourceful chicken named ""Spot,"" this series addresses many of the key developmental issues of middle childhood. Stories revolve around conflicts over rules, learning to be responsible, attempts to gain peer acceptance, learning from mistakes, desires to help other animals or human characters, problem-solving. The series encourages prosocial values such as empathy, fairness, and cooperative behavior as well as modeling information-gathering and thinking strategies.",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,DISNEY'S 1 SATURDAY MORNING,CORE,NETWORK,SAT 7:30AM,13,0,120,8,12,"This series features long-form educational elements -- ""Brand Spanking New! Doug,"" ""Disney's Recess"" and ""Disney's Pepper Ann"" -- and short-form educational elements. This two-hour program block features three half-hour educational series in combination with a variety of short-form educational and entertainment elements which include ""Great Minds...Think For Themselves"" (American History segments), ABC's Schoolhouse Rock"" and fact-based shorts called ""What's Up With That?"". Brand Spanking New! Doug -- Narrated via the spoken journal entries of aspiring writer/cartoonist Doug Funnie, this series uses humor and fantasy in depicting the struggles of a twelve-year-old boy to develop self-confidence and identity, resolve family, peer and school problems and maintain friendships strained by preadolescent physical and emotional change. Series episodes foster values such as honesty, loyalty, fairness and respect for individual differences. By means of its narrative episode structure ""Brand Spanking New! Doug"" also serves to encourage creative writing and artistic expression. (Target Age - 8-12) Disney's Pepper Ann -- ""Pepper Ann"" features a twelve-year-old girl who demonstrates that individuality, self-expression, competence and humor are assets for a pre-teenager. From week to week Pepper, who is growing up in a single-parent family and who attends Middle School, learns that it is O.K. to make mistakes and that it is important to speak out for what one believes. Additionally, the series affirms positive values such as effort/perseverance, taking responsibility, creativity and the value of friendship. (Target Age - 10-12) Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about a group of fourth graders who attend suburban public school. Having been loyal friends for years, these children are an ethnically and gender-diverse group. They provide role models for viewers who may likewise be struggling with problems common to middle childhood such as conflicts with authority figures, school and family rules, desire to be popular, peer pressure, crises of confidence, lack of fairness. A recurrent theme is the issue of dealing with the class bully or ""teacher's pet."" Certain episodes raise thought-provoking questions which parents and children can talk about together, providing a rich source of value-oriented family discussion material. (Target Age - 8-12)",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,DISNEY'S JUNGLE CUBS,CORE,NETWORK,SAT 10:30AM,13,0,30,5,8,"The 1997-98 episodes of ""Jungle Cubs"" are specifically designed to be an educational children's series. In this animated series the beloved animals from Rudyard Kipling's ""The Jungle Book"" -- Bagheera, Baloo, Hathi, Kaa, Louie and Shere Khan -- are portrayed as young animals who are growing up in the jungles of India. Series episodes teach and reinforce prosocial values such as cooperative behavior, resolving disagreements, developing empathy, building self-esteem, taking responsibility, overcoming fears, maintaining friendships.",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,THE NEW ADVENTURES OF WINNIE THE POOH,CORE,NETWORK,SAT 11AM,13,0,30,3,6,"Based on the classic ""Winnie The Pooh"" book series by author A.A. Milne, ""The New Adventures of Winnie The Pooh"" depicts the everyday lives of Christopher Robin and his animal companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Series episodes convey strong prosocial messages about honesty, taking responsibility, persistence, cooperative effort, friendship and caring. Episodes are designed to have great educational relevance to younger viewers and to help younger children distinguish between fantasy and reality, identify feelings and overcome common childhood fears.",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,SCIENCE COURT,CORE,NETWORK,SAT 11:30AM,13,0,30,8,12,"""Science Court"" offers a novel and highly entertaining approach to science education. Primarily designed for children in the middle school grades, the series uses a humorous courtroom setting as a vehicle for teaching broad scientific concepts and their everyday applications. In the courtroom setting characters present their views in a logical manner, enabling the home viewing audience to develop logical and sequential thinking skills, to examine and discribe phenomena, to evaluate hypotheses in light of data obtained and to use both inductive and deductive reasoning. Key science concepts are illustrated by means of courtroom ""demonstrations"" and graphics.",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,ABC'S SCHOOLHOUSE ROCK,NON-CORE,NETWORK,SAT 9:57AM,10,0,3,6,11,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",99,N/A,N/A,N/A
1997,WGNO,ABC,NEW ORLEANS,4,ANALOG,ABC'S SCHOOLHOUSE ROCK,NON-CORE,NETWORK,SAT 10:27AM,10,0,3,6,11,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,GERBERT,CORE,SYNDICATED,SAT 7AM,13,0,30,8,11,"""GERBERT"" - Captures the innocence of childhood, teaching children to become comfortable with who they are today and who they can become tomorrow. Teaches Judeo-Christian values and principles.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,PET PLAYHOUSE,CORE,SYNDICATED,SAT 7:30AM,13,0,30,8,11,"""PET PLAYHOUSE"" - The show educates children about the proper care of household pets and exotic animals. It teaches simple biology and anatomy of animals. Questions from a live audience and from the mail are answered by the host.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,WILD ABOUT ANIMALS,CORE,SYNDICATED,SAT 8AM,13,0,30,11,16,"""WILD ABOUT ANIMALS"" - This program seeks to expose children to the positive influences of animals as part of the planet's delicate ecosystem. It examines the practical use of animals in our society and reports on the dangers of their decline as man enters the 21st century. The show not only teaches children about exotic and unique animals from the wild, but also educates them about animals they see everyday.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,JUST IMAGINE,CORE,SYNDICATED,SAT 8:30AM,13,0,30,3,9,"""JUST IMAGINE"" - Each episode is designed to reveal to children the world around them and to help kids answer the question, ""What do you want to be when you grow up ?"" The show invites children to dream about their future while reinforcing responsibility and discipline.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,PC4U,CORE,SYNDICATED,SAT 9AM,8,0,30,8,16,"""PC4U"" - This informative and entertaining series investigates the latest developments in the computer world. The teen hosts provide practical advice that reflects the way kids will incorporate computer skills into their everyday lives, from creating a mail message to exploring the internet.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,BOOKMICE,CORE,SYNDICATED,SAT 9AM,5,0,30,6,12,"""BOOKMICE"" - Three fun-loving mice, live secretly behind the walls of the neighborhood library. Humor, wonder, stories, music and delightful animation are present in the everyday adventures of the mice, as they explore the wondrous world of books and the library's many friends and activities. Along with encouraging love of reading, these programs promote social values, as children learn about helping others, the importance of honesty and overcoming fears.",99,N/A,N/A,N/A
1997,WHNO,N/A,NEW ORLEANS,3,ANALOG,YOUNG AMERICA OUTDOORS,CORE,SYNDICATED,SAT 2PM,13,0,30,13,16,"""YOUNG AMERICA OUTDOORS"" - This program educates and informs children about the various outdoor activities they can enjoy. It covers environmental issues, and teaches kids about the outdoors and its habitats. Young America Outdoors exposes children to useful information on activities they can participate in to further expand and enhance their knowledge.",99,N/A,N/A,N/A
1997,WNOL,WB,NEW ORLEANS,3,ANALOG,THE ADVENTURES OF CAPTAIN PLANET,CORE,NETWORK,MON-FRI 8AM,66,0,30,2,11,"""THE NEW ADVENTURES OF CAPTAIN PLANET"" - An animated series that emphasize teamwork, environmental responsibility and an appreciation for cultural diversity, and serves as a tool to educate children on environmental problems by offering ways in which they can contribute to the solutions.",99,N/A,N/A,N/A
1997,WNOL,WB,NEW ORLEANS,3,ANALOG,UMPTEE-3 TV,CORE,NETWORK,"SAT 7AM (10/25 - 12/6), FRI 7:30AM (12/12 - 12/26/97)",10,0,30,6,12,UMPTEE-3 TV is based on the premise that the world is a magical place. The series focuses on the hilarious denizens of pirate television station Channel UMPTEE-3 and each episode is an exciting escapade exploring a multitude of subjects or exploring all aspects of life.,99,N/A,N/A,N/A
1997,WNOL,WB,NEW ORLEANS,3,ANALOG,ALL DOGS GO TO HEAVEN,CORE,SYNDICATED,SUN 9AM,13,0,30,4,11,"""ALL DOGS GO TO HEAVEN"" - Two dogs return to earth from heaven as reluctant guardian angels providing an excellent vehicle for presenting prosocial messages to children. The program aims to help children learn what the characters have learned.",99,N/A,N/A,N/A
1997,WUPL,UPN,NEW ORLEANS,3,ANALOG,BANANAS IN PAJAMAS,CORE,SYNDICATED,MON-FRI 8:30AM,66,0,30,2,7,"""BANANAS IN PAJAMAS"" - This live action series features mischievous twins who live in a colorful storybook world with their friends, the teddies, and the lovable rogue Rat-in-the-Hat. Together they engage in wondrous adventures that capture the imagination of children. These endearing stories teach young children about social concepts such as sharing, generousity, cooperation, following directions, and creative expression.",99,N/A,N/A,N/A
1997,WUPL,UPN,NEW ORLEANS,3,ANALOG,JACK HANNA'S ANIMAL ADVENTURES,CORE,SYNDICATED,SUN 7AM & 7:30AM,13,0,30,13,16,"""JACK HANNA'S ANIMAL ADVENTURES"" - This program explores the world of animals in their natural habitat. Jack takes his young viewers on a fascinating journey into natural habitats and zoological parks to reveal secrets of the animal kingdom.",99,N/A,N/A,N/A
1997,WUPL,UPN,NEW ORLEANS,3,ANALOG,ALGO'S FACTORY,NON-CORE,SYNDICATED,SUN 6:30AM & 7AM,13,0,30,8,14,"""ALGO'S FACTORY"" - This educational program is designed to instill in children an interest in science, math and technology. Four friends are transported inside a computer to Algo's Factory, a once-thriving production line of miraculous ideas, all about the physical world around us. The Computer-Animated characters get the Factory up and running using their most important tool, their Brain. The show will motivate kids and spark their imaginations.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,BOBBY'S WORLD,CORE,NETWORK,MON-THUR 7AM; SAT 7AM,66,0,30,4,11,"The programs focus on dealing with the challenges of growing up. As children experience the various scenarios that Bobby finds himself in, they learn about family, friends, and values. The stories offer children, particularly the 4-11 year old audience, an opportunity to learn how to cope and understand some of the complexities of the world.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,LIFE WITH LOUIE,CORE,NETWORK,SAT 10AM,13,0,30,6,11,"As Louie shares the tales of his childhood years, children can relate to the trials and tribulations of childhood joys and fears. 6 to 11 year olds can particularily share in Louie's experiences growing up, as the stories explore issues and scenarios that are common to growing up, yet might be perplexing to a child. The series offers children a chance to consider what they might do if faced with the same kinds of problems that Louie copes with.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,C-BEAR AND JAMAL,CORE,NETWORK,FRI 7AM,13,0,30,4,11,"This show focuses on the adventures of a young boy in an urban setting. The multicultural cast includes Jamal's sidekick C-Bear, a stuffed bear with special powers used to illustrate various moral lessons appropriate for an audience of 4-11 year olds. Each episode contributes to the educational, psychosocial, and intellectual development of children by incorporating short vignettes that encourage positive family and peer relationships as well as sound moral development.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,CAPTAIN KANGAROO,NON-CORE,SYNDICATED,MON 6AM,13,0,30,2,7,"""THE ALL NEW CAPTAIN KANGAROO"" - The program is built on the underlying premise that the growing intelligence of the young child is unique and fundamentally different from school-aged children. Major goals are to help develop a sense of self-esteem, exhibit a positive attitude toward life, demonstrate cooperation and pro-social behavior.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,OSCAR'S ORCHESTRA,NON-CORE,SYNDICATED,FRI 6AM,13,0,30,2,6,"""OSCAR'S ORCHESTRA"" - The series is an excellent educational resource because it makes learning about classical music fun and exciting. Children are exposed to all the great composers and their music and an in-depth curriculum has been developed to correspond with each episode.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,MR.MEN,NON-CORE,SYNDICATED,MON-FRI 6:30AM,66,0,30,2,6,"""MR. MEN"" - The program is a creative inspiration from the well known ""Mr. Men"" and ""Little Miss"" series of children's books. Each episode introduces children to a number of educationally positive ideas. Some episodes encourage children to appreciate and respect the differences in all people. In other, episodes, the characters teach children to be sensitive to other people's feelings. The characters also reinforce the concept that children need to manage their own feelings and emotions. Children are taught a number of simple and useful ways to solve everyday problems.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,ENCHANTED TALES,NON-CORE,SYNDICATED,SUN 6AM & 5:30AM,13,0,30,2,6,"""ENCHANTED TALES"" - The educational and informational objective of the program is to assist children in using their imagination and learning the importance of reading while instilling positive, social behavior. Each episode incorporates lessons about values and morals, which are reiterated at the end again by Wizen the Wizard. The series introduces children to some of the best literary classics and encourages them to visit their local library to read the original stories and other works by the same author. The episodes introduces children to orchestrated scores by such great composers as Beethoven, Mozart and Tchaikovsky.",99,N/A,N/A,N/A
1997,WVUE,FOX,NEW ORLEANS,3.5,ANALOG,LIFE WITH LOUIE,NON-CORE,NETWORK,SAT 7:30AM,5,0,30,6,11,"""LIFE WITH LOUIE"" - As Louie shares the tales of his childhood years, children can relate to the trials and tribulations of childhood joys and fears. 6 to 11 year olds can particularily share in Louie's experiences growing up, as the stories explore issues and scenarios that are common to growing up, yet might be perplexing to a child. The series offers children a chance to consider what they might do if faced with the same kinds of problems that Louie copes with.",99,N/A,N/A,N/A
1997,WWL,CBS,NEW ORLEANS,3,ANALOG,BEAKMAN'S WORLD,CORE,NETWORK,SAT 7AM,13,0,30,6,11,"In this series, the scientist host, Beakman, responds to viewer's questions about a variety of scientific phenomena by performing experiments and demonstrations. The objectives of the program are to increase early school age children's knowledge of selected scientific facts and principles, to stimulate their curiosity about the world around them, and to teach them to understand and use scientific techniques and methods to learn about the world. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,WWL,CBS,NEW ORLEANS,3,ANALOG,THE NEW GHOSTWRITER MYSTERIES,CORE,NETWORK,SAT 8AM,13,0,30,7,11,"In this series, three young sleuths join forces to solve mysteries. Reading, writing and problem-solving skills all come into play, as the children's other-worldly ally, ""Ghostwriter,"" provides them with written answers to their questions, thereby helping them to solve each mystery. The objective of the program is to provide compelling opportunities for school-age children to read and write, thereby motivating them to enjoy and value these skills. The program also seeks to show children how to use effective reading and writing strategies. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules. ",99,N/A,N/A,N/A
