Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,KABH-CA,Univision Programming Service,"Portland, OR",3,Analog,Amigos Por Siempre,Core,Network,"Saturdays & Sundays/8:30am (Oct 4 - 19, 2003)",6,0,90 minutes,8 years,14 years,"Amigos por Siempre follows the adventures of students and teachers at the Vidal Institute, including Ana, an intelligent and talented ten year-old, and Salvador, an energetic teacher with progressive and novel ideas on education. The adventures of Ana, Sa",99,N/A,N/A,N/A
2003,KABH-CA,Univision Programming Service,"Portland, OR",3,Analog,Aventuras en el Tiempo,Core,Network,"Saturdays & Sundays/8:30am (Oct 25 - Dec 28, 2003)",19,1,90 minutes,8 years,12 years,Aventuras en el Tiempo is an entertaining and educational science-fiction telenovela specially created for pre-teens. The story takes place during an emotional and adventure-filled summer where five very clever children take trips in time to very distant ,1,N/A,N/A,N/A
2003,KATU-TV,ABC,"Portland, OR",3,Analog,Lilo & Stitch: The Series,Core,Network,Saturdays/9:00am,13,2,30 minutes,7 years,10 years,"Lilo, a precocious girl of about five, and her alien pet “Stitch” live with Lilo’s sister Nani. Nani is trying to keep their little family together after the tragic death of their parents in an automobile accident. Although still a teen herself, Nani work",2,N/A,N/A,N/A
2003,KATU-TV,ABC,"Portland, OR",3,Analog,Disney's Recess,Core,Network,Saturdays/9:30am,13,2,30 minutes,8 years,12 years,"""Disney's Recess"" is a collection of stories about six fourth-grade children who attend public school. These children are an ethnically diverse and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to mi",2,N/A,N/A,N/A
2003,KATU-TV,ABC,"Portland, OR",3,Analog,Disney's Fillmore,Core,Network,Saturdays/10:00am,13,4,30 minutes,9 years,12 years,"“Fillmore!” is a detective series that takes place in a middle school. The stars of the stories are the members of X Middle School’s Safety Patrol, a multi-ethnic group of youth who wear the orange sash and badge of peer authority. They investigate and fo",4,N/A,N/A,N/A
2003,KATU-TV,ABC,"Portland, OR",3,Analog,The Proud Family,Core,Network,Saturdays/10:30am,13,4,30 minutes,10 years,13 years,"“The Proud Family” revolves around the daily activities of fourteen-year-old Penny Proud and her African-American family consisting of parents Trudy Proud (a veterinarian) and Oscar Proud (self-employed businessman), a no-nonsense Grandmother Suga Mama wh",4,N/A,N/A,N/A
2003,KATU-TV,ABC,"Portland, OR",3,Analog,Lizzie McGuire,Core,Network,Saturdays/11:00am,13,3,30 minutes,9 years,12 years,"""Lizzie McGuire"" is the story of an ingenious twelve-year-old girl who attends an ethnically diverse middle school. Her best friends are Miranda, a feisty Hispanic girl, and a boy named Gordo. Lizzie has a gifted younger brother who is frequently the sour",3,N/A,N/A,N/A
2003,KATU-TV,ABC,"Portland, OR",3,Analog,That's So Raven,Core,Network,Saturdays/11:30am,13,4,30 minutes,10 years,13 years,"Raven, a young teen who has inherited her grandmother’s trait of clairvoyance, is a normal, happy and resourceful young woman. However, at times Raven worries that she is a “freak” because of her clairvoyant abilities. She has a younger brother, Cory, age",4,N/A,N/A,N/A
2003,KGW,NBC,"Portland, OR",3,Analog,Strange Days at Blake Holsey High,Core,Network,Saturdays/10:00am,13,3,30 minutes,9 years,14 years,"STRANGE DAYS AT BLAKE HOLSEY HIGH focuses on a group of five young teens who are students at a very unusual boarding school. Strange phenomena happen at the school, and our kids are members of a science club that decides, with the help of their professor,",3,N/A,N/A,N/A
2003,KGW,NBC,"Portland, OR",3,Analog,Scout's Safari,Core,Network,Saturdays/10:30am,13,3,30 minutes,9 years,14 years,"SCOUT’S SAFARI follows the development of 14-year-old Scout Lauer, whose divorced parents have to quickly move Scout from her father’s home in New York City to her mother’s home on a game reserve in South Africa. The overarching goal of the series is for ",3,N/A,N/A,N/A
2003,KGW,NBC,"Portland, OR",3,Analog,Endurance,Core,Network,Saturdays/3:30pm,13,0,30 minutes,9 years,14 years,"ENDURANCE is an engrossing program that shows the target audience,with typical kids ages 12-16, succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. The audience will be exposed to histor",99,N/A,N/A,N/A
