Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,KFOL-CA,N/A,New Orleans,7,Analog,SPORTSMAN'S PARADISE,CORE,LOCAL,MON-SUN 5 & 7:30 PM,184,0,30,4,16,"PROGRAM ABOUT HUNTING AND FISHING IN LOUISIANA THAT PLACES AN EMPHASIS ON TEACHING CHILDREN ABOUT CONSERVATION OF NATURAL RESOURCES BY EDUCATING THEM ABOUT CATCHING AND RELEASING FISH AMONG OTHER CONSERVATION TECHNIQUES. BOTH HOSTS OF THE SHOW ALSO MAKE A CONSTANT EFFORT TO TEACH CHILDREN TO ENJOY BUT ALSO CONSERVE THE NATURAL RESOURCES AROUND THEM, INCLUDING LOUISIANA'S COASTLINE AND FISH AND WILDLIFE POPULATION.",99,N/A,N/A,N/A
2003,KJUN-CA,N/A,New Orleans,7,Analog,SPORTSMAN'S PARADISE,CORE,LOCAL,MON-SUN 5 & 7:30 PM,184,0,30,4,16,"PROGRAM ABOUT HUNTING AND FISHING IN LOUISIANA THAT PLACES AN EMPHASIS ON TEACHING CHILDREN ABOUT CONSERVATION OF NATURAL RESOURCES BY EDUCATING THEM ABOUT CATCHING AND RELEASING FISH AMONG OTHER CONSERVATION TECHNIQUES. BOTH HOSTS OF THE SHOW ALSO MAKE A CONSTANT EFFORT TO TEACH CHILDREN TO ENJOY BUT ALSO CONSERVE THE NATURAL RESOURCES AROUND THEM, INCLUDING LOUISIANA'S COASTLINE AND FISH AND WILDLIFE POPULATION.",99,N/A,N/A,N/A
2003,WBXN-CA,MTV2,New Orleans,3,Analog,LOVE TO TALK,CORE,SYNDICATED,MON-WED 7 AM & SUN 7:30 AM,52,1,30,12,16,"The new half hour Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today.",0,N/A,N/A,N/A
2003,WBXN-CA,MTV2,New Orleans,3,Analog,THE READING ROOM,CORE,SYNDICATED,THUR & FRI 7 AM,26,0,30,2,6,"The Reading Room is produced by William and Judith Lawrenson as a public service. Mrs. L. (Host) discusses the upcoming story with either Harry Elephante, Lionel, Purrsilla or Harry and Lionel as a team. Mrs. L. discusses the moral of the featured story, lessons to be learned from the story, something about the author, or where she found the book. She will introduce the phonics lesson then read the featured story. All stories are read with publishers, or authors permission only. As the story is read, pictures from the book appropriate to text are shown on the TV screen.",99,N/A,N/A,N/A
2003,WBXN-CA,MTV2,New Orleans,3,Analog,IMAGINATION STATION,CORE,SYNDICATED,SAT 7 AM,13,0,90,8,12,"Using lessons from his Simon & Schuster book, drawing in 3-D with Mark Kistler, the new shows teach kids to draw in 3-D and has been seen on as many as 180 Public Television stations over the last 10 years. In these latest shows, Mark welcomes creative guests from the worlds of feature film animation, sculpture, painting, and even a neon artist! Featured are the Master's Gallery from KidsArt, spotlighting fine work by well known artist, and a daily website selected by Mark's Internet Guru, Dennis.",99,N/A,N/A,N/A
2003,WDSU,NBC,New Orleans,3.46,Analog,KENNY THE SHARK,CORE,NETWORK,SAT 9 AM,9,0,30,9,14,"When a shark lives among humans, getting along in the world is one tough challenge after another. Kenny the Shark is about a tiger shark that has made the transition from sea to land, but it’s very hard trying to adapt to new conditions. He lives with Kat, a middle school student, and her family. In the process of watching Kenny deal with this situation we learn real world facts about shark behavior, habits, and biology. We also learn a lot about how to understand multiple perspectives on a problem. In each episode, Kenny and Kat have to solve a problem that requires one of them to be generous, cooperative, hardworking, honest, unselfish or responsible. The situations they face are comedic and action-packed extensions of the incongruous circumstances of Kenny’s life.",99,N/A,N/A,N/A
2003,WDSU,NBC,New Orleans,3.46,Analog,TUTENSTEIN,CORE,NETWORK,SAT 9:30 AM,9,0,30,9,14,"Tut-en-stein is an animated show featuring the resurrected mummy of an Egyptian boy-king. After the discovery of his tomb, the entire burial chamber with artifacts is brought to a metropolitan museum for a permanent exhibit and scientific research. Tut comes alive shortly after his arrival and connects with Cleo, a teen-age museum intern and her cat Luxor. Each episode teaches the audience about Egyptian history, mythology and belief systems. Because Tut’s resurrection is a secret, Cleo has to draw on her knowledge of Egyptology to understand the mummy and his frame of reference. More importantly, she and Tut use the characters, gods, demons, and articles from the tomb to solve the many problems they encounter when Tut forgets the rules of engagement and ventures out into the world on his own.",99,N/A,N/A,N/A
2003,WDSU,NBC,New Orleans,3.46,Analog,TRADING SPACES- GIRLS VS BOYS,CORE,NETWORK,SAT 10 AM,13,0,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner’s “room.” The space might be a bedroom, a recreation room, or a club house, but the “designer” has to show his or her knowledge of the other person’s preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base",99,N/A,N/A,N/A
2003,WDSU,NBC,New Orleans,3.46,Analog,ENDURANCE,CORE,NETWORK,SAT 10:30 AM,13,0,30,9,14,"ENDURANCE is an engrossing program that shows the target audience, with typical kids ages 12-16, succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. The audience will be exposed to historical information about great feats of endurance, from Houdini’s escape artistry to Sir Edmund Hillary’s ascent of Mount Everest. Each of the 12 competitive challenges is a metaphor for one of these feats of endurance. In addition, there are strategic challenges based on ten character traits that are important for success. Contestants must estimate probabilities and beat the odds. Overall, the competition balances luck or fate against personal effort so that the contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews during each episode trace the emotional growth and insights of the contestants, with an emphasis on how the experience of protracted competition and teamwork teaches both social skills and life skills for achieving success with your goals.",99,N/A,N/A,N/A
2003,WDSU,NBC,New Orleans,3.46,Analog,STRANGE DAYS AT BLAKE HOSELY HIGH,CORE,NETWORK,SAT 11 AM,11,2,30,9,14,"STRANGE DAYS AT BLAKE HOLSEY HIGH focuses on a group of five young teens who are students at a very unusual boarding school. Strange phenomena happen at the school, and our kids are members of a science club that decides, with the help of their professor, to figure it all out. The initiator of many of their investigative processes is the newest student to the school, Josie Trent. In exploring the larger mystery of why the phenomena occur, our kids also deal with issues relating to their socio-emotional development. The educational goal of the program is to embed scientific content in a narrative story with strong socio-emotional messages. In each episode, one of the main characters models a learning process that relates to their social competence. Each episode also explores science content that relates to resolving an immediate problem or some aspect of the larger mystery. Specific objectives are to expose the audience to content about the physical sciences, such as black holes, worm holes, vortexes, gravity, electricity, satellite transmissions and radio frequencies. Through the characters’ experiments, the audience is exposed to the scientific method, hypothesis testing and analysis of data. Other objectives are to model the development of group cohesion, teamwork, and social competence within the group and between the group and other significant people in their lives.",2,N/A,N/A,N/A
