Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,WALV,N/A,Indianapolis,3,Analog,REAL LIFE 101,Core,Syndicated,Monday 12:30 PM,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A cohost approach allows for interchange of questions and responses adding viewer stimulation and insight. ,99,NA,NA,NA
2003,WALV,N/A,Indianapolis,3,Analog,ULTIMATE CHOICE ,Core,Syndicated,Tuesday 12:30 PM,13,0,30,13,18,"Ultimate Choice follows eight teens through a carefully orchestrated adventure against the breath-taking background of Lake Tahoe, California. They face cliff jumping, whitewater rafting, an ultimate choice obstacle course, the flying trapeze, paintball battles, ultimate rope courses, mountain scooters, hot air balloonig and much more. They live these adventures 24 hours each day, saying goodbye to their normal lives and hello to an experience that they will never forget. At the conclusion of each adventure, the teens discuss what they learned about themselves and life, as they develop their own convictions about each of the physical and moral issues. By maximizing the excitement and spontaneity that teens crave, Ultimate Choice provides the ultimate television experience that just may change minds and shape the values that will guide young men and women through life. ",99,NA,NA,NA
2003,WALV,N/A,Indianapolis,3,Analog,POOCHINI,Core,Syndicated,Wednesday 12:30 PM,13,0,30,6,12,"Poochini is entertaining, informative and teaches young viewers lessons such as the value of ingenuity and perseverance in problem solving; that all living creatures are important and worthy of respect; and the consequences of jumping to conclusions. ",99,NA,NA,NA
2003,WALV,N/A,Indianapolis,3,Analog,FAMILY TRAVEL JOURNAL ,Core,Syndicated,Thursday 12:30 PM,2,0,30,8,14,"Two families (4 parents and 6 kids from 14mos. to 15yrs.) together seek fun and learning through travel and exploration. By producing a show about families exploring together, we place a high value on the time we spend together as a family and reinforce the values we want our children to have; respect for family, for God’s creation and for new experiences and people different than ourselves.",99,NA,NA,NA
2003,WALV,N/A,Indianapolis,3,Analog,BRAIN GAME,Core,LOCAL,Thursday 12:30 PM,11,0,30,13,16,"Weekly academic quiz show pairing area high schools in an elimination competition, testing participants’ general knowledge in many subject areas. Produced by WTHR in association with the University of Indianapolis during the regular school year to encourage, promote and recognize academic achievement.",99,NA,NA,NA
2003,WALV,N/A,Indianapolis,3,Analog,TRADING SPACES: BOYS VS. GIRLS,Core,NETWORK,Saturday 11:00 AM,13,0,30,8,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner's ""room."" The space might be a bedroom, a recreation room, or a club house, but the ""designer"" has to show his or her knowledge of the other person's preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base. ",99,NA,NA,NA
2003,WALV,N/A,Indianapolis,3,Analog,STRANGE DAYS AT BLAKE HOLSEY HIGH,Core,NETWORK,Saturday 11:30 AM,13,0,30,9,14,"STRANGE DAYS AT BLAKE HOLSEY HIGH focuses on a group of five young teens who are students at a boarding school where strange phenomena occur. The students, as members of a science club, look for answers to the strange phenomena along with the help of their professor. The educational goal of the program is to embed scientific content in a narrative story with strong socio-emotional messages. In each episode, one of the main characters models a learning process that relates to their social competence and also explores science content that relates to resolving an immediate problem or some aspect of the larger mystery. Specific objectives are to expose the audience to physical science by investigating, for example, black holes, worm holes, vortexes, gravity, electricity, satellite transmissions and radio frequencies. Through the characters’ experiments, the audience is exposed to the scientific method, hypothesis testing and analysis of data. ",99,NA,NA,NA
2003,WBXI-CA,MTV 2,Indianapolis,3,Analog,LOVE TO TALK ,Core,Syndicated,"Mondays, Tuesdays, Wednesdays/7am & Sundays at 7:30am",51,2,30,12,16,"Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today. ",0,NA,NA,NA
2003,WBXI-CA,MTV 2,Indianapolis,3,Analog,THE READING ROOM ,Core,Syndicated,Thursdays & Fridays 7 AM,26,0,30,2,6,"The Reading Room is produced by William and Judith Lawrenson as a public service. Mrs. L. (Host) discusses the upcoming story with either Harry Elephante, Lionel, Purrsilla or Harry and Lionel as a team. Mrs. L. discusses the moral of the featured story, lessons to be learned from the story, something about the author, or where she found the book. She will introduce the phonics lesson then read the featured story. All stories are read with publishers, or authors permission only. As the story is read, pictures from the book appropriate to text are shown on the TV screen. ",99,NA,NA,NA
2003,WBXI-CA,MTV 2,Indianapolis,3,Analog,IMAGINATION STATION ,Core,Syndicated,Saturday 7 AM,13,0,30,8,12,"Using lessons from his Simon & Schuster book, Drawing in 3-D with Mark Kistler, the new shows teach kids to draw in 3-D and has been seen on as many as 180 Public Television stations over the last 10 years. In these latest shows, Mark welcomes creative guests from the worlds of feature film animation, sculpture, painting, and even a neon artist! Featured are the Master's Gallery from KidsArt, spotlighting fine work by well known artist, and a daily website selected by Mark's Internet Guru, Dennis. ",99,NA,NA,NA
