Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2004,KFOL,N/A,New Orleans,3.5,Analog,The Rosary,Core,Local,6am & 12:30pm,182,0,30,4,16,"PROGRAM INSTRUCTS CHILDREN TO PRAY. TEACHES FAMILY VALUE, SOCIAL DEVELOPMENT, TEACHES COMMITMENT TO DAILY PRAYER",99,N/A,N/A,N/A
2004,KFOL-CA,N/A,New Orleans,7,Analog,Sportsman's Paradise,Core,Local,Mon-Sun 5 & 7:30pm,184,0,30,4,16,PROGRAM ABOUT FISHING AND HUNTING IN LOUISIANA THAT PLACES AN EMPHASIS ON TEACHING CHILDREN ABOUT CONSERVATION OF NATURAL RESOURCES BY EDUCATING THEM ABOUT CATCHING AND RELEASING FISH AMONG OTHER CONSERVATION TECHNIQUES. BOTH HOSTS OF THE SHOW ALSO MAKE A,99,N/A,N/A,N/A
2004,KFOL-CA,N/A,New Orleans,7,Analog,One on One with Martin Folse,Core,Local,Mon-Sun 5:30 & 8:30pm,184,0,30,4,16,"PROGRAM FEATURING AN INTERVIEW CONDUCTED EACH NIGHT BY MARTIN FOLSE OF A DIFFERENT IMPORTANT FIGURE IN LOCAL, REGIONAL, AND STATE POLITICS, HISTORY AND CULTURE. GUESTS RANGE FROM LOCAL RESIDENTS OF NOTE TO POLITICIANS TO MUSICIANS AND ARE CHOSEN WITH EMPH",99,N/A,N/A,N/A
2004,WBXN-CA,UPN,New Orleans,3,Analog,Dic's The Berenstain Bears,Core,Syndicated,Sun 7-8am (2 show block),16,0,30,3,6,"The wonderful Berenstain Bears of classic children's book fame comes to the television screen to educate and entertain 3 - 6-year-olds & uses the prosocial messages about family, friends, and the problems and issues of early childhood. Focusing on family ",99,N/A,N/A,N/A
2004,WBXN-CA,UPN,New Orleans,3,Analog,Dic's Inspector Gadget's Field Trips (2 show block),Core,Syndicated,Sun 9-10am,16,0,30,8,11,"Inspector Gadget's Field Trips produced in cooperation with the National Education Association (NEA), exposes young viewers to some of the most interesting geographical and historical sights in the world. It is designed not only to teach about the larger ",99,N/A,N/A,N/A
2004,WBXN-CA,UPN,New Orleans,3,Analog,Dic's The Littles (2 show block),Core,Syndicated,Sun 8-9am,16,0,30,5,9,"This series focuses on one particular family of Littles - Grandpa, Mom and Dad, Dinky, and the two youngest: Tom and Lucy. In their quest to become productive adults, the Littles and their friend Henry face the same kinds of problems that young children f",99,N/A,N/A,N/A
2004,WDSU,NBC,New Orleans,3.5,Analog,Kenny the Shark,Core,Network,Sat 9am,13,0,30,9,14,"When a shark lives among humans, getting along in the world is one tough challenge after another. ""Kenny the Shark"" is about a tiger shark that has made the transition from sea to land with great difficulty.",99,N/A,N/A,N/A
2004,WDSU,NBC,New Orleans,3.5,Analog,Tutenstein,Core,Network,Sat 9:30am,13,0,30,9,14,"Tutenstein is an animated show featuring the resurrected mummy of an Egyptian boy-king. After the discovery of his tomb, the entire burial chamber with artifacts is brought to a metropolitan museum for a permanent exhibit and scientific research. Tut come",99,N/A,N/A,N/A
2004,WDSU,NBC,New Orleans,3.5,Analog,Trading Spaces,Core,Network,Sat 10am,13,0,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 to complete a",99,N/A,N/A,N/A
2004,WDSU,NBC,New Orleans,3.5,Analog,Endurance,Core,Network,Sat 10:30am,13,0,30,9,14,"ENDURANCE is an engrossing program that shows the target audience, with typical kids ages 12-16, succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. The audience will be exposed to histo",99,N/A,N/A,N/A
