Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1997,KEYE,CBS,"Austin, TX",3,Analog,Beakman's World,Core,Network,Saturdays 9-9:30AM,13,0,30,6,11,"In this series, the scientist host, Beakman, responds to viewer's questions about a variety of scientific phenomena by performing experiments and demonstrations. The objectives of the program are to increase early school age children's knowledge of selected scientific facts and principles, to stimulate their curiosity about the world around them, and to teach them to understand and use scientific techniques and methods to learn about the world. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,The New Ghostwriter Mysteries,Core,Network,Saturdays 10-10:30AM,13,0,30,7,11,"In this series, three young sleuths join forces to solve mysteries. Reading, writing and problem-solving skills all come into play, as the children's other-worldly ally, ""Ghostwriter,"" provides them with written answers to their questions, thereby helping them to solve each mystery. The objective of the program is to provide compelling opportunities for school-age children to read and write, thereby motivating them to enjoy and value these skills. The program also seeks to show children how to use effective reading and writing strategies. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,Wheel of Fortune 2000,Core,Network,Saturdays 10:30-11AM,13,0,30,7,11,"In this program, children compete to solve word and language puzzles that are based on age-appropriate educational material similar to that found in the traditional school curriculum. The objectives of the program are to demonstrate to viewers techniques of defining a problem and judging information, and to teach them how principles of critical thinking can be applied to solve the puzzles. The program also aims to teach children information and facts about science, mathematics, history, language, the arts music and sports through the program's games and activities. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,The Sports Illustrated for Kids Show,Core,Network,Saturdays 11-11:30AM,13,4,30,7,11,"In this series, two young hosts go behind the scenes to interview successful athletes and provide information about their lives both on and off the field. The program also provides information about health, fitness and nutrition, and presents the views of children on a variety of issues of public significance. The program seeks to help children understand the level of training, discipline, perseverence and practice it takes to be a successful athlete, so that they can incorporate some level of these traits in their own lives. It also aims to encourage children to participate in physical activities as an individual and/or team member, in both competitive and non-competitive settings, and to teach them the importance of maintaining good health and nutritional practices. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,The Weird Al Show,Core,Network,Saturdays 11:30-12PM,13,4,30,7,11,"In this program, the host, Al Yankovic, brings his distinctive personality and humor to bear on various situations and interactions with others, in order to convey to children messages relating to honesty, self-expression, personal responsibility, cooperation, respect for oneself and others, and other issues critical to social development. The program aims to help viewers appreciate the uniqueness of each individual and the strengths inherent in a diverse society, and to foster children's pro-social development. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,Fudge,Core,Network,Saturdays 9:30-10AM,13,0,30,5,9,"Based on the book series by award-winning author Judy Blume, the program follows its soon-to-be-teen protagonist as he deals with the trials and tribulations into which he is led by his little brother Fudge. The program focuses on issues young children need to understand in order to move successfully toward the next stage of social-emotional development. Its objectives are to help young viewers, through story-telling and program content, to learn about and put into practice some of the basic techniques associated with conflict resolution, and makes them aware of some of the ways to mediate and resolve conflict using prosocial behaviors. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,The Crayola Kids Adventures - Gulliver's Travels,Non-Core,Network,Thursday 12:30-1:30PM,1,0,60,7,11,"This live-action series features adaptations of literary classics, tailored specifically for children age 6 and older. The time-honored stories feature child actors in all roles. The objective of the series is to stimulate interest in reading and in classic literature.",99,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,In the News,Non-Core,Network,N/A,0,0,1,7,11,"This short form program consists of a series of one-minute vignettes highlighting current events. The objectives of the program are to inform children about important events taking place at local, state, and national levels and around the world, and to stimulate and foster their interest in seeking information about current events through various print and electronic media. The vignettes air on a weekly basis within each of the following core educational and informational programs - Beakman's world, Fudge, The Ghostwriter Mysteries, and The Weird Al Show.",99,N/A,N/A,N/A
1997,KEYE,CBS,"Austin, TX",3,Analog,The Sports Illustrated for Kids Show,Non-Core,Network,Thursday 11:30-12:30PM,1,0,60,7,11,"In this series, two young hosts go behind the scenes to interview successful athletes and provide information about their lives both on and off the field. The program also provides information about health, fitness and nutrition, and presents the views of children on a variety of issues of public significance. The program seeks to help children understand the level of training, discipline, perseverence and practice it takes to be a successful athlete, so that they can incorporate some level of these traits in their own lives. It also aims to encourage children to participate in physical activities as an individual and/or team member, in both competitive and non-competitive settings, and to teach them the importance of maintaining good health and nutritional practices. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1997,KNVA,WB,"Austin, TX",5.5,Analog,Young America Outdoors,Core,Syndicated,Sundays 9-9:30AM,13,0,30,8,16,"Young Americans Outdoors is a program designed to encourage kids and their families to participate in outdoors activities. The show covers topics including horseback riding, camping, how to find and build a shelter in the woods, and many other interesting outdoor adventures with teens ""Toby"" and ""Joe"" as your hosts.",99,N/A,N/A,N/A
1997,KNVA,WB,"Austin, TX",5.5,Analog,Kids Ideas,Core,Local,Sundays 9:30-10AM,13,0,30,8,14,"This show educated and informs children by taking them through the world of imagination, creativity and exploration with a twelve year old hosting the show. For example, she teaches kids step by step instructions on craftmaking, cooking easy recipes, and visiting a lot of places around the state of Texas.",99,N/A,N/A,N/A
1997,KNVA,WB,"Austin, TX",5.5,Analog,Click,Core,Syndicated,Sundays 10-10:30AM,13,0,30,10,16,Click is a game of speed and knowledge in which adolescent contestant teams compete to provide correct and rapid answers to different types of questions and challenges.,99,N/A,N/A,N/A
1997,KNVA,WB,"Austin, TX",5.5,Analog,Peer Pressure,Core,Syndicated,Sundays 10:30-11AM,13,0,30,10,16,Peer Pressure is a high energy game show geared towards children that looks at life from a teen perspetive and spoofs the process of growing ups. The program provides teens a better understanding of the factors that influence the choices that they make and helps them make educational choices that will further their social and emotional development.,99,N/A,N/A,N/A
