Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,WADL-TV,N/A,DETROIT,4,ANALOG,MISSING,CORE,SYNDICATED,SAT. AT 7 AM,13,0,30,10,16,"Missing is a reality series featuring actual cases of missing individuals, both adult and juvenile, from across the United States. This program includes tips and information to keep children safe.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,ANALOG,ANIMAL EXPLORATION WITH JAROD MILLER,CORE,SYNDICATED,SAT. AT 7:30 AM,13,0,30,13,16,"Each week Jarod looks at exotic and domestic animals from his own unique perspective. Every week Jarod travels to zoos and aquariums to explore animals that fit a particular theme, whether it't the need for speed or animal heroes - there's always something amazing happening. Filled with energy, youth and humor, Jarod is a welcome visitor in living rooms around America.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,ANALOG,GINA D'S KIDS CLUB,CORE,SYNDICATED,SAT. AT 8 AM,13,0,30,2,6,"Gina D's Kids Club is a family friendly program targeting pre-school children ages two through six. The show represents an attractive alternative to current programming because Gina D's Kids Club is hosted by a positive adult female role model, who connects with her young viewers in the same manner that children relate to a young teacher. Each show concludes with Gina D writing a letter to her grandmother to review the educational highlights of the day's events at the clubhouse. The major premise of Gins D's Kids Club is establishing and reinforcing positive values and behaviors through original songs and character performances that viewing chidren will choose to adopt and imitate.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,ANALOG,ANIMAL RESCUE ,CORE,SYNDICATED,SAT AT 8:30 AM,13,0,30,10,16,Animal Rescue showcases spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat various creatures of the animal kingdom. All stories are authentic and contain video of rescues.,99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,ANALOG,DOG TALES,CORE,SYNDICATED,SAT AT 9 AM,13,0,30,10,16,"Dog Tales showcases dogs and dog lovers of all types, providing valuable information about canine health, training, grooming and overall dog care.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,ANALOG,JACK HANNA'S INTO THE WILD,CORE,SYNDICATED,SAT AT 9:30 AM,13,0,30,13,16,"This series is based around Jack traveling the world with his friends and family, taking the viewer to his favortie destinations and introducing them to new and amazing creatures each week. Throughout Jack's travels he raises awareness of different cultures, geography and spectacular animals and animal facts, while teaching children the importance of stewardship of our environment through his documented donations to conservation efforts worldwide.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,DIGITAL,MISSING,CORE,SYNDICATED,SAT AT 12 PM,13,0,30,10,16,"Missing is a reality series featuring actual cases of missing individuals, both adult and juvenile, from across the United States. This program includes tips and information to keep children safe.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,DIGITAL,ANIMAL EXPLORATION WITH JAROD MILLER,CORE,SYNDICATED,SAT AT 12:30 PM,13,0,30,13,16,"Each week Jarod looks at exotic and domestic animals from his own unique perspective. Every week Jarod travels to zoos and aquariums to explore animals that fit a particular theme, whether it's the need for speed or animal heroes - there's always something amazing happening. Filled with energy, youth and humor, Jarod is a welcome visitor in living rooms around America.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,DIGITAL,GINA D'S KIDS CLUB,CORE,SYNDICATED,SAT. AT 1 PM,13,0,30,2,6,"Gina D's Kids Club is a family friendly program targeting pre-school children ages two through six. The show represents an attractive alternative to current programming because Gina D's Kids Club is hosted by a positive adult female role model, who connects with her young viewers in the same manner that children relate to a young teacher. Each show concludes with Gina D writing a letter to her grandmother to review the educational highlights of the day's events at the clubhouse. The major premise of Gins D's Kids Club is establishing and reinforcing positive values and behaviors through original songs and character performances that viewing chidren will choose to adopt and imitate.",99,N/A,4,Y
2007,WADL-TV,N/A,DETROIT,4,DIGITAL,ANIMAL RESCUE ,CORE,SYNDICATED,SAT AT 1:30 PM,13,0,30,10,16,Animal Rescue showcases spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat various creatures of the animal kingdom. All stories are authentic and contain video of rescues.,99,N/A,4,Y
