Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1999,WBPX,PAX,"Boston, MA",5,Analog,Wild About Animals,Core,Syndicated,"Wednesdays 7-7:30AM (10/6-10/20, 11/3, 11/17-12/29) & Fridays 7-7:30AM (10/29 AND 11/12)",13,0,30,8,16,This show explores the non-traditional animal stories and teaches children the importance of animals and our environment.,99,N/A,N/A,N/A
1999,WBPX,PAX,"Boston, MA",5,Analog,Where on Earth is Carmen San Diego?,Core,Network,Mon-Fri 8-8:30AM (10/4-12/24) and Sat 8-8:30AM (12/25),61,0,30,8,12,"With thrilling adventures and mysterious clues, this is an animated series which challenges viewers to figure out the thrilling capers. Carmen San Diego is the world's greatest thief and each episode finds her stealing larger than life treaures ranging from the Mona Lisa to the Faberge Eggs and the Space Shuttle. Each show is filled with real facts that play back through icon windows and hyperpather which appear on screen, using a variety of multi media effects to captivate the audience. This non-violent show is rich in excitement and education. The audience comes away with knowledge of historically valuable treaures, geography and logistics.",99,N/A,N/A,N/A
1999,WBPX,PAX,"Boston, MA",5,Analog,"Bill Nye, Science Guy",Core,Syndicated,Mondays 7-7:30AM,14,0,30,6,11,This MTV like show uses humor and imagination to spark kid's interest in science. Bill Nye uses high energy and excitment to help make the most complex science questions easily understood.,99,N/A,N/A,N/A
1999,WBPX,PAX,"Boston, MA",5,Analog,Archie's Weird Mysteries,Core,Syndicated,"Sat 8-8:30AM (10/2-12/18), Mon-Thur 8-8:30AM (12/27-12/30)",17,1,30,3,5,"This animated series brings back Archie and his pals to Riverdale. Only this time Archie inadvertently shorts out the high school's science lab's new Hyper Sub-Molecular Quarkinator. This creates a hole in the cosmic fabric of sleepy Riverdale and turns it into a kind of suburban Bermuda Triangle. It becomes a wierdness magnet. Each show is loaded with the fun and goofy antics of pop culture's most enduring and loved comic book characters. The audience learns about teamwork, patience, acceptence of others, humor, and more.",N/A,N/A,N/A,N/A
1999,WBPX,PAX,"Boston, MA",5,Analog,Pressure 2,Core,Syndicated,"Thur 7-7:30AM (10/7-10/21, 11/4, 11/18-12/31) and Wed 7-7:30AM (10/27, 11/10)",13,0,30,13,16,Pressure 2 is a lifesize gameboard that teens make their way around by making decisions. Pressure 2 teaches the long term effects of making quick decisions. Each square in the game board represents decisions teens will make in their life.,99,N/A,N/A,N/A
1999,WBPX,PAX,"Boston, MA",5,Analog,Pressure 1,Core,Syndicated,Tuesdays 7-7:30AM,14,0,30,13,16,"Pressure 1 is a quiz show that teaches kids what they should know based on what they do know. Pressure 1 teaches kids to act on their feet. Questions on this quiz show pertain to subjects teens study in school, including current events. Pressure 1 also teaches the power of teamwork.",99,N/A,N/A,N/A
1999,WBZ,CBS,"Boston, MA",3,Analog,Anatole,Core,Network,Sundays 7-7:30AM,12,1,30,5,9,"From the Caldecott award winning series by Eve Titus, this program follows the escapades of Anatole the mouse, who learns to function in both the worlds of humans and mice by being clever, determined, a hard worker, a dedicated husband and father, and a problem-solver. The objectives of the program are to encourage viewers to identify and select positive alternatives when faced with personal, interpersonal and social dilemmas and to teach children that dedication and personal effort make it possible to be better family members, friends, students, workers and citizens. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
1999,WBZ,CBS,"Boston, MA",3,Analog,Blaster's Universe,Core,Network,Sundays 7:30-8AM,12,1,30,7,11,"Based on the widely-known educational Blaster CD-ROMs, this series, set in the year 2222, centers on the exploits of a Midwestern boy and his best friend, an alien girl, who fight crime and save the universe using only logic and problem-solving strategies. The objectives of the program are to provide viewers an opportunity to observe problem solving strategies and to think through for themselves problems related to general concepts involving math, science, language, history and geography. It also seeks to assist viewers to understand how friendship, teamwork, loyalty, sound reasoning and other personal traits and skills can be helpful in accomplishing goals. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
1999,WBZ,CBS,"Boston, MA",3,Analog,Rescue Heroes,Core,Network,Saturdays 10-10:30AM,13,0,30,7,11,"This series features a daring international team of young male and female emergency-response professionals who do battle with environmental and natural disasters, as well as deal with challenges involving personal situations. The objectives of the program are to introduce viewers to safety techniques and ecological principles, and to demonstrate to viewers how the development of traits such as courage, truthfulness, and hard work can assist them to solve problems. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
1999,WBZ,CBS,"Boston, MA",3,Analog,Flying Rhino Junior High,Core,Network,Saturday 10:30-11AM,13,0,30,7,11,"In this series, four friends at Rhino Junior High use brains and brawn to deal with problems created by their nemesis Earl P. Sidebottom, who can transpose the school to faraway places and drop students into strange situations. Focusing episodically on the different members of the group, the program addresses a range of personal and social concerns faced by early adolescents, while integrating school curricular material relating to the language and creative arts, science, and history, as well as principles of critical thinking and problem solving. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
