Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1997,KATU,ABC,"Portland, OR",4,Analog,Disney's 101 Dalmations - The Series,Core,Network,Saturdays/7:00am,13,5,30 minutes,7 years,11 years,"In the personae of a group of dalmatian puppies and their friend, a resourceful chicken named ""Spot,"" this series addresses many of the key developmental issues of middle childhood. Stories revolve around conflicts over rules, learning to be responsible, attempts to gain peer acceptance, learning from mistakes, desires to help other animals or human characters, problem-solving. The series encourages prosocial values such as empathy, fairness, and cooperative behavior as well as modeling information-gathering and thinking strategies.",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,Disney's 1 Saturday Morning,Core,Network,Saturdays/7:30am,13,5,120 minutes,8 years,12 years,"This series features long-form educational elements -- ""Brand Spanking New! Doug,"" ""Disney's Recess"" and ""Disney's Pepper Ann"" -- and short-form educational elements. This two-hour program block features three half-hour educational series in combination with a variety of short-form educational and entertainment elements which include ""Great Minds...Think For Themselves"" (American History segments), ABC's Schoolhouse Rock"" and fact-based shorts called ""What's Up With That?"". Brand Spanking New! Doug -- Narrated via the spoken journal entries of aspiring writer/cartoonist Doug Funnie, this series uses humor and fantasy in depicting the struggles of a twelve-year-old boy to develop self-confidence and identity, resolve family, peer and school problems and maintain friendships strained by preadolescent physical and emotional change. Series episodes foster values such as honesty, loyalty, fairness and respect for individual differences. By means of its narrative episode structure ""Brand Spanking New! Doug"" also serves to encourage creative writing and artistic expression. (Target Age - 8-12) Disney's Pepper Ann -- ""Pepper Ann"" features a twelve-year-old girl who demonstrates that individuality, self-expression, competence and humor are assets for a pre-teenager. From week to week Pepper, who is growing up in a single-parent family and who attends Middle School, learns that it is O.K. to make mistakes and that it is important to speak out for what one believes. Additionally, the series affirms positive values such as effort/perseverance, taking responsibility, creativity and the value of friendship. (Target Age - 10-12) Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about a group of fourth graders who attend suburban public school. Having been loyal friends for years, these children are an ethnically and gender-diverse group. They provide role models for viewers who may likewise be struggling with problems common to middle childhood such as conflicts with authority figures, school and family rules, desire to be popular, peer pressure, crises of confidence, lack of fairness. A recurrent theme is the issue of dealing with the class bully or ""teacher's pet."" Certain episodes raise thought-provoking questions which parents and children can talk about together, providing a rich source of value-oriented family discussion material. (Target Age - 8-12)",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,Disney's Jungle Cubs,Core,Network,Saturdays/10:30am,13,5,30 minutes,5 years,8 years,"The 1997-98 episodes of ""Jungle Cubs"" are specifically designed to be an educational children's series. In this animated series the beloved animals from Rudyard Kipling's ""The Jungle Book"" -- Bagheera, Baloo, Hathi, Kaa, Louie and Shere Khan -- are portrayed as young animals who are growing up in the jungles of India. Series episodes teach and reinforce prosocial values such as cooperative behavior, resolving disagreements, developing empathy, building self-esteem, taking responsibility, overcoming fears, maintaining friendships.",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,How 'Bout That?,Core,Local,Saturdays/9:30am,13,3,30 minutes,6 years,10 years,"A music magazine show for kids ages 6-10 that explores how ideas and dreams become reality. Viewers are taken on musical adventures, delving into features on everything from how they make crayons to what it takes to become a professional beekeeper. Through original music, processes and professions are explored in rythm and rhyme.",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,Nick News for Kids,Core,Syndicated,Saturdays/10:00am,13,5,30 minutes,7 years,11 years,"""Nick News"" - The program provides a forum for kids to think and ask questions about the world. Gives kids information and background they need to understand events, illuminates future potential in current events for kids, gives kids ways of using news as a part of their lives, enables and encourages kids to take a point of view.",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,The New Adventures of Winnie the Pooh,Non-core,Network,Saturdays/11:00am,13,5,30 minutes,3 years,6 years,"""The New Adventures of Winnie The Pooh"" - depicts the everyday lives of Christopher Robin and animal friends. Series episodes convey strong prosocial messages about honesty, responsibility, persistence and cooperative effort. ",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,Science Court,Non-core,Network,Saturdays/11:30am,13,5,30 minutes,8 years,12 years,"""Science Court"" - offers a novel and highly entertaining approach to science education. It uses a humorous courtroom setting as a vehicle for teaching broad scientific concepts and their everyday applications.",N/A,N/A,N/A,N/A
1997,KATU,ABC,"Portland, OR",4,Analog,Brand Spanking New Doug Holiday Marathon,Non-core,Network,Saturday/5:00am,1,0,120 minutes,8 years,12 years,"This special features four episodes of ""Brand Spanking New Doug."" Narrated via entries in Doug's journal, the special follows Doug through some unique learning experiences -- parental advice, appreciation, standing up for what you believe in, and feeling left out -- culminating with the arrival of a new baby sibling.",99,N/A,N/A,N/A
1997,KBSP,N/A,"Portland, OR",3,Analog,The New Zoo Review,Core,Syndicated,Saturdays & Sundays/7:00am (10/4-12/28),26,0,30 minutes,3 years,12 years,"Recommended by the Nat Ed Assn during its production in the 1970s, NZR teaches children 'a way of life through music. It brings 'an understanding of good and bad to children. Three costumed characters and two adults guide children through situations with music, song and dance.",99,N/A,N/A,N/A
1997,KBSP,N/A,"Portland, OR",3,Analog,Bookmice,Core,Syndicated,Saturdays & Sundays/7:30am (10/4-12/28),26,0,30 minutes,6 years,10 years,"Puppet mice (who like to read), a puppet cat and people working and visiting at a branch library present adventures 'as they explore the world of books. Encourages love of reading, promotes social values as children learn about helping others, the importance of honesty, and overcoming fears.'",99,N/A,N/A,N/A
