Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2002,WADL-TV,N/A,DETROIT,3.5,ANALOG,STARGATE- INFINITY,CORE,NETWORK,"MON, 12/30 2:30-3:00 PM",1,0,30,9,11,"In every episode, the Stargate Explorers enter another new world. About the only things they can be sure of are that they will encounter life forms and cultures very different from their own, that they will face problems that require functioning smoothly as a team, and that a team is only as strong as the character and abilities of its individual members. At its core, ""Stargate-Infinity"" explores issues, attitudes and behaviors important to learing how to get along with others - whether those others are from different races, cultures, and species, or from their own team of trainees. The young explorers serve as models for the young audience. As the cadets learn hard lessons about such things as trying to see the world from the perspective of other cultrues, the positive benefits of diversity, or how to mesh their own strengths and abilities with those of others on the team, so too do young viewers. The series examines fundamental issues about how and why to get along with others who may be very different from oneself, and about the kinds of abilities and strength of character necesary to be a good Stargate Explorer - and a good person.",99,N/A,N/A,N/A
2002,WADL-TV,N/A,DETROIT,3.5,ANALOG,SCOPE,CORE,SYNDICATED,SAT 7:30-8:00 AM,13,0,30,12,17,"This exceptional series, directed from children from age 12 to 17 and filmed in part at California State University, Long Beach, investigates over 200 diverse subjects from the realms of science, technology and nature through current happenings unknown to the public, as well as compelling stories of the human condition. Some of the more fascinating topics involve well-know personalities: the astonishing work of the legendary Jane Goodall with chimpanzees; the insightful revelations of astronauts John Glenn and Gene Cernin concernning their space travel experiences; the controversial stance of Dr. Craig Venter on genetic engineering; and the convictions of Dr. Richard Gott that time-travel isn't a myth. Twelve Nobel Prize winners are featured, further boosting the stature of this series.",99,N/A,N/A,N/A
2002,WADL-TV,N/A,DETROIT,3.5,ANALOG,SHERLOCK HOLMES IN THE 22ND CENTURY,CORE,NETWORK,MON & TUES 2:30-3:00 PM,26,0,30,9,11,"This series, targeted for children age 9 - 11, is designed to build problem-solving and informational management skills and to model the pro-social values and behaviors associated with enduring friendships and effective teamwork. Problem solving themes are illustrated in each episode which also demonstrate fundamental principles of gathering, evaluating and interpreting information and using it to imagine, present and test plausible scenarios. It is the intent of the series to motivate children and to see critical thinking and team problem-solving as exciting, fun and within their capacity.",99,N/A,N/A,N/A
2002,WADL-TV,N/A,DETROIT,3.5,ANALOG,ARCHIE'S WEIRD MYSTERIES,CORE,NETWORK,WED-FRI 2:30-3:00 PM & SAT 7:00-7:30 AM,52,0,30,8,11,"This program is targeted from age 8 to age 11. Each week Archie and the gang negotiate their way through yet another ""weird mystery."" They encounter many of the same problems and issues confronting pre-teens: how to get along with others; how to build and maintain self-confidence; what kinds of values and behaviors lead to both self-respect and respect from others. Because Archie, Jughead, Betty, Veronica and their classmates are engaging characters with whom young viewers easily identify, they serve as excellent role models. As they deal with such pro-social issues as honesty, perseverance, dependability, diversity, self-reliance, and self-respect, their struggles and what they finally learn provide young viewers with the kinds of ""life lessons"" that study after study indicate parents and teachers value.",99,N/A,N/A,N/A
2002,WBXD-CA,MTV2,DETROIT,3,ANALOG,ZEBBY'S ZOO,CORE,SYNDICATED,TUES 7:00-7:30 AM & 8:00-8:30 AM,2,0,30,2,6,"Zebby's Zoo follows the many adventures of Zebby the talking Zebra and his friends. Zebby's Zoo furthers the educational and informational needs of children ages 2 to 6 by introducing younger children to good values, fitness/health, basic spelling and arithmetic, along with home and neighborhood safety.",99,N/A,N/A,N/A
2002,WBXD-CA,MTV2,DETROIT,3,ANALOG,DID YOU EVER WONDER,CORE,SYNDICATED,TUES 7:30-8:00 AM,1,0,30,8,12,"Did You Ever Wonder is a ""nationally acclaimed"" children's series that furthers the educational and informational needs of children ages 8 to 12. Did You Ever Wonder provides answers to the why's and how's on a wide variety of topics such as making chocolate, cereal and paper and how computers are built.",99,N/A,N/A,N/A
2002,WBXD-CA,MTV2,DETROIT,3,ANALOG,LOVE TO TALK,CORE,SYNDICATED,"MON, TUE, WED 7:00-7:30 AM",40,0,30,12,16,"The new half hour Love To Talk furthers the educational and informational needs of children ages 12 to 16 by focusing on the many problems encountered by young teens and pre-teens. This ""Larry King"" type television talk show is hosted by Robert Holt of L.O.V.E. (Let Our Violence End), an Arkansas based intervention and prevention organization that has developed a nationwide reputation for reaching out to teens. Love To Talk mediated calls from teens, parents, and educators and includes topics such as teen sex, relationships, drugs and alcohol, teen pregnancy, racism and numerous other topics that directly affects the young people of today.",99,N/A,N/A,N/A
2002,WBXD-CA,MTV2,DETROIT,3,ANALOG,IMAGINATION STATION,CORE,SYNDICATED,SAT 7:00-7:30 AM,13,0,30,8,12,"Using lessons from his Simon & Schuster book, drawing in 3-D with Mark Kistler, the new shows teach kids to draw in 3-D and has been seen on as many as 180 Public Television stations over the last 10 years. In these latest shows, Mark welcomes creative guests from the worlds of feature film animation, sculpture, painting, and even a neon artist! Featured are the Master's Gallery from KidsArt, spotlighting fine work by well known artist, and a daily website selected by Mark's Internet Guru, Dennis.",99,N/A,N/A,N/A
2002,WBXD-CA,MTV2,DETROIT,3,ANALOG,THE READING ROOM,CORE,SYNDICATED,THURS & FRI 7:00-7:30 AM,26,0,30,2,6,"The Reading Room is produced by William and Judith Lawrenson as a public service. Mrs. L. (Host) discusses the upcoming story with either Harry Elephante, Lionel, Purrsilla or Harry and Lionel as a team. Mrs. L. discusses the moral of the featured story, lessons to be learned from the story, something about the author, or where she found the book. She will introduce the phonics lesson then read the featured story. All stories are read with publishers, or authors permission only. As the story is read, pictures from the book appropriate to text are shown on the TV screen.",99,N/A,N/A,N/A
2002,WDIV,NBC,DETROIT,3,ANALOG,PREHISTORIC PLANET,CORE,NETWORK,SAT 10:00-10:30 AM,13,0,30,9,14,"""Prehistoric Planet"" is based on the award-winning BBC/Discovery series “Walking with Dinosaurs.” The objectives of this show are to: • Expose the audience to a re-creation of the prehistoric world and explain how the animal kingdom might have lived day by day. • Expose learners to content that will enable them to differentiate and match species to eras, to habitat, and to their respective behavior patterns. • Expose the audience to information on how and why certain prehistoric beasts were the precursors of species alive today. • Expose the audience to basic concepts of the life cycle, the food chain, and the process of species survival vs. extinction. • Expose the audience to content on the development of the Earth’s geography and the relationship of weather, geography, and natural events to the development of different animal species.",99,N/A,N/A,N/A
