Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,JACK HANNA'S ANIMAL ADVENTURES,CORE,NETWORK,SUN 7AM,13,0,30,13,16,"Jack Hanna's Animal Adventures is a half-hour live-action program hosted by one of America's most beloved naturalists and adventurers. In each episode, Hanna takes millions of family viewers on exciting journeys to learn about animals and the places they live.",99,N/A,N/A,N/A
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,KID GUIDES,CORE,NETWORK,SUN 7:30AM,13,0,30,5,16,"Kid Guides incorporates elements that kids of all ages and parents a like will enjoy. The action packed series opens the doors of the nation's zoos, aquariums, and theme parks. Come and learn how to be a dolphin trainer and more.",99,N/A,N/A,N/A
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,WADDYADO,CORE,NETWORK,SUN 8AM,13,0,30,13,16,"Whaddyado is a half-hour weekly educational series designed to educate, inform, inspire and entertain children 13-16 about the world around them. Each episode is an educational life-lesson, based in reality, intended to prepare young people for potential situations that could easily crop up at any time, anywhere.",99,N/A,N/A,N/A
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,ULTIMATE CHOICE,CORE,NETWORK,SUN 8:30AM,13,0,30,12,16,"In this reality style show, teenagers experience the extreme adventure of their lives, getting thrust face to face with challenges that have lifelong implications. Ultimate Choice follows eight teenagers through a carefully orchestrated extreme adventure in one of the most incredible places in the world, Lake Tahoe, California. During their time in Tahoe, the teenagers live their adventure 24 hours a day, saying goodbye to their normal lives and hello to an experience they will never forget.",99,N/A,N/A,N/A
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,ANIMAL EXPLORATION WITH JAROD MILLER,CORE,NETWORK,SUN 9AM,9,0,30,13,16,"Join world explorer Jarod Miller in this half-hour thrill ride that ignites the senses in extreme expeditions captured throughout the world. The series is an engaging, energetic journey around the natural world as seen through the eyes of zoologist Jarod Miller and the animals he loves. The show brings children to the animals they might not otherwise experienceâ??in amusing and unexpected ways.",99,N/A,N/A,N/A
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,REAL LIFE 101,CORE,NETWORK,SUN 9:30AM,13,0,30,12,16,"Directed at teens, Real Life 101 provides career guidance by exploring various professions in a fun and entertaining manner. Real life success stories are told in a way to motivate and inspire teens to follow their dreams.",99,N/A,N/A,N/A
2007,KABH-CA,HSN,"PORTLAND, OR",3,ANALOG,EXPLORATION W/RICHARD WIESE,CORE,NETWORK,SUN,4,0,30,13,16,"Join world explorer Richard Wiese in this half-hour thrill ride that ignites the senses in extreme expeditions captured throughout the world. New technology uncovers hidden secrets of the world, space and beyond as the camera follows Richard Weise on land, sea, air and into space.",99,N/A,N/A,N/A
2007,KATU,ABC,"PORTLAND, OR",3,ANALOG,THE EMPEROR'S NEW SCHOOL,CORE,NETWORK,SAT 9AM,13,2,30,8,11,"Kuzco, a youth who is heir to the throne of a mythical Andean country, must graduate from Kuzco Academy before he can become Emperor of his land. He lives with a peasant foster family and faces the intellectual, physical and social challenges that all teens face, while also preparing to rule justly and well. Sometimes Kuzco wonders whether being Emperor for the rest of his days will be a pleasure or a trap. Kuzco thwarts attempts by the nefarious Yzma and her henchman, Kronk, to stop him from doing well in school. If Kuzco were to fail at his class work, Yzma would become Empress. Kuzco struggles to complete his assignments and stay on track. Only if he remains steadfast, studies hard, learns from his mistakes, and can relate to citizens at all levels of society, will he ascend the throne. His best friend Malina, an excellent student, attempts to help Kuzco stay out of trouble and achieve his goals. Series episodes explore issues such as coping with peer pressure, respecting authority, taking responsibility, adhering to family and school rules, accepting differences, building self-esteem and trust.",2,N/A,3,Y
2007,KATU,ABC,"PORTLAND, OR",3,ANALOG,THE REPLACEMENTS,CORE,NETWORK,SAT 9:30AM,13,2,30,8,12,"Riley and Todd, siblings who were raised in an orphanage after the death of their parents, long to be adopted. They find a comic book advertisement for Fleemco, an agency that will provide ""Replacement"" parents or adults to substitute for certain individuals. Brother and sister decide to send in the $1.98 fee in hopes of obtaining parents to replace their lost ones. They acquire an unorthodox pair of Replacement parents, Dick Daring and Agent K. Dick is a former daredevil stuntman and Agent K is a British super-spy. Neither seems to know much about parenting, although their intentions are good. Agent K's highly intelligent automobile, C.A.R., her former spy partner, also joins the household. Their attempts to forge a family and adjust to a new school are both touching and comedic. Riley and Todd discover that they can call Fleemco to request replacement of any adult whom they dislike, who is overly strict, or who is merely uninteresting. The temporary Replacements for teachers, neighbors or other community figures never prove to be as exciting or fun as the siblings had hoped, and are often immature and obnoxious. As things go awry, Riley and Todd learn that they need adult leadership, discipline, role models, order and structure. By the end of each story they are eager to return the Replacement and reinstate the original adult. Stories revolve around issues such as cooperating with household/family rules, taking responsibility, fairness, building self-esteem, and trust.",2,N/A,3,Y
2007,KATU,ABC,"PORTLAND, OR",3,ANALOG,THAT'S SO RAVEN,CORE,NETWORK,SAT 10AM,11,4,30,10,13,"Raven Baxter, who has inherited her grandmother's gift of clairvoyance, is a normal, happy young woman. Nonetheless, Raven sometimes worries that she is a freak because of her clairvoyant abilities. She has a ten-year old brother, Cory. They are typical siblings, with the tension and rivalry that most siblings experience. Raven and Cory's mother is in law school, and their father owns a small restaurant. Raven attends an ethnically diverse San Francisco public high school. She is responsible for the after-school safety and activities of Cory. Her closest friends, Chelsea and Eddie, are fiercely committed to environmental issues and sports, respectively. Raven dreams of a career in fashion design, and the new season's episodes revolve around her internship with an eccentric fashion designer. Raven's parents and close friends know about her ""visions"". These premonitions often prompt her to intervene before trouble occurs. Sometimes her interventions backfire, and at other times the foreseen events occur, bringing embarrassment or sadness. She learns valuable lessons from her transgressions. ""Visions"" set up issues that the Core episodes of this series explore, among which are sibling rivalry, popularity, loyalty, self-acceptance, jealousy, dealing with authority, and consequences of lying or cheating.",4,N/A,3,Y
