Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,DISNEY'S PEPPER ANN,Core,Network,Saturdays - 7-7:30 AM PT,13,3,30,10,12,"Pepper Ann is the daughter of a single working mother. She loves math and science and hopes someday to make a name for herself in Biology or Medicine. Pepper Ann and her Hazelnut Middle School friends demonstrate individuality, problem-solving, perseverance, responsibility and creativity. While the primary educational focus of the series is building self-esteem -- particularly that of girls -- stories also break down gender and ethnic stereotypes and broaden the definition of ""family."" 10/16/99 - 7:00 AM This regularly scheduled program was pre-empted on this date and not made good due to breaking News coverage of the Hector 7.1 Earthquake.",N/A,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,DISNEY'S 1 SATURDAY MORNING (FEATURING LONG AND SHORT-FORM EDUCATIONAL ELEMENTS),Core,Network,Saturdays - 7:30-9:30 AM PT,13,3,120,8,12,"This two-hour program block features three half-hour educational series in combination with various short-form educational elements. The latter include ""Great Minds...Think For Themselves"" (American history segments), a new series ""Who Am I?"" (descriptions of interesting figures in World History), ""What's The Diff?"" (game-type segments that teach visual and analytical skills), ""Let's Go!"" (geography and cultural information segments) and ""Flyndiggery Do: Where'd It Go?"" (short segments describing animal behavior). Disney's Doug -- This series uses humor and fantasy in depicting a twelve-year-old boy's struggles to develop self-confidence, define identity, resolve family and school problems and maintain friendships. Narrated via the journal entries of aspiring writer/cartoonist Doug Funnie, episodes promote values such as honesty, loyalty, fairness and respect for individual differences. They also encourage creative writing and artistic expression. Disney's Pepper Ann -- ""Pepper Ann"" features a resourceful twelve-year-old girl who is growing up in a single-parent family. Pepper Ann discovers the importance of speaking out for one's beliefs as well as the value of learning from one's mistakes. The primary educational focus of the series is self-esteem -- particularly that of girls. Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide a rich source of values-oriented discussion material for parents and children. 10/16/99 - 7:30 AM This regularly scheduled program was pre-empted on this date, except for airing the last 15 minutes this episode was not made good due to breaking News coverage of the Hector 7.1 Earthquake.",N/A,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,"SABRINA, THE ANIMATED SERIES",Core,Network,Saturdays - 9:30-10 AM PT,13,2,30,8,11,"Twelve-year-old Sabrina Spellman, who is half witch and half mortal, is being raised in a non-traditional family consisting of her Uncle Quigley and two young aunts. Series episodes explore social and developmental issues such as peer pressure/competition, loyalty and friendship, responsibility, honesty, facing fears, speaking up for one's beliefs, etc. Family issues such as divorce and remarriage and household rules are also addressed.",N/A,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,THE NEW ADVENTURES OF WINNIE THE POOH,Core,Network,Saturdays - 10:30-11 AM PT,13,3,30,3,6,"Based on the classic ""Winnie The Pooh"" books by author A.A. Milne, The New Adventures Of Winnie The Pooh depicts the everyday lives of Christopher Robbin and his companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Series episodes deliver strong messages about honesty, responsibility, persistence, cooperative effort, friendship and caring. Many stories are designed to help younger children distinguish between fantasy and reality and overcome common childhood fears.",N/A,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,SQUIGGLEVISION,Core,Network,Saturdays - 11:30 AM-12 Noon PT,14,3,30,8,12,"""Squigglevision"" offers an entertaining approach to education. In addition to the ""Science Court"" story, each ""Squigglevision"" episode includes segments on arithmetic estimation techniques (""See You Later, Estimator"") and Vocabulary skills (""The Last Word""). The series uses activities at a radio station and in a courtroom as vehicles for teaching scientific concepts and their everyday applications. Characters use critical thinking skills, demonstrating both inductive and deductive reasoning as they evaluate hypotheses in light of data. Scientific and math estimation concepts are illustrated via practical ""demonstrations"" and graphics. *Note: The 12/18/99 10:00 AM PT airing is an early recovery of the 1/1/00 11:30 AM PT episode.",N/A,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,ABC'S SCHOOLHOUSE ROCK,Non-Core,Network,Saturdays - 10:27-10:30 AM PT,3,0,3,6,11,"This short-form educational program teaches concepts in grammar, math, U.S. history, science and finance by transforming these concepts into popular song, rhyme and amusing visuals. This method of presenting academic concepts has proven to be a powerful instructional tool.",99,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,DISNEY'S DOUG,Non-Core,Network,Saturday - 10/2/99 - 10-10:30 AM PT,1,0,30,8,12,"This program uses humor and fantasy in depicting a twelve-year-old boy's struggles to develop self-confidence, define identity, resolve family and school problems and maintain friendships. Narrated via the journal entries of aspiring writer/cartoonist Doug Funnie, this program promotes values such as honesty, loyalty, fairness and respect for individual differences. It also encourages creative writing and artistic expression.",99,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,DISNEY'S RECESS,Non-Core,Network,Saturday - 10/9/99 - 10-10:30 AM PT,1,0,30,8,12,"This program features animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide a rich source of values-oriented discussion material for parents and children.",99,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,DISNEY'S RECESS,Non-Core,Network,Saturday - 10/9/99 - 11-11:30 AM PT,1,0,30,8,12,"This program features animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide a rich source of values-oriented discussion material for parents and children.",99,N/A,N/A,N/A
1999,KABC-TV,ABC-TV,Los Angeles,4,Analog,DISNEY'S RECESS,Non-Core,Network,Saturday - 10/16/99 - 10-10:30 AM PT,1,0,30,8,12,"This program features animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide a rich source of values-oriented discussion material for parents and children.",99,N/A,N/A,N/A
