Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2005,KABH-CA,UNIVISION PROGRAMMING SERVICE*,"PORTLAND, OR",3,ANALOG,VIVAN LOS NINOS,CORE,NETWORK,SAT & SUN 8:30 AM,27,0,90,8,16,"A significant purpose and key educational objective of this program is to show the value of diversity, friendship, and teamwork. Vivan Los Ninos (“Hooray for the Kids”) has an extensive cast of characters, reflecting a wide variety of socio-economic, racial and religious backgrounds and living in both single and two-parent households. This group of second-graders teach the viewers how they learn to respect each other’s differences and learn from each other through their adventures and stories.",99,N/A,N/A,N/A
2005,KATU,ABC,"PORTLAND, OR",3,ANALOG,LILO & STITCH: THE SERIES,CORE,NETWORK,SAT 9AM,14,0,30,7,10,"Lilo, a precocious girl of about five, and her alien pet “Stitch” live with Lilo’s sister Nani. Nani is trying to keep their little family together after the tragic death of their parents in an automobile accident. Although still a teen herself, Nani works several jobs and struggles to be an adult role model for Lilo. Two alien characters, Jumba and Pleakley, who arrived on planet Earth at the same time as Stitch, live with Nani and Lilo while pretending to be their aunt and uncle. This ploy is intended to convince the Department of Social Services that the household is well managed and there is no need for foster-care placement for Lilo. Series episodes illustrate developmentally appropriate issues, among which are peer pressure, coping with bereavement, family and school rules and problem solving. Stories convey messages about truthfulness, responsibility, acceptance and trust. The series includes Hawaiian language, music, dance and custom, exposing our broad ABC audience to the richness of Pacific Rim culture.",99,N/A,N/A,N/A
2005,KATU,ABC,"PORTLAND, OR",3,ANALOG,THE BUZZ ON MAGGIE,CORE,NETWORK,SAT 9:30AM,14,0,30,10,12,"Episodes of “the Buzz on Maggie” take place in a fanciful world in which all characters are insects. Maggie is a young fly who is proud of her individuality, especially her musical talent. She plays acoustical guitar, aspires to be a rock musician, has dyed her hair pink, and dresses in bold and colorful outfits. She is apt to rush into action without thinking. Maggie makes huge mistakes, but her heart is true. Maggie has an extremely athletic, good-looking but conceited older brother, as well as two younger siblings, Pupert and baby Bella, for whom she is often responsible. Pupert is sweet and a bit timid, in contrast with Maggie’s natural bravado. Episodes of “The Buzz on Maggie” explore topical issues such as sibling rivalry, family rules and values, allowances and vacation plans, friendship, honesty, school and community.",99,N/A,N/A,N/A
2005,KATU,ABC,"PORTLAND, OR",3,ANALOG,THE PROUD FAMILY,CORE,NETWORK,SAT 10AM,11,3,30,10,13,"“The Proud Family” revolves around the daily activities of fourteen-year-old Penny Proud and her African-American family consisting of parents Trudy Proud (a veterinarian) and Oscar Proud (self-employed businessman), a no-nonsense Grandmother Suga Mama who resides with the family, twin sisters BeBe and CeCe. Penny’s friends Dijonay and Sticky, and the neighboring Boulevardez family, whose daughter, La Cienega, is Penny’s rival. Teachers and classmates also populate the stories. The majority of the characters in this children’s series are ethnic minorities. Penny faces the struggles of adolescence along with the challenge of balancing academic life (middle school) and home obligations. Series episodes explore issues particularly relevant to 10 to 13 year olds: maintaining social relationships, overcoming self-doubt, standing up for one’s beliefs, dealing with peer pressure, relating to authority and rules, assuming responsibility, appreciating differences (gender, race, and generational), maintaining loyalty to family, and cultivating values such as honesty and persistence.",3,N/A,N/A,N/A
2005,KATU,ABC,"PORTLAND, OR",3,ANALOG,THAT'S SO RAVEN,CORE,NETWORK,SAT 10:30AM,11,3,30,10,13,"Raven, a young teen who has inherited her grandmother’s trait of clairvoyance, is a normal, happy and resourceful young woman. However, at times Raven worries that she is a “freak” because of her clairvoyant abilities. She has a younger brother, Cory, age ten. They are typical siblings, with the tension and rivalry that most siblings experience. Raven attends public high school. Both parents are employed outside the home. They are loving parents, and good disciplinarians. Raven is often responsible for the after-school safety and activities of her brother, Cory. Her closest friends are Chelsea and Eddie, who are fiercely committed to environmental issues and sports, respectively. Raven’s parents and closest friends know about her “visions” of the immediate future. The premonitions often prompt her to attempt to intervene before trouble occurs. Sometimes Raven’s interventions backfire, and at other times the foreseen events come true, bringing embarrassment or sadness. Raven learns valuable lessons from her blunders and transgressions. Thus, the “visions” set up issues that the Core episodes of this series explore. The series uses humor to convey strong, relevant messages about growing up. Some of the issues that are the focus of episodes are sibling rivalry, popularity, loyalty, self-acceptance, dealing with authority (school and parental), honesty, coping with jealousy, and consequences of lying or cheating.",3,N/A,N/A,N/A
2005,KATU,ABC,"PORTLAND, OR",3,ANALOG,THE SUITE LIFE OF ZACK AND CODY,CORE,NETWORK,SAT 11AM,11,3,30,11,13,"Those episodes of “The Suite Life of Zack and Cody” that air on ABC as Core Programming address concerns close to the hearts of older children and tweens and deliver life lessons tailored for that audience. Our stories take place in a luxury hotel in Boston, where twelve-year-old identical twins Zack and Cody live with their divorced mom, a lounge singer for the Tipton Hotel. The boys attend the local public middle school and are in the same class. One of the twins is polite and shy and excels in academics, while the other, an athlete and extrovert, barely scrapes by in school, due to disinterest and lack of effort, and instead often instigates wacky plans for outwitting hotel authorities, caregivers, and their mother. The boy's mother dates and would like to remarry. Their father is a professional rock musician who is on the road much of the year, but who stays in touch with his boys. This sets up occasional parental “conflicts” about discipline and expectations. Parallel stories involve two teenage girls: heiress London Tipton, whose father owns the hotel, and Maddie, the girl who works after school at the hotel snack bar. Unlike London, Maddie attends a parochial girls’ school and comes from a working class family. Both Zack and Cody have crushes on Maddie, who is four years older than they. Series episodes explore sibling rivalry, conflicts with parents, divorce, household and hotel rules, family income limitations, responsibility, self-esteem, and peer pressure. The October 8 and December 3, 2005 episodes were preempted due to live ABC Sports coverage of college football. The November 26, 2005 episode was preempted due to live ABC Sports coverage of PGA Tour golf.",3,N/A,N/A,N/A
2005,KATU,ABC,"PORTLAND, OR",3,ANALOG,PHIL OF THE FUTURE,CORE,NETWORK,SAT 11:30AM,11,3,30,10,12,"“Phil of the Future” is the story of a teenage boy, Phil Diffy, his younger sister, Pim, and their parents, who find themselves living in the 21st century when their time travel vehicle malfunctions in flight. While their goal is to repair the time travel vehicle and return to their home in the 22nd century, for the time being they must conceal their identities, their futuristic traits and their gadgets to “blend in” with the locals. The Diffys enroll Phil and Pim in public school, where Phil excels in higher math and Pim, who is a rebel by nature, must learn to live by middle school rules. The series conveys relevant messages about growing up. Some of the issues that are explored in this series are sibling rivalry, responsibility, dealing with authority (parent/child and teacher/student conflicts), peer pressure, self-acceptance, loyalty, and honesty. The October 8 and December 3, 2005 episodes were preempted due to live ABC Sports coverage of college football. The November 26, 2005 episode was preempted due to live ABC Sports coverage of PGA Tour golf.",3,N/A,N/A,N/A
2005,KGW,NBC,"PORTLAND, OR",3,ANALOG,FLIGHT 29 DOWN,CORE,NETWORK,SAT 10AM,10,3,30,9,14,"Flight 29 DOWN is the name of the small, chartered plane that carries a group of eleven across the South Pacific for an eco-camping class trip to the desert island of Micronesia. Before they can join the rest of the class for their eco-camping adventure, 29 DWN malfunctions and the pilot/camp counselor has to make an emergency crash landing on a remote island somewhere in the South Pacific. With nothing but their camping gear, a limited supply of resources, and each other, the group tries to come to grips with the situation that challenges them through intelligence and instinct. As they confront the false perceptions they have of themselves and one another, the group realizes that they must learn how to live and work together in order to survive. The show carries a powerful social-emotional message that draws upon the complexities of human behavior and social relationships in which adolescents struggle to define their roles in a social group while learning how to cooperate with one another as they grapple with the challenges that force them to gain awareness of themselves and the harsh reality that faces them.",3,N/A,N/A,N/A
2005,KGW,NBC,"PORTLAND, OR",3,ANALOG,ENDURANCE,CORE,NETWORK,SAT 10:30AM,10,3,30,9,14,"ENDURANCE is an engrossing program that shows the target audience succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. Each of the 12 competitive challenges is a metaphor for the challenges our target audience will face in real life. In addition, there are strategic challenges based on ten character traits that are important for success. Contestants must estimate probabilities and beat the odds. Overall, the competition balances luck or fate against personal effort so that the contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews during each episode trace the emotional growth and insights of the contestants, with an emphasis on how the experience of protracted competition and teamwork teaches both social skills and life skills for achieving success with your goals.",3,N/A,N/A,N/A
2005,KGW,NBC,"PORTLAND, OR",3,ANALOG,TUTENSTEIN,CORE,NETWORK,SAT 3:30PM,12,1,30,9,14,"TUTENTSTEIN is a resurrected ten-year-old boy mummy who thinks that he is still King Tuten-Astennu, Pharaoh and ruler of the world. Little does he understand that three millennia have passed and everything around him has changed. The show’s educational content includes Egyptology and social-emotional messages. Egyptology is presented through the introduction of historically accurate depictions of myths, legends, demons and gods. In each story Tut and his sidekicks, Cleo and her cat, Luxor, have an adventure where the ancients are resurrected as allies or enemies in a conflict that takes place in modern times. Most of the socio-emotional lessons revolve around learning to plan, being less selfish, and considering the consequences of impulsive behavior. Cleo is usually the voice of reason for Tut, as she is the one who has to problem-solve their way out of each escapade they encounter.",1,N/A,N/A,N/A
