Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2006,WALV,N/A,Indianapolis,3.5,Analog,Gina D's Kids Club,Core,Syndicated,Monday 12:30 PM,13,0,30,2,5,"The Gina D's Kids Club Show is educational entertainment with songs and animated/live action that reinforces positive attitudes and encourages self-esteem while teaching children numbers, letters, colors, shapes, family values and sharing. Gina D. is a funny loving attractive role model grounded in pre-school fundamentals but a person who has not forgotten what it is like to be a preschooler full of discovery and imagination. Each day she is visited by a cast of funny puppets and live action characters that become involved in the problem solving and learning tasks. In each show, Gina D. sings songs that reinforce positive attitudes such as: ""I'm a Special Person"", ""Smile Ability"" and ""Believe In Your Dream"". ",99,NA,NA,NA
2006,WALV,N/A,Indianapolis,3.5,Analog,Real Life 101,Core,Syndicated,Tuesday 12:30 PM,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A cohost approach allows for interchange of questions and responses adding viewer stimulation and insight.,99,NA,NA,NA
2006,WALV,N/A,Indianapolis,3.5,Analog,Kid Guides,Core,Syndicated,Wednesday 12:30 PM,13,0,30,8,12,"“Kid Guides” is series ""for"" kids ""by"" kids. This award-winning, action packed series takes kids behind the scenes of some of the top zoo, aquariums, museums, and other destinations in the world. The kid guides learn about the workings of the locations as well as the science behind what it takes to run the places. Whether it is learning about how to care for a white tiger, how to be a zoo keeper, how to handle snakes, or how to take underwater pictures, the hosts dive right in. Specific educational segments also enhance the learning opportunities. The Book Corner discusses books that are relevant to what was seen at the week's location. Explorer's Corner covers a wide variety of educational topics that fascinate children. The Animal Star segment highlights a particular animal that may be overlooked, but presents a variety of educational experiences. ",99,NA,NA,NA
2006,WALV,N/A,Indianapolis,3.5,Analog,Animal Rescue,Core,Syndicated,Thursday 12:30 PM,13,0,30,0,16,"Animal rescue's program content includes safety tips and real life in-the-field experiences of professional and ordinary people taking care of, treating and helping various animals. Emmy-nominated ""ANIMAL RESCUE"" is a weekly half-hour television series showcasing the heroic efforts of people helping animals. Host Alex Paen and ""ANIMAL RESCUE"" cameras travel around the world capturing these dramatic rescues. The goal of ""ANIMAL RESCUE"" is to make people more aware of the plight of animals in trouble.",99,NA,NA,NA
2006,WALV,N/A,Indianapolis,3.5,Analog,Ultimate Choice,Core,Syndicated,Friday 12:30 PM,13,0,30,13,18,"Ultimate Choice follows eight teens through a carefully orchestrated adventure against the breath-taking background of Lake Tahoe, California. They face cliff jumping, whitewater rafting, an ultimate choice obstacle course, the flying trapeze, paintball battles, ultimate rope courses, mountain scooters, hot air balloonig and much more. They live these adventures 24 hours each day, saying goodbye to their normal lives and hello to an experience that they will never forget. At the conclusion of each adventure, the teens discuss what they learned about themselves and life, as they develop their own convictions about each of the physical and moral issues. By maximizing the excitement and spontaneity that teens crave, Ultimate Choice provides the ultimate television experience that just may change minds and shape the values that will guide young men and women through life. ",99,NA,NA,NA
2006,WALV,N/A,Indianapolis,3.5,Analog,Teen Kids News,Core,Syndicated,Saturday 10:00 AM,13,0,30,13,16,"TEEN KIDS NEWS is the first kid-to-kid newscast, created for and delivered by children. The show is hosted by a diverse news team made up of young ""journalists"" reporting from a professional news set and from the field on stories of interest and educational value to its own audience. There is an emphasis on diversity and experience to develop a cast of engaging and intelligent African-American, Hispanic, Asian and Caucasian male and female child actors who interact with each other-and connect to the viewers. Teen Kids News meets the need of children whose sophistication and curiosity about their world is motivated by the information explosion. They have the interest. They have opinions. But no place to express those opinions until now. `",99,NA,NA,NA
2006,WALV,N/A,Indianapolis,3.5,Analog,Veggie Tales,Core,Network,Saturday 10:30 AM,13,0,30,4,8,"“VeggieTales” is a children’s series featuring animated vegetables who teach life lessons through stories. Hosted by Bob the Tomato and Larry the Cucumber, each episode begins by establishing the problem, uses short stories to parallel the situation with a problem and solution, and ends by reiterating the proposed solution and the life lesson learned through the experience. The show communicates social-emotional messages based upon the core values of honesty, kindness, forgiveness, and appreciation for all, using music, unusual characters, and allegorical storylines ",99,NA,NA,NA
2006,WCLJ-TV,TBN,Indianapolis,9.5,Analog,The Dooley and Pals Show,Core,Network,Saturday 10 AM,11,2,30,2,5,The Dooley and Pals Show educates and informs children between the ages of 2 - 5 by combining music and dance with common life lessons and pro-social skills with practical Bible principles.,0,NA,NA,NA
2006,WCLJ-TV,TBN,Indianapolis,9.5,Analog,Nanna's Cottage,Core,Network,Saturday 10:30 AM,12,1,30,4,9,"Nanna’s Cottage educates and informs children, ages 4 to 9, as Nanna imparts a fun, gentle learning experience while teaching by example, social skills and kindness, allowing her young charges to overcome problems and obstacles they encounter.",0,NA,NA,NA
2006,WCLJ-TV,TBN,Indianapolis,9.5,Analog,Mr. Henry's Wild & Wacky World,Core,Network,Saturday 11 AM,11,2,30,4,10,"Mr. Henry’s Wild & Wacky World educates and informs children between the ages of 4 to 10 by teaching values like respect, helping others, and obedience through real life lessons based on Bible principles. ",0,NA,NA,NA
