Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,BILL NYE,CORE,SYNDICATED,SAT 8:30AM,12,1,30,6,11,"Bill Nye the Science Guy presents facinating science facts in a fun and entertaining format. Everything from dinosaurs to boyance, the science guy takes us all over the world of science in an entertaining half-hour packed with zany antics and experiments that peak our interest in everyday science.",N/A,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,SAVED BY THE BELL,CORE,NETWORK,"SAT 9AM, 12/26 8:30AM",13,0,30,11,15,"The educational objective of this progam is to demonstrate how the knowledge of one or more characters in the story moves from on level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories- intellectual -cognitive and/or socio-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved through the series by exploring social themes throught the daily school life of six teenage friends at Bayside High show help each other make the most of growing up in a complicated world. The Bayside kids give teens a useful perspective on many of the tought issues they have to face bothe in their peer relationships, and in personal decision-making both in and out of the classroom.",99,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,HANG TIME,CORE,NETWORK,SAT 9:30AM,13,0,30,13,16,"The educational objective of this program is to demonstrate how the knowledge of one or more characters in the story moves from one level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories- intellectual-congnitive and/or socio-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved in this series by showing how a group of teens deals with gender equality, competition, cooperation, and balancing priorities.",99,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,ONE WORLD,CORE,NETWORK,"SAT 10AM, 12/26 9:30AM",13,0,30,13,16,"The educational objective of this program is to demonstrate how the knowledge of one or more characters in the story moves from one level to a more informed or higher level of knowledge by the end of each episode. This change in knowledge conveys an educational message to the audience which may fall into one or more categories - intellectual- cognitive and/or socio-emotional. The message will always be integral to the plot and present throughout the script. This objective is achieved through this series by exploring socio-emotional themes of identity, self-worth, social reciprocity, service to others and acceptance of differences. Through the characters in the show, our audience will see examples of different approaches to resolving problems caused by these issues.",99,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,PEER PRESSURE,CORE,SYNDICATED,"SAT 10:30AM, 12/26 10AM",13,0,30,13,16,Peer Pressure is an irreverent and high energy game show geared towards 13-16 year olds. It is a show that looks at life from their perspective and spoofs the growing process. Educational and informational objectives are achieved through this series by exploring choices that teens have to make. Teens learn that impulsive decisions often have negative results and this helps encourage positive behavior.,99,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,CLICK,CORE,SYNDICATED,"SAT 11AM, 12/26 10:30AM",13,0,30,13,16,"Click is a game of speed and knowledge that challenges 13-16 year olds by teaching them things they should know by exploring popular subjects they do know. Click provides a positive context for learning. By working against the clock, the contestants on the show and the viewers at home are challened to ""think on their feet"" as they respond to questions and clues.",99,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,NBA INSIDE STUFF,CORE,NETWORK,SAT 11:30AM,12,1,30,13,16,"The educational objective of this program is to introduce the teen audience to the pro-social, off-court activities of basketball players and other individuals, and to individuals who have overcome various obstacles in order to achieve their goals. The program segments are based on a curriculum inspired by the U.S. Department of Education's Goals 2000, with particular focus on messages encouraging the following values: school completion, community service, cooperation, tolerance of differences, healthful practices and athletics, peaceful conflict resolutions and global awareness. These educational and informational messages are conveyed primarily through real life examples, interivews and commentary by the program's hosts.",N/A,N/A,N/A,N/A
1998,WDSU,NBC,NEW ORLEANS,4,ANALOG,NICK NEWS,CORE,SYNDICATED,"SAT 12PM, 11/8 6:00AM, 10/3 4:30AM",13,1,30,6,11,"Nick News is a weekly news magazine geared towards kids. Hosted by Linda Ellerbe, the program brings current events and headlines into focus for today's children. The program is structured to provide top quality, informational programming to encourage children to think and speak up about the world around them.",N/A,N/A,N/A,N/A
1998,WGNO,ABC,NEW ORLEANS,3.5,ANALOG,DISNEY'S 1 SATURDAY MORNING,CORE,NETWORK,SAT 7:30AM CT,13,1,120,8,12,"This two-hour program block features three half-hour educational series in combination with several short-form educational elements. The latter includes ""Great Minds...Think For Themselves"" (American history segments) and ""Where'd It Go?"" (short segments describing animal behavior). Disney's Doug -- Narrated via the spoken journal entries of aspiring writer/cartoonist Doug Funnie, this series uses humor and fantasy in depicting the struggles of a twelve-year-old boy to define identity, develop self-confidence, resolve family and school problems and maintain friendships strained by preadolescent physical and emotional change. Series episodes promote values such as honesty, loyalty, fairness and respect for individual differences. Disney's Pepper Ann -- ""Pepper Ann"" features a twelve-year-old girl who is growing up in a single-parent family. She demonstrates that individuality, competence and humor are survival skills for any pre-teenager. From week to week Pepper Ann discovers the importance of speaking out for what one believes and the value of learning from one's mistakes. The primary educational focus of the series is self-esteem - particularly that of young girls. Additionally, the series teaches perseverance, taking responsibility and thinking creatively. Disney's Recess -- ""Disney's Recess"" is a collection of animated stories about six fourth graders who attend suburban public school. Loyal friends, these children are an ethnically and gender-diverse group. They provide role models for viewers who may be struggling with problems common to middle childhood such as conflicts with authority figures, school and family rules, issues of fairness, desire to be popular, peer pressure and crises of confidence. A recurrent theme is the problem of dealing with the class bully or ""teacher's pet."" Series episodes raise thought-provoking questions which parents and children can talk about together, providing a rich source of values-oriented family discussion material. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
1998,WGNO,ABC,NEW ORLEANS,3.5,ANALOG,DISNEY'S 101 DALMATIANS: THE SERIES,CORE,NETWORK,SAT 10:30AM CT,13,1,30,7,11,"This series addresses many of the key developmental issues of middle childhood. A group of Dalmatian puppies and a resourceful chicken named ""Spot"" are featured in stories that center on problem-solving. Plots frequently introduce conflicts over rules, learning responsibility, attempts to gain peer acceptance, learning from mistakes and efforts to help other animals or human characters. The series encourages prosocial values such as empathy, fairness and cooperative behavior, as well as modeling information-gathering and strategic thinking. [Note: Dec. 19 preemption was caused by ABC Network News coverage of impeachment hearings, Iraq military operation, and related coverage. The preempted episode was not rebroadcast.]",N/A,N/A,N/A,N/A
